"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"810","Kenny Connors","L.A","C","2","16.533333333333","8.2666666666667","79.84","87.1","47.83","65.32","54.44","54.55","47.18","21.77","68.42","0","0","-","4.74","3.03","61.00","32.66","54.44","37.50","29.03","10.89","72.73","0","0","-","4.84","58.06","7.69","0","0","-","47.18","62.9","42.86","0","0","-","0.00","100.00","1.000","10.89","7.26","10.89","58.06","50.00","14.52","7.26","18.15","44.44"
"376","Riley Tufte","BOS","L","4","41.55","10.3875","64.98","85.2","43.27","54.87","57.76","48.72","40.43","25.99","60.87","0","1.44","0.00","3.1","3.39","47.76","27.44","36.1","43.18","11.55","13","47.06","0","1.44","0.00","21.18","30.81","40.74","0","0","-","43.8","81.35","35.00","0","0","-","0.00","94.44","0.944","1.44","10.11","8.66","51.99","14.29","7.22","14.44","23.1","23.81"
"688","Daniil Miromanov","CGY","D","1","16.266666666667","16.266666666667","29.51","84.84","25.81","18.44","62.7","22.73","14.75","36.89","28.57","7.38","7.38","50.00","0.71","3","19.08","11.07","36.89","23.08","3.69","14.75","20.00","3.69","3.69","50.00","9.84","29.51","25.00","0","4.92","0.00","21.31","95.9","18.18","5.33","0","100.00","50.00","80.00","1.300","3.69","11.07","22.13","66.39","14.29","7.38","18.44","40.57","15.38"
"907","Quinn Hutson","EDM","R","4","31.983333333333","7.9958333333333","52.53","84.42","38.36","26.26","56.28","31.82","16.88","37.52","31.03","1.88","3.75","33.33","2.05","3.79","35.13","18.76","41.27","31.25","7.5","18.76","28.57","1.88","1.88","50.00","15.01","30.02","33.33","0","0","-","48.78","51.49","48.65","0","2.71","0.00","11.11","90.00","1.011","13.13","11.26","1.88","65.66","87.50","16.88","13.13","9.38","64.29"
"815","Angus Booth","L.A","D","1","12.3","12.3","34.15","82.93","29.17","29.27","48.78","37.50","19.51","29.27","40.00","4.88","0","100.00","2.07","3.25","38.98","19.51","29.27","40.00","14.63","24.39","37.50","4.88","0","100.00","6.5","6.5","50.00","0","0","-","14.09","84.55","14.29","0","0","-","25.00","100.00","1.250","4.88","9.76","19.51","63.41","20.00","4.88","9.76","39.02","11.11"
"509","Bo Groulx","TOR","C","12","140.45","11.704166666667","38.88","80.31","32.62","27.77","60.66","31.40","17.94","38.02","32.06","3.42","2.56","57.14","1.78","4.14","30.01","17.09","39.3","30.30","6.84","16.23","29.63","0.85","1.71","33.33","13.67","30.76","30.77","2.28","0.57","80.00","30.85","72.2","29.94","1.23","0.62","66.67","19.05","93.26","1.123","2.99","15.81","9.4","47.85","24.14","7.26","21.36","20.93","25.76"
"901","Anton Frondell","CHI","C","8","108.51666666667","13.564583333333","54.74","80.17","40.57","40.36","61.37","39.67","26.54","40.92","39.34","3.87","3.87","50.00","2.29","4.62","33.12","23.22","47.55","32.81","7.74","23.22","25.00","2.21","2.76","44.44","20.64","32.44","38.89","2.21","1.47","60.00","43.13","61.5","41.22","0","0","-","14.58","90.54","1.051","7.19","10.51","6.63","48.1","52.00","18.8","14.38","21.56","46.58"
"684","Nils Aman","VAN","C","2","17.316666666667","8.6583333333333","51.97","79.69","39.47","41.58","27.72","60.00","20.79","17.32","54.55","3.46","3.46","50.00","2.06","1.78","53.67","27.72","38.11","42.11","10.39","10.39","50.00","0","0","-","23.1","36.96","38.46","4.62","4.62","50.00","40.04","55.05","42.11","0","0","-","16.67","80.00","0.967","6.93","3.46","0","69.3","100.00","6.93","3.46","6.93","50.00"
"186","Kurtis MacDermid","OTT","L","17","65.683333333333","3.8637254901961","30.14","79.47","27.50","21.01","52.07","28.75","9.13","28.32","24.39","0.91","4.57","16.67","0.93","3.01","23.57","10.96","30.14","26.67","3.65","11.88","23.53","0","1.83","0.00","9.74","24.36","28.57","1.22","3.65","25.00","34.31","65.97","34.21","0","0","-","10.00","83.87","0.939","19.18","17.36","2.74","73.99","87.50","22.84","22.84","11.88","65.79"
"825","Xavier Parent","N.J","C","5","42.766666666667","8.5533333333333","50.51","78.57","39.13","35.07","56.12","38.46","18.24","37.88","32.50","0","2.81","0.00","1.15","4.02","22.30","11.22","33.67","25.00","2.81","15.43","15.38","0","1.4","0.00","11.22","24.32","31.58","0","1.87","0.00","66.87","54.72","55.00","0","0","-","0.00","92.59","0.926","7.01","4.21","8.42","58.92","45.45","18.24","8.42","19.64","48.15"
"704","Tristan Broz","PIT","C","1","11.5","11.5","36.52","78.26","31.82","20.87","62.61","25.00","15.65","46.96","25.00","0","5.22","0.00","0.56","3.47","13.93","20.87","26.09","44.44","0","15.65","0.00","0","5.22","0.00","27.83","13.91","66.67","0","0","-","30.14","75.36","28.57","0","0","-","0.00","88.89","0.889","10.43","5.22","0","62.61","100.00","20.87","10.43","5.22","80.00"
"571","Ryan Johnson","BUF","D","3","26.116666666667","8.7055555555556","55.14","78.11","41.38","41.35","52.84","43.90","25.27","34.46","42.31","2.3","2.3","50.00","3.89","3.49","52.68","29.87","36.76","44.83","25.27","18.38","57.89","2.3","2.3","50.00","6.13","24.51","20.00","0","0","-","23.23","53.1","30.43","0","0","-","9.09","93.33","1.024","2.3","13.78","13.78","43.65","14.29","6.89","16.08","20.68","25.00"
"861","Cole McWard","NYI","D","3","41.2","13.733333333333","36.41","77.18","32.05","33.5","53.88","38.33","26.21","39.32","40.00","4.37","2.91","60.00","1.96","3.92","33.35","17.48","34.95","33.33","10.19","18.93","35.00","1.46","2.91","33.33","9.71","21.36","31.25","3.88","0","100.00","29.45","56.8","34.15","0","0","-","16.67","92.59","1.093","2.91","11.65","5.83","48.06","33.33","5.83","18.93","13.11","30.77"
"569","Domenick Fensore","CAR","D","1","18.1","18.1","29.83","76.24","28.13","19.89","53.04","27.27","9.94","36.46","21.43","0","6.63","0.00","0.76","5.71","11.73","13.26","39.78","25.00","3.31","29.83","10.00","0","6.63","0.00","13.26","13.26","50.00","0","0","-","38.31","52.67","42.11","0","0","-","0.00","81.82","0.818","13.26","26.52","3.31","36.46","80.00","19.89","39.78","16.57","54.55"
"568","Arthur Kaliyev","OTT","R","2","18.9","9.45","95.24","76.19","55.56","63.49","57.14","52.63","41.27","44.44","48.15","0","0","-","4.6","4.87","48.56","41.27","41.27","50.00","25.4","25.4","50.00","0","0","-","21.16","21.16","50.00","0","0","-","77.95","64.2","54.84","0","0","-","0.00","100.00","1.000","15.87","12.7","6.35","41.27","71.43","19.05","15.87","19.05","50.00"
"470","Ben Jones","MIN","C","26","214.4","8.2461538461538","48.97","76.12","39.15","35.54","54.29","39.56","22.95","34.14","40.20","0.84","3.36","20.00","2.01","3.1","39.26","18.75","31.9","37.02","8.12","14.83","35.37","0.84","1.68","33.33","14.18","22.76","38.38","0","1.12","0.00","40.02","74.78","34.86","0","1.21","0.00","3.66","90.16","0.938","2.52","9.79","11.47","54.01","18.00","7.28","14.83","27.15","21.14"
"765","Isaiah George","NYI","D","3","35.483333333333","11.827777777778","28.75","76.09","27.42","25.36","47.35","34.88","20.29","32.13","38.71","5.07","3.38","60.00","1.6","2.74","36.94","11.84","28.75","29.17","5.07","13.53","27.27","3.38","3.38","50.00","9.02","20.29","30.77","0","0","-","36.64","56.18","39.47","2.44","0","100.00","25.00","89.47","1.145","3.38","13.53","10.15","60.87","25.00","8.45","21.98","21.98","27.78"
"773","Joakim Kemell","NSH","R","12","109.2","9.1","46.15","75.82","37.84","31.32","53.3","37.01","22.53","31.87","41.41","3.3","2.2","60.00","1.74","2.81","38.17","18.68","35.16","34.69","7.14","10.99","39.39","1.65","2.2","42.86","15.38","32.23","32.31","2.2","0","100.00","38.89","73.02","34.75","0","0","-","14.63","93.10","1.077","8.79","12.09","10.44","43.96","45.71","19.23","17.58","26.92","41.67"
"66","Justin Dowling","NYR","C","2","14.383333333333","7.1916666666667","37.54","75.09","33.33","29.2","54.23","35.00","16.69","37.54","30.77","0","4.17","0.00","2.02","3.12","39.25","16.69","25.03","40.00","8.34","20.86","28.57","0","4.17","0.00","11.12","5.56","66.67","0","0","-","24.1","60.25","28.57","0","0","-","0.00","88.89","0.889","0","8.34","12.51","79.26","0.00","0","8.34","16.69","0.00"
"910","Tyson Gross","CGY","C","2","17.7","8.85","37.29","74.58","33.33","27.12","57.63","32.00","20.34","47.46","30.00","0","3.39","0.00","1.79","5.05","26.17","20.34","37.29","35.29","6.78","23.73","22.22","0","3.39","0.00","18.08","18.08","50.00","0","0","-","14.69","58.76","20.00","0","0","-","0.00","92.86","0.929","0","13.56","10.17","64.41","0.00","3.39","23.73","20.34","14.29"
"804","Georgii Merkulov","BOS","C","1","10.583333333333","10.583333333333","51.02","73.7","40.91","39.69","62.36","38.89","17.01","34.02","33.33","0","5.67","0.00","3.18","2.97","51.66","22.68","28.35","44.44","11.34","11.34","50.00","0","0","-","15.12","22.68","40.00","0","7.56","0.00","32.76","65.51","33.33","0","0","-","0.00","83.33","0.833","11.34","11.34","0","56.69","100.00","17.01","17.01","5.67","75.00"
"565","John Beecher","BOS, CGY","C","34","291.76666666667","8.5813725490196","51.41","73.41","41.19","33.93","48.33","41.25","21.8","34.55","38.69","1.03","2.67","27.78","1.89","3.51","35.04","22.42","34.55","39.35","8.23","14.6","36.04","0.82","1.23","40.00","18.92","26.6","41.57","0.27","1.37","16.67","38.32","61.49","38.39","0","0.59","0.00","4.72","92.26","0.970","3.29","14.19","8.02","60.46","29.09","8.23","17.69","19.54","29.63"
"473","Sheldon Dries","DET","C","5","31.083333333333","6.2166666666667","28.95","73.35","28.30","23.16","52.12","30.77","13.51","32.82","29.17","0","0","-","1.09","3.65","23.01","7.72","25.09","23.53","5.79","19.3","23.08","0","0","-","2.57","7.72","25.00","0","0","-","30.67","69.71","30.56","0","0","-","0.00","100.00","1.000","7.72","7.72","9.65","63.7","44.44","9.65","11.58","15.44","38.46"
"874","Carter Yakemchuk","OTT","D","4","49.083333333333","12.270833333333","56.23","73.34","43.40","41.56","52.56","44.16","18.34","31.78","36.59","2.44","3.67","40.00","2.53","3.3","43.41","23.23","30.56","43.18","8.56","14.67","36.84","0","3.67","0.00","19.56","21.19","48.00","3.26","0","100.00","60.03","56.5","51.52","0","0","-","13.33","88.46","1.018","25.67","11","2.44","55.01","91.30","30.56","13.45","7.33","80.65"
"420","Dominik Shine","DET","R","16","108.06666666667","6.7541666666667","42.2","73.29","36.54","33.31","54.41","37.97","22.76","34.42","39.81","1.67","2.22","42.86","1.91","3.76","33.74","17.21","29.43","36.90","8.33","14.44","36.59","0.56","1.11","33.33","11.84","19.99","37.21","1.48","0.74","66.67","34.48","63.36","35.25","0","0.8","0.00","7.32","93.55","1.009","7.22","9.99","5.55","63.29","56.52","11.1","14.99","13.88","44.44"
"720","Brennan Othmann","CGY, NYR","L","19","181.96666666667","9.5771929824561","49.79","73.2","40.48","32.97","51.11","39.22","20.44","33.96","37.58","2.31","4.95","31.82","2.32","3.74","38.33","24.73","36.6","40.32","10.55","15.17","41.03","1.32","1.98","40.00","18.9","28.58","39.81","1.32","3.08","30.00","35.72","51.44","40.98","0","0.95","0.00","11.29","85.44","0.967","6.59","13.19","6.59","63.31","50.00","11.54","18.14","15.17","43.21"
"631","Daemon Hunt","MIN","D","29","314.53333333333","10.845977011494","42.54","73.06","36.80","30.52","50.74","37.56","19.27","30.9","38.40","1.53","2.1","42.11","1.97","2.94","40.06","20.79","29.95","40.98","8.01","12.02","40.00","0.57","0.95","37.50","17.04","23.91","41.61","1.02","0.76","57.14","33.06","67.78","32.79","0.28","0.83","25.00","7.92","93.21","1.011","5.72","10.3","8.39","54.75","40.54","12.59","18.69","20.22","38.37"
"317","Caleb Jones","PIT","D","7","106.86666666667","15.266666666667","53.34","72.99","42.22","36.49","46.6","43.92","24.14","27.51","46.74","2.25","1.68","57.14","2.88","3.36","46.14","28.63","34.81","45.13","14.04","19.09","42.37","1.12","1.12","50.00","19.46","20.96","48.15","0.75","0.75","50.00","34.06","61.63","35.59","0.81","0","100.00","9.30","93.88","1.032","4.49","8.98","8.42","47.72","34.78","11.23","15.16","20.77","35.09"
"165","Chandler Stephenson","SEA","C","75","1024.2833333333","13.657111111111","48.33","72.46","40.01","34.97","53.13","39.69","22.67","33.97","40.02","1.99","2.58","43.59","1.92","3.57","34.96","20.8","33.68","38.17","7.32","15.58","31.97","1","1.46","40.48","17.96","24.13","42.67","0.86","0.86","50.00","43.41","68.03","38.95","0.51","0.68","42.86","8.79","92.41","1.012","8.08","13.77","16.64","41.24","32.70","13.82","17.81","30.11","31.47"
"726","William Stromgren","CGY","L","3","21.733333333333","7.2444444444444","38.65","71.78","35.00","33.13","49.69","40.00","22.09","35.89","38.10","0","2.76","0.00","1.22","4.23","22.36","16.56","38.65","30.00","2.76","11.04","20.00","0","0","-","18.4","36.81","33.33","0","0","-","23.93","55.83","30.00","0","3.99","0.00","0.00","92.31","0.923","2.76","13.8","0","71.78","100.00","5.52","19.33","5.52","50.00"
"822","Victor Mancini","VAN","D","23","301.78333333333","13.121014492754","40.56","71.57","36.17","28.43","50.9","35.84","19.29","33.8","36.33","1.59","4.18","27.59","1.95","3.48","35.84","19.09","37.97","33.45","8.95","15.51","36.59","0.99","1.99","33.33","13.52","29.96","31.10","0.8","2.39","25.00","37.62","50.26","42.81","0","0.57","0.00","8.25","87.65","0.959","8.35","7.75","5.77","51.3","59.15","16.5","10.93","15.31","51.88"
"778","Jonathan Lekkerimäki","VAN","R","13","127.23333333333","9.7871794871795","37.25","71.21","34.35","24.99","51.4","32.72","14.62","33.01","30.69","1.41","1.89","42.86","1.05","3.23","24.51","15.09","34.9","30.19","3.3","14.62","18.42","0.47","0.94","33.33","15.72","27.04","36.76","1.26","1.26","50.00","38.83","51.09","43.18","0","0","-","9.68","94.29","1.040","9.43","10.37","2.83","55.65","76.92","17.92","14.62","8.49","67.86"
"77","Tyler Pitlick","MIN","C","32","246.81666666667","7.7130208333333","48.38","70.98","40.53","35.25","49.59","41.55","21.64","29.9","41.98","0.73","2.19","25.00","2.2","2.55","46.31","20.18","28.93","41.09","10.21","11.91","46.15","0.73","1.22","37.50","13.29","22.69","36.94","0","0.97","0.00","38.27","70.58","35.16","0","0.35","0.00","3.37","92.68","0.961","3.89","11.18","9.97","52.99","28.07","8.75","16.04","23.58","27.07"
"783","Ivan Miroshnichenko","WSH","L","9","85.883333333333","9.5425925925926","52.4","70.56","42.61","37.03","49.6","42.74","18.86","30.04","38.57","2.79","2.79","50.00","2.35","2.22","51.41","20.96","29.34","41.67","9.08","8.38","52.00","0","2.1","0.00","15.84","27.94","36.17","1.86","0.93","66.67","37.34","58.53","38.95","2.02","0","100.00","14.81","90.70","1.055","6.29","13.27","8.38","53.1","42.86","10.48","17.47","18.16","36.59"
"437","Eeli Tolvanen","SEA","R","74","926.25","12.516891891892","51.63","69.64","42.57","36.15","49.49","42.21","22.54","32","41.33","1.81","2.79","39.44","1.89","3.2","37.14","21.18","30.25","41.18","7","13.34","34.39","0.65","1.55","29.41","18.91","22.54","45.63","0.6","0.69","46.67","49.03","65.31","42.88","1.03","1.03","50.00","8.05","91.30","0.993","8.81","12.5","12.76","47.48","40.84","15.09","16.65","24.23","38.39"
"799","Danil Zhilkin","WPG","C","6","40.666666666667","6.7777777777778","23.61","69.34","25.40","19.18","42.79","30.95","16.23","23.61","40.74","4.43","0","100.00","1.14","2.21","34.08","8.85","28.03","24.00","4.43","13.28","25.00","2.95","0","100.00","5.9","19.67","23.08","0","0","-","14.92","59.67","20.00","2.13","0","100.00","27.27","100.00","1.273","2.95","10.33","5.9","67.87","33.33","8.85","17.7","16.23","35.29"
"504","Ty Dellandrea","S.J","C","44","489.91666666667","11.13446969697","44.09","69.32","38.88","30.01","49.97","37.52","19.6","33.19","37.12","1.47","3.92","27.27","1.93","3.14","38.07","19.72","32.09","38.06","10.04","12.61","44.32","0.98","1.71","36.36","12.9","25.96","33.19","0.33","1.63","16.67","35.2","58.91","37.41","0.35","1.42","20.00","7.50","88.19","0.957","6.12","11.88","11.39","47.27","34.97","10.41","15.92","23.39","30.80"
"312","Brandon Carlo","TOR","D","54","867.28333333333","16.060802469136","52.85","69.25","43.29","39.5","50.29","43.99","25.8","33.62","43.42","2.7","2.97","47.56","2.48","2.99","45.33","24.21","31.62","43.37","9.89","13.35","42.56","1.52","1.45","51.16","19.09","24.35","43.95","1.2","1.57","43.33","42.37","58.16","42.15","0.4","0.5","44.44","10.46","91.15","1.016","6.99","15.84","8.92","56.24","43.91","13.84","22.48","18.47","42.83"
"767","Hunter Haight","MIN","C","7","69.316666666667","9.902380952381","57.13","69.25","45.21","43.28","48.47","47.17","32.89","27.7","54.29","0.87","3.46","20.00","2.93","3.66","44.41","25.1","36.35","40.85","10.39","16.45","38.71","0","1.73","0.00","19.62","26.54","42.50","0","1.15","0.00","46.26","50.01","48.05","1.25","1.25","50.00","2.63","87.50","0.901","6.92","9.52","5.19","55.4","57.14","19.04","17.31","12.98","59.46"
"22","Evgenii Dadonov","N.J","L","23","226.13333333333","9.831884057971","51.74","68.46","43.05","35.82","50.15","41.67","22.55","30.51","42.50","0.8","2.12","27.27","2.04","3.1","39.63","23.08","31.57","42.23","9.55","13","42.35","0.27","1.06","20.00","18.04","24.76","42.15","0.71","1.42","33.33","45.99","53.66","46.15","0","0","-","3.53","93.04","0.966","10.61","10.35","6.37","54.66","62.50","15.65","13.8","16.19","49.17"
"752","Marc McLaughlin","N.J","C","3","21.083333333333","7.0277777777778","39.84","68.3","36.84","22.77","42.69","34.78","5.69","34.15","14.29","0","0","-","1.03","4.38","19.03","5.69","37","13.33","2.85","17.08","14.29","0","0","-","3.79","26.56","12.50","0","0","-","45.22","41.11","52.38","0","0","-","0.00","100.00","1.000","8.54","14.23","2.85","68.3","75.00","11.38","14.23","5.69","66.67"
"770","David Jiricek","MIN","D","25","278.33333333333","11.133333333333","58.42","68.12","46.17","42.47","50.66","45.60","26.95","33.2","44.80","2.16","2.16","50.00","2.86","3.49","44.99","29.53","34.49","46.13","12.29","15.52","44.19","1.08","1.08","50.00","22.99","25.29","47.62","1.15","0.86","57.14","42.04","54.18","43.69","0.31","0.62","33.33","8.00","93.51","1.015","5.6","8.84","8.84","52.81","38.81","14.23","14.44","21.56","39.76"
"889","Matvei Gridin","CGY","R","33","407.83333333333","12.358585858586","54.14","68.12","44.28","37.81","49.43","43.34","23.39","32.51","41.84","2.5","3.83","39.53","2.22","3.21","40.96","24.86","33.25","42.78","8.83","13.68","39.22","0.88","1.62","35.29","21.38","26.09","45.04","1.57","2.16","42.11","52.7","47.39","52.65","0.64","0.85","42.86","10.69","88.24","0.989","14.86","14.12","4.12","46.78","78.29","25.01","19.42","10.15","71.13"
"179","Matthew Benning","TOR","D","1","12.35","12.35","43.72","68.02","39.13","29.15","34.01","46.15","24.29","24.29","50.00","0","0","-","3.84","0.87","81.52","24.29","24.29","50.00","14.57","4.86","75.00","0","0","-","12.96","25.91","33.33","0","0","-","28.07","70.18","28.57","0","0","-","0.00","100.00","1.000","0","19.43","9.72","68.02","0.00","4.86","24.29","19.43","20.00"
"532","Angus Crookshank","N.J","C","8","68.816666666667","8.6020833333333","42.72","68.01","38.58","28.77","46.21","38.37","14.82","30.52","32.69","0.87","0.87","50.00","0.98","3.17","23.58","8.72","27.9","23.81","3.49","12.21","22.22","0","0","-","6.98","20.93","25.00","1.16","1.16","50.00","50.38","55.41","47.62","0","0","-","5.88","97.14","1.030","9.59","5.23","8.72","54.93","52.38","17.44","8.72","20.05","46.51"
"85","Vladimir Tarasenko","MIN","R","71","855.21666666667","12.045305164319","53.81","67.91","44.21","39.22","46.58","45.71","26.38","30.38","46.48","2.39","2.25","51.52","2.66","2.82","48.61","27.08","30.73","46.84","11.51","11.86","49.25","1.05","1.05","50.00","20.77","25.16","45.21","1.03","0.94","52.38","42.97","62.12","40.89","0.81","0.71","53.33","9.04","92.61","1.017","8.28","13.05","9.26","41.18","47.20","19.08","20.84","22.45","45.95"
"766","Ryan Greene","CHI","C","77","1018.1333333333","13.222510822511","51.39","67.83","43.10","38.48","52.15","42.46","25.4","34.47","42.42","2.42","3.18","43.16","2.48","3.54","41.18","25.22","35.59","41.47","9.55","16.38","36.82","1.24","1.59","43.75","20.9","25.62","44.93","1.18","1.41","45.45","43.75","54.22","44.66","0.43","0.77","35.71","9.51","90.77","1.003","11.14","13.08","10.49","42.55","51.50","18.86","17.33","20.45","47.98"
"35","Travis Hamonic","DET","D","25","310.08333333333","12.403333333333","55.73","67.72","45.14","39.47","47.21","45.54","23.8","30.96","43.46","1.35","3.48","28.00","2.26","2.76","45.05","23.41","34.06","40.74","8.32","10.06","45.26","0.97","1.55","38.46","20.12","31.99","38.61","0.26","1.55","14.29","51.71","52.55","49.60","0.28","1.12","20.00","5.69","88.75","0.944","5.61","11.42","8.32","59.6","40.28","16.06","17.41","19.54","45.11"
"690","Matt Kiersted","MIN","D","4","50.5","12.625","48.71","67.72","41.84","34.46","45.15","43.28","22.57","26.14","46.34","0","2.38","0.00","1.71","3.93","30.32","22.57","41.58","35.19","10.69","20.2","34.62","0","2.38","0.00","15.84","28.51","35.71","0","0","-","41.19","44.62","48.00","0","0","-","0.00","90.91","0.909","10.69","5.94","13.07","47.52","45.00","19.01","13.07","20.2","48.48"
"510","Adam Boqvist","NYI","D","28","340.51666666667","12.16130952381","49.16","67.66","42.08","35.59","47.93","42.62","22.03","32.25","40.58","1.59","3","34.62","2.56","3.25","44.06","24.49","33.3","42.38","10.92","14.98","42.18","0.7","1.76","28.57","18.09","24.43","42.54","0.94","1.41","40.00","43.01","48.36","47.08","0.25","0.25","50.00","7.20","90.71","0.979","8.28","11.1","5.29","56.91","61.04","18.68","18.68","10.92","63.10"
"180","Vinnie Hinostroza","FLA, MIN","C","61","612.78333333333","10.045628415301","52.87","67.56","43.90","35.93","50.03","41.80","22.42","32.8","40.60","1.86","3.13","37.25","2.21","3.59","38.15","23.7","33.09","41.72","9.5","15.47","38.04","0.59","2.35","20.00","18.93","23.5","44.62","1.04","0.52","66.67","42.01","55.87","42.92","0.71","0.57","55.56","8.30","90.45","0.987","6.46","11.16","7.83","47.68","45.21","11.95","17.23","18.31","39.48"
