"Player","Season","Team","Position","GP","TOI","TM #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60","RAPM_CF/60","RAPM_CA/60","RAPM_xGF/60","RAPM_xGA/60","Off_GAR/60","Def_GAR/60","Off_xGAR/60","Def_xGAR/60"
"Juho Lammikko","25-26","N.J","C",24,235.02,30,13.81,27.11,-1.14,-0.075,-0.07,-0.08,-0.66,0.48,-0.068,0.007,-0.1,0.03,-0.07,-0.01
"Juraj Slafkovsky","24-25","MTL","L",79,1095.33,28,15.78,31.75,0.29,-0.04,0.16,0.26,0.47,0.18,0.047,0.087,0.3,-0.15,0.35,-0.09
"Juraj Slafkovsky","25-26","MTL","L",59,835.47,27,15.34,30.78,-0.25,0.05,0.39,0.42,-0.04,0.21,0.049,-0.001,0.37,0.02,0.4,0.02
"Justin Barron","24-25","MTL","D",17,224.12,24,13.72,27.64,-0.49,-0.025,0.05,0.14,-0.01,0.48,0.028,0.053,0.17,-0.13,0.21,-0.07
"Justin Barron","24-25","NSH","D",45,764.3,33,13.58,27.26,0.17,-0.004,0.09,0.09,0.34,0.17,-0.003,0.001,0.12,-0.03,0.09,0
"Justin Barron","25-26","NSH","D",32,420.87,24,13.07,26.33,1.04,0.034,0.1,0.12,0.54,-0.5,0.037,0.003,0.11,0,0.12,0
"Justin Brazeau","24-25","BOS","R",57,641.8,31,14.37,28.78,-0.77,-0.006,0.14,0.12,-0.44,0.33,-0.022,-0.016,0.08,0.06,0.1,0.03
"Justin Brazeau","24-25","MIN","R",19,158.42,23,13.43,26.26,-2.6,-0.072,-0.08,-0.09,-0.88,1.72,-0.079,-0.007,-0.07,-0.01,-0.08,-0.02
"Justin Brazeau","25-26","PIT","R",44,513.97,32,14.69,29.08,0.06,0.03,0.19,0.18,0.44,0.38,0.068,0.037,0.25,-0.06,0.22,-0.03
"Justin Danforth","24-25","CBJ","R",61,732.52,29,14.74,28.59,-0.88,0.002,0.12,0.16,-0.16,0.72,0.011,0.009,0.13,-0.01,0.17,-0.01
"Justin Dowling","24-25","N.J","C",52,522.73,31,14.24,28.28,1.05,0.027,0.09,0.13,-0.06,-1.11,-0.021,-0.048,0.04,0.05,0.05,0.09
"Justin Faulk","24-25","STL","D",78,1435.57,27,14.15,27.39,0.78,0.056,0.32,0.34,0.23,-0.55,0.023,-0.033,0.27,0.05,0.29,0.05
"Justin Faulk","25-26","STL","D",59,1070.02,29,13.49,26.8,-0.02,-0.013,0.17,0.15,-0.1,-0.08,-0.006,0.007,0.15,0.02,0.15,0
"Justin Holl","24-25","DET","D",73,988.03,26,13.54,26.39,-0.5,-0.039,0.1,0.04,-0.57,-0.06,-0.034,0.006,0.08,0.02,0.06,-0.02
"Justin Hryckowian","25-26","DAL","C",58,625.2,24,14.19,28.42,-0.28,0.018,0.19,0.24,-0.99,-0.71,-0.016,-0.034,0.12,0.08,0.17,0.07
"Justin Kirkland","24-25","CGY","C",21,179.75,22,13.65,27.07,-0.55,-0.037,0.12,0.05,-0.2,0.35,-0.062,-0.025,0.07,0.06,-0.01,0.06
"Justin Kirkland","25-26","CGY","C",20,163.35,26,13.31,26.71,-0.43,-0.053,-0.03,-0.03,0.38,0.81,-0.038,0.015,0.01,-0.04,-0.01,-0.02
"Justin Sourdif","25-26","WSH","R",58,768.97,24,14.82,30.07,1.67,0.068,0.26,0.33,1.24,-0.43,0.078,0.01,0.26,0,0.31,0.02
"Juuso Parssinen","24-25","COL","C",22,197.97,27,14.48,28.89,1.27,-0.018,0.15,0.14,0.26,-1,-0.036,-0.019,0.15,0,0.1,0.04
"Juuso Parssinen","24-25","NSH","C",15,167.52,23,14.51,29.17,0.38,0.002,0.03,0.11,0.47,0.09,0.007,0.005,0.05,-0.02,0.09,0.02
"Juuso Parssinen","24-25","NYR","C",11,107.05,23,13.83,27.66,-0.38,-0.04,0.11,0.09,0.12,0.51,-0.007,0.033,0.16,-0.06,0.13,-0.04
"Juuso Parssinen","25-26","NYR","C",14,124.07,22,13.93,27.53,-1.02,-0.022,0.14,0.12,-0.7,0.31,-0.075,-0.054,0,0.14,0.02,0.1
"Juuso Valimaki","24-25","UTA","D",43,649.2,26,13.33,26.47,1.75,0.073,0.15,0.22,1.11,-0.64,0.053,-0.02,0.13,0.03,0.19,0.04
"K'Andre Miller","24-25","NYR","D",74,1375.63,33,13.8,27.56,0.72,-0.005,0.16,0.2,0.72,0,0.022,0.027,0.23,-0.07,0.24,-0.04
"K'Andre Miller","25-26","CAR","D",51,977.9,24,14,27.72,4.5,0.112,0.27,0.33,2.57,-1.93,0.088,-0.023,0.24,0.03,0.29,0.04
"Kaapo Kakko","24-25","NYR","R",30,363.87,24,14.78,29.54,-0.08,-0.009,0.05,0.14,0.47,0.55,0.047,0.055,0.17,-0.12,0.22,-0.08
"Kaapo Kakko","24-25","SEA","R",49,718.65,27,15.81,31.36,0.26,-0.011,0.16,0.18,0.37,0.12,-0.016,-0.005,0.16,0,0.16,0.01
"Kaapo Kakko","25-26","SEA","R",42,527.53,23,15.19,29.92,-2.04,-0.065,0.14,0.14,-1.14,0.9,-0.053,0.012,0.09,0.05,0.14,0
"Kaedan Korczak","24-25","VGK","D",40,589.4,28,13.86,26.53,0.23,0.055,0.15,0.2,0.21,-0.02,0.03,-0.025,0.13,0.02,0.18,0.01
"Kaedan Korczak","25-26","VGK","D",59,948.62,27,13.78,26.43,-0.1,0.011,0.22,0.22,-0.23,-0.13,-0.014,-0.025,0.17,0.04,0.17,0.05
"Kaiden Guhle","24-25","MTL","D",55,1023.77,26,13.93,28.01,-0.28,-0.016,0.11,0.16,0.23,0.52,0.041,0.057,0.22,-0.11,0.23,-0.07
"Kaiden Guhle","25-26","MTL","D",19,326.78,23,13.92,27.94,0.33,0.024,0.33,0.33,0.2,-0.13,0.027,0.003,0.32,0,0.32,0.01
"Kailer Yamamoto","24-25","UTA","R",12,135.27,24,14.91,29.61,2.18,0.112,0.19,0.26,1.66,-0.52,0.094,-0.018,0.14,0.05,0.22,0.04
"Kailer Yamamoto","25-26","UTA","R",37,399.37,24,14.05,28.58,0.49,0.002,0.12,0.1,-0.07,-0.56,-0.013,-0.015,0.09,0.03,0.08,0.02
"Kasperi Kapanen","24-25","EDM","R",57,619.32,28,14.8,29.17,2.03,0.094,0.19,0.24,1.03,-0.99,0.065,-0.029,0.17,0.02,0.18,0.06
"Kasperi Kapanen","24-25","STL","R",10,109.53,22,14.64,28.35,-0.21,0.013,0.18,0.18,-0.74,-0.54,-0.044,-0.057,0.11,0.07,0.08,0.1
"Kasperi Kapanen","25-26","EDM","R",20,272.43,26,15.67,30.67,0.31,0.003,0.2,0.28,-0.09,-0.4,0.014,0.011,0.23,-0.04,0.27,0.01
"Keaton Middleton","24-25","COL","D",41,439.75,37,12.72,25.43,1.66,0.037,0.14,0.16,0.98,-0.68,-0.016,-0.053,0.09,0.05,0.1,0.06
"Keegan Kolesar","24-25","VGK","R",82,1031.88,29,14.98,28.66,0.15,0.029,0.1,0.17,0.05,-0.09,0.035,0.006,0.1,0,0.17,0
"Keegan Kolesar","25-26","VGK","R",59,644.95,27,14.53,27.88,-0.11,0.011,0.11,0.12,-0.39,-0.28,-0.026,-0.037,0.04,0.07,0.04,0.07
"Kent Johnson","24-25","CBJ","C",68,940.85,30,15.58,30.2,-0.92,-0.043,0.26,0.17,0.14,1.06,-0.002,0.041,0.32,-0.06,0.24,-0.07
"Kent Johnson","25-26","CBJ","C",56,651.73,28,15.19,29.74,1.69,0.071,0.23,0.27,2.06,0.37,0.078,0.007,0.21,0.02,0.27,0
"Kevin Bahl","24-25","CGY","D",73,1342.95,34,14.47,28.65,0.65,-0.015,0.07,0.12,1.62,0.97,0.015,0.03,0.07,-0.01,0.15,-0.03
"Kevin Bahl","25-26","CGY","D",57,1064.22,30,14.03,28.13,0.56,-0.026,0.11,0,0.84,0.29,-0.017,0.009,0.14,-0.03,0.02,-0.02
"Kevin Fiala","24-25","L.A","L",81,1211.35,26,15.17,30.07,2.64,0.118,0.36,0.29,1.34,-1.3,0.046,-0.072,0.25,0.1,0.17,0.12
"Kevin Fiala","25-26","L.A","L",56,851.37,22,14.87,29.5,1.29,0.028,0.12,0.09,1.02,-0.27,-0.001,-0.028,0.06,0.06,0.04,0.05
"Kevin Gravel","24-25","NSH","D",6,99.07,23,13.26,26.61,1.03,0.058,0.26,0.21,0.21,-0.81,-0.001,-0.059,0.13,0.13,0.09,0.12
"Kevin Hayes","24-25","PIT","R",64,619.43,37,14.02,27.62,0.06,-0.025,0.03,0.05,-0.09,-0.15,-0.022,0.002,0.03,0,0.01,0.04
"Kevin Hayes","25-26","PIT","R",24,265.98,31,14.68,29.02,0.71,0.039,0.19,0.21,0.62,-0.09,0.056,0.017,0.19,0,0.19,0.02
"Kevin Korchinski","24-25","CHI","D",16,257.67,28,13.9,27.2,-1.19,-0.065,0.05,0.11,-0.93,0.26,-0.05,0.015,0.09,-0.04,0.13,-0.02
"Kevin Labanc","24-25","CBJ","R",34,332.03,25,14.03,27.23,-0.49,-0.05,0.1,0.08,0.39,0.88,-0.017,0.032,0.15,-0.05,0.13,-0.05
"Kevin Rooney","24-25","CGY","C",70,517.97,29,13.4,26.54,-0.63,-0.028,0.13,0.02,-0.28,0.35,-0.052,-0.025,0.08,0.05,-0.01,0.03
"Kevin Stenlund","24-25","UTA","C",82,934.85,26,14.18,28.17,1.73,0.056,0.09,0.16,1.36,-0.37,0.049,-0.006,0.07,0.01,0.14,0.02
"Kevin Stenlund","25-26","UTA","C",58,635.5,25,13.41,27.3,0.94,0.023,0.12,0.17,0.13,-0.81,0.005,-0.019,0.08,0.04,0.12,0.05
"Kiefer Sherwood","24-25","VAN","L",78,960.8,35,14.54,28.85,-0.21,-0.006,0.12,0.13,-0.43,-0.22,-0.037,-0.031,0.08,0.04,0.09,0.04
"Kiefer Sherwood","25-26","VAN","L",44,564.42,32,14.89,29.82,-1.13,-0.101,-0.02,-0.08,-0.49,0.65,-0.041,0.06,0.08,-0.1,0,-0.07
"Kieffer Bellows","24-25","NSH","L",19,191.07,27,13.49,27.11,-0.04,-0.016,0,0.06,-0.21,-0.17,-0.021,-0.004,0.02,-0.02,0.03,0.03
"Kirby Dach","24-25","MTL","C",57,730.88,27,14.79,29.74,-1.87,-0.065,0.01,0.08,-0.55,1.31,0.014,0.08,0.16,-0.15,0.19,-0.11
"Kirby Dach","25-26","MTL","C",25,318.22,22,14.83,29.74,0.22,0.043,0.19,0.25,0.18,-0.04,0.039,-0.004,0.17,0.02,0.24,0.02
"Kirill Kaprizov","24-25","MIN","L",41,751.03,30,16.4,32.12,-0.37,0.027,0.2,0.24,0.07,0.44,-0.011,-0.038,0.14,0.06,0.18,0.06
"Kirill Kaprizov","25-26","MIN","L",60,1058.1,29,15.84,31.32,0.26,0.061,0.3,0.31,0.8,0.53,0.035,-0.027,0.19,0.11,0.25,0.05
"Kirill Marchenko","24-25","CBJ","R",79,1223.05,30,16.13,31.28,0.72,0.006,0.3,0.26,1.13,0.41,0.056,0.049,0.36,-0.06,0.31,-0.05
"Kirill Marchenko","25-26","CBJ","R",52,798.08,27,15.97,31.26,1.64,0.078,0.28,0.35,1.68,0.03,0.076,-0.002,0.23,0.06,0.31,0.03
"Klim Kostin","24-25","S.J","C",35,337.67,35,14.44,29.04,-2.12,-0.1,-0.03,-0.02,-0.61,1.51,-0.037,0.063,0.07,-0.1,0.07,-0.09
"Konsta Helenius","25-26","BUF","C",9,105.22,20,14.64,29.38,1.17,0.069,0.42,0.38,0.45,-0.72,0.021,-0.048,0.26,0.16,0.28,0.11
"Kris Letang","24-25","PIT","D",74,1408.3,37,14.14,27.85,0.87,0.021,0.16,0.18,0.7,-0.17,0.031,0.01,0.2,-0.03,0.19,0
"Kris Letang","25-26","PIT","D",52,963,36,13.8,27.27,0.45,0.036,0.24,0.21,0.59,0.14,0.059,0.023,0.28,-0.04,0.23,-0.02
"Kurtis MacDermid","24-25","N.J","L",23,130.78,28,13.72,27.21,0.24,0.014,0.04,0.08,-0.84,-1.08,-0.05,-0.064,-0.03,0.08,-0.02,0.09
"Kurtis MacDermid","25-26","OTT","L",16,63.65,21,13.06,26.52,-0.11,0.041,0.22,0.2,-0.37,-0.25,-0.038,-0.079,0.07,0.15,0.06,0.14
"Kyle Burroughs","24-25","L.A","D",33,244.02,25,13.76,27.31,1.76,0.083,0.26,0.27,0.86,-0.9,0.01,-0.073,0.15,0.11,0.16,0.11
"Kyle Capobianco","25-26","DAL","D",31,364.08,23,13.15,26.34,-0.49,0.025,0.26,0.27,-0.93,-0.44,-0.011,-0.036,0.17,0.09,0.19,0.08
"Kyle Connor","24-25","WPG","L",82,1322.55,28,16.43,32.14,-0.24,0.072,0.34,0.29,0.23,0.47,0.047,-0.024,0.24,0.1,0.27,0.03
"Kyle Connor","25-26","WPG","L",58,946.7,27,16.39,32.9,-0.68,-0.025,0.31,0.3,-0.36,0.32,0.014,0.039,0.33,-0.02,0.34,-0.04
"Kyle MacLean","24-25","NYI","C",81,775.98,30,13.9,27.2,0,0,0.03,0.12,-0.18,-0.17,-0.016,-0.016,-0.01,0.04,0.08,0.04
"Kyle MacLean","25-26","NYI","C",44,455.42,27,13.59,26.95,-0.33,-0.026,0.1,0.03,-1.05,-0.72,-0.058,-0.032,0,0.09,-0.08,0.1
"Kyle Palmieri","24-25","NYI","C",82,1179.7,29,15.73,30.78,1,0.036,0.2,0.2,0.98,-0.02,0.031,-0.005,0.17,0.03,0.18,0.02
"Kyle Palmieri","25-26","NYI","C",25,319.58,23,15.29,30.53,-0.06,-0.047,0.06,0.1,0.15,0.21,0,0.047,0.14,-0.07,0.19,-0.09
"Landon Slaggert","24-25","CHI","L",33,379.15,29,15.24,29.65,-1.96,-0.078,0.04,0.09,-1.33,0.62,-0.038,0.041,0.09,-0.05,0.13,-0.04
"Landon Slaggert","25-26","CHI","L",31,309.75,23,13.66,27.29,-0.49,-0.102,0.03,-0.05,-1.2,-0.71,-0.096,0.006,0.02,0.01,-0.06,0.02
"Lane Hutson","24-25","MTL","D",82,1574.77,28,13.73,27.63,-0.54,-0.028,0.09,0.17,0.14,0.68,0.03,0.059,0.22,-0.13,0.26,-0.09
"Lane Hutson","25-26","MTL","D",59,1154.05,27,13.38,26.84,-0.4,-0.012,0.21,0.25,-0.13,0.27,0.007,0.019,0.23,-0.02,0.27,-0.02
"Lars Eller","24-25","PIT","C",17,220,21,14.35,28.31,0.39,0.008,0.07,0.03,0.54,0.14,0.014,0.006,0.07,0,0.02,0.01
"Lars Eller","24-25","WSH","C",63,718.95,24,14.23,28.17,1.3,0.08,0.16,0.27,0.6,-0.7,0.053,-0.027,0.14,0.02,0.23,0.04
"Lars Eller","25-26","OTT","C",45,457.15,25,13.68,27.83,1.17,0.096,0.25,0.27,0.35,-0.82,0.016,-0.08,0.14,0.11,0.17,0.09
"Lawson Crouse","24-25","UTA","L",81,954.3,26,14.31,28.44,1.77,0.067,0.13,0.18,1.18,-0.58,0.046,-0.021,0.08,0.05,0.13,0.05
"Lawson Crouse","25-26","UTA","L",58,710.5,25,14.68,29.9,1.72,0.066,0.32,0.24,0.97,-0.74,0.061,-0.005,0.29,0.03,0.23,0.01
"Lenni Hameenaho","25-26","N.J","R",12,144.38,22,15.22,30.07,2.9,0.044,0.17,0.27,1.76,-1.15,0.018,-0.026,0.11,0.06,0.2,0.07
"Leo Carlsson","24-25","ANA","C",76,984.25,27,14.73,29.44,0.21,-0.039,0.2,0.17,0.83,0.62,-0.007,0.033,0.25,-0.05,0.2,-0.03
"Leo Carlsson","25-26","ANA","C",46,655.72,23,14.79,29.7,1.93,0.053,0.28,0.28,1.71,-0.22,0.07,0.017,0.31,-0.03,0.26,0.02
"Leon Draisaitl","24-25","EDM","C",71,1223.8,27,15.64,30.78,3.55,0.16,0.24,0.31,2.13,-1.43,0.115,-0.045,0.21,0.03,0.24,0.08
"Leon Draisaitl","25-26","EDM","C",58,989.05,29,15.85,31.04,0.91,0.044,0.22,0.32,0.67,-0.24,0.085,0.041,0.29,-0.07,0.35,-0.02
"Liam O'Brien","24-25","UTA","C",28,259.9,24,14.19,28.17,0.86,0.029,0.13,0.14,0.37,-0.49,0.009,-0.019,0.09,0.04,0.1,0.04
"Liam O'Brien","25-26","UTA","C",32,285.03,23,13.45,27.38,-0.3,-0.062,-0.03,-0.03,-0.74,-0.44,-0.075,-0.013,-0.06,0.03,-0.06,0.02
"Liam Ohgren","24-25","MIN","L",24,237.88,28,14.65,28.68,-1.32,-0.031,0.12,0.11,-0.85,0.47,-0.086,-0.055,0.03,0.08,0.03,0.07
"Liam Ohgren","25-26","MIN","L",18,168.28,24,13.77,27.15,-1.3,-0.009,0.04,0.04,-0.13,1.18,-0.018,-0.009,0,0.05,0.05,0
"Liam Ohgren","25-26","VAN","L",28,341.05,25,14.39,28.65,-1.47,-0.106,-0.1,-0.03,-0.8,0.67,-0.049,0.057,0.03,-0.13,0.05,-0.08
"Lian Bichsel","24-25","DAL","D",38,542.45,25,13.32,26.93,0.15,-0.003,0.18,0.22,0.39,0.24,0.035,0.038,0.25,-0.06,0.27,-0.05
"Lian Bichsel","25-26","DAL","D",28,408.78,24,13.09,26.22,-0.85,0.002,0.22,0.21,-0.95,-0.1,-0.019,-0.022,0.18,0.04,0.17,0.04
"Linus Karlsson","24-25","VAN","C",23,228.92,31,14.45,28.59,0.63,0.007,0.04,0.1,0.11,-0.52,-0.016,-0.023,0.03,0.01,0.07,0.03
"Linus Karlsson","25-26","VAN","C",56,538.48,29,14.25,28.51,-1.65,-0.1,-0.06,-0.06,-1.02,0.63,-0.051,0.049,0.01,-0.07,0.01,-0.07
"Logan Cooley","24-25","UTA","C",75,1041.38,26,15.05,29.93,1.19,0.038,0.16,0.18,0.82,-0.37,0.038,0,0.15,0.01,0.16,0.02
"Logan Cooley","25-26","UTA","C",31,431.2,25,14.77,30.04,1.63,0.06,0.36,0.43,0.81,-0.82,0.041,-0.019,0.31,0.05,0.38,0.04
"Logan Mailloux","24-25","MTL","D",7,110.27,22,13.6,27.4,-0.17,-0.009,0.03,0.13,0.29,0.46,0.059,0.068,0.17,-0.14,0.21,-0.08
"Logan Mailloux","25-26","STL","D",44,607.72,28,13.66,27.14,-0.37,-0.042,0.1,0.08,-0.15,0.22,-0.021,0.021,0.11,0,0.1,-0.02
"Logan O'Connor","24-25","COL","R",80,948.93,41,13.84,27.66,1.37,0.029,0.15,0.16,0.48,-0.89,-0.031,-0.06,0.09,0.05,0.07,0.09
"Logan Stankoven","24-25","CAR","C",19,244.4,26,14.31,29.04,4.73,0.112,0.17,0.29,2.8,-1.93,0.086,-0.026,0.19,-0.03,0.24,0.05
"Logan Stankoven","24-25","DAL","C",59,764.3,27,14.61,29.55,1.18,0.058,0.25,0.32,0.64,-0.54,0.059,0.001,0.21,0.04,0.3,0.02
"Logan Stankoven","25-26","CAR","C",59,793.93,24,14.9,29.51,3.65,0.099,0.24,0.23,2.22,-1.43,0.092,-0.006,0.22,0.02,0.21,0.02
"Logan Stanley","24-25","WPG","D",63,897.32,28,13.39,26.2,0.96,0.06,0.24,0.25,0.29,-0.67,0.016,-0.044,0.14,0.11,0.16,0.08
"Logan Stanley","25-26","WPG","D",57,880.33,27,13.18,26.5,-0.32,-0.036,0.05,0.07,-0.14,0.17,-0.018,0.019,0.08,-0.03,0.09,-0.02
"Louis Crevier","24-25","CHI","D",32,495.88,31,14.17,27.74,-2.1,-0.087,0.1,0.08,-1.74,0.36,-0.055,0.033,0.16,-0.06,0.12,-0.04
"Louis Crevier","25-26","CHI","D",56,804.27,25,14.21,28.4,-0.52,-0.079,0.05,0.07,-0.64,-0.12,-0.06,0.019,0.06,-0.02,0.09,-0.01
"Luca Cagnoni","24-25","S.J","D",6,86.9,24,12.77,25.52,-1.04,-0.084,-0.11,-0.07,-0.48,0.56,-0.049,0.034,0,-0.11,0.02,-0.08
"Luca Del Bel Belluz","24-25","CBJ","C",15,190.63,21,14.71,28.5,-0.5,0.005,0.2,0.24,-0.2,0.3,0.023,0.018,0.25,-0.04,0.26,-0.02
"Luca Del Bel Belluz","25-26","CBJ","C",13,112.58,22,14.44,28.23,0.86,0.025,0.19,0.25,0.71,-0.15,0.016,-0.009,0.15,0.04,0.23,0.02
"Lucas Carlsson","24-25","S.J","D",13,216.22,27,13.32,26.71,-0.61,-0.09,-0.01,0.02,-0.1,0.5,-0.057,0.033,0.05,-0.07,0.06,-0.04
"Lucas Condotta","24-25","MTL","L",7,55.45,18,13.58,27.32,-0.12,-0.016,0.06,0.13,-0.41,-0.29,-0.028,-0.012,0.06,0,0.08,0.06
"Lucas Condotta","24-25","MTL","L",7,55.45,18,13.58,27.32,-0.12,-0.016,0.06,0.13,-0.41,-0.29,-0.028,-0.012,0.06,0,0.08,0.06
"Lucas Raymond","24-25","DET","L",82,1161.05,25,15.74,30.73,1.4,0.034,0.19,0.17,0.75,-0.65,0.011,-0.023,0.14,0.05,0.13,0.04
"Lucas Raymond","25-26","DET","L",58,831.47,23,15.56,30.93,0.78,0.026,0.2,0.14,0.93,0.15,0.019,-0.007,0.14,0.06,0.13,0.02
"Lukas Reichel","24-25","CHI","L",70,737.68,32,14.35,28.08,-1.63,-0.103,-0.02,-0.01,-0.84,0.8,-0.033,0.07,0.1,-0.12,0.09,-0.1
"Lukas Reichel","25-26","VAN","L",14,175.25,21,14.9,29.9,-1.18,-0.114,0.01,-0.08,-0.3,0.89,-0.034,0.08,0.15,-0.14,0,-0.09
"Luke Evangelista","24-25","NSH","R",68,838.62,36,14.25,28.63,0.81,0.023,0.07,0.21,0.5,-0.32,0.02,-0.003,0.07,0,0.17,0.04
"Luke Evangelista","25-26","NSH","R",58,805.68,25,15.02,30.24,0.35,0.009,0.15,0.18,0.38,0.03,0.031,0.022,0.16,-0.01,0.19,-0.02
"Luke Glendening","24-25","T.B","C",77,686.98,27,13.37,26.4,1.09,0.029,0.17,0.15,-0.13,-1.23,-0.028,-0.056,0.07,0.1,0.05,0.1
"Luke Glendening","25-26","N.J","C",52,428.92,31,13.76,27.08,-1.29,-0.074,-0.06,-0.07,-0.81,0.48,-0.061,0.013,-0.09,0.03,-0.08,0.02
"Luke Hughes","24-25","N.J","D",71,1332.92,31,14.17,28.1,1.4,0.079,0.14,0.18,0.65,-0.75,0.037,-0.042,0.1,0.03,0.13,0.06
"Luke Hughes","25-26","N.J","D",50,964.6,32,14.11,27.81,1.25,0.041,0.12,0.12,0.66,-0.59,0.015,-0.026,0.06,0.06,0.07,0.05
"Luke Kunin","24-25","CBJ","C",12,123.52,21,14.74,28.57,0.64,0.024,0.2,0.19,0.96,0.32,0.037,0.013,0.22,-0.02,0.21,-0.01
"Luke Kunin","24-25","S.J","C",63,782.02,31,14.38,28.93,-1.24,-0.113,-0.04,0.01,-0.28,0.95,-0.055,0.058,0.06,-0.1,0.06,-0.06
"Luke Kunin","25-26","FLA","C",44,328.95,27,12.52,26.14,0.12,0.006,0.09,0,-0.29,-0.41,-0.026,-0.032,0.02,0.08,-0.07,0.07
"Luke Schenn","24-25","NSH","D",61,871.4,32,13.43,27,0.58,0.019,0.14,0.16,0.43,-0.15,0.001,-0.018,0.1,0.04,0.12,0.04
"Luke Schenn","24-25","WPG","D",15,231.18,22,14.19,27.73,1.65,0.077,0.32,0.34,1.15,-0.5,0.048,-0.029,0.25,0.06,0.27,0.07
"Luke Schenn","25-26","WPG","D",44,528.55,27,13.18,26.47,-0.32,-0.038,0.05,0.14,-0.12,0.19,-0.007,0.031,0.11,-0.07,0.19,-0.05
"Mackenzie MacEachern","25-26","VAN","L",8,80.77,20,14.15,28.35,-0.75,-0.09,0.03,-0.02,-0.32,0.42,-0.035,0.055,0.14,-0.12,0.05,-0.07
"MacKenzie Weegar","24-25","CGY","D",81,1528.57,34,13.98,27.69,0.93,-0.019,0.17,0.08,0.61,-0.31,-0.034,-0.015,0.12,0.05,0.05,0.03
"MacKenzie Weegar","25-26","CGY","D",58,1075.48,30,13.84,27.73,-0.01,-0.015,0.01,0.05,0.51,0.52,-0.01,0.005,0.03,-0.02,0.05,-0.01
"Mackie Samoskevich","24-25","FLA","R",72,823.7,29,14.43,28.94,2.08,0.075,0.13,0.16,1.1,-0.97,0.04,-0.035,0.09,0.04,0.1,0.06
"Mackie Samoskevich","25-26","FLA","R",57,676.13,27,13.98,29.24,0.73,0.029,0.14,0.14,0.35,-0.38,0.015,-0.014,0.13,0.01,0.11,0.03
"Macklin Celebrini","24-25","S.J","C",70,1092.9,40,14.84,29.8,-0.75,-0.07,0.07,0.08,0.21,0.96,-0.014,0.056,0.16,-0.09,0.14,-0.07
"Macklin Celebrini","25-26","S.J","C",57,923.97,27,14.74,30.26,-0.72,-0.074,0.19,0.18,-0.29,0.42,-0.02,0.054,0.26,-0.07,0.27,-0.08
"Marat Khusnutdinov","24-25","BOS","C",18,240.62,23,14.4,28.49,-1.29,-0.054,0.11,-0.02,-1.15,0.14,-0.063,-0.009,0.08,0.04,-0.03,0.01
"Marat Khusnutdinov","24-25","MIN","C",57,546.13,29,13.67,26.72,-1.59,-0.031,0.04,0,-0.75,0.84,-0.072,-0.04,-0.01,0.05,-0.05,0.05
"Marat Khusnutdinov","25-26","BOS","C",54,665.57,29,14.84,30.19,0.06,-0.047,0.23,0.14,0.51,0.45,-0.014,0.033,0.28,-0.05,0.16,-0.02
"Marc-Edouard Vlasic","24-25","S.J","D",27,371.35,36,13.18,26.45,-1.42,-0.109,-0.06,-0.01,-0.39,1.03,-0.059,0.05,0.04,-0.1,0.07,-0.08
"Marc Del Gaizo","24-25","NSH","D",46,717.67,34,13.12,26.37,0.18,0.013,0.03,0.09,-0.01,-0.19,0,-0.012,0.07,-0.04,0.09,0
"Marc Gatcomb","24-25","NYI","C",39,378.1,25,14.16,27.71,-0.07,-0.036,0.01,0.05,-0.42,-0.35,-0.049,-0.012,0,0.01,0.02,0.03
"Marc Gatcomb","25-26","NYI","C",31,315.78,27,13.54,26.88,-0.94,-0.038,0.01,-0.03,-1.25,-0.3,-0.052,-0.014,-0.02,0.02,-0.06,0.03
"Marc McLaughlin","24-25","BOS","C",12,108.72,19,13.78,27.5,-1.2,-0.012,0.21,0.1,-1.24,-0.04,-0.057,-0.045,0.1,0.1,0.03,0.08
"Marco Kasper","24-25","DET","C",77,1034.52,25,15.32,29.91,-0.19,-0.02,0.11,0.08,-0.32,-0.13,-0.016,0.004,0.08,0.03,0.08,0
"Marco Kasper","25-26","DET","C",59,715.5,24,14.83,29.47,0.38,0.024,0.18,0.18,0.42,0.05,0.012,-0.012,0.11,0.07,0.14,0.03
"Marco Rossi","24-25","MIN","C",82,1257.77,32,16.44,32.16,-0.17,0.018,0.22,0.24,-0.08,0.1,-0.023,-0.041,0.15,0.07,0.17,0.07
"Marco Rossi","25-26","MIN","C",17,249.22,23,15.96,31.45,-0.28,0.041,0.27,0.22,0.23,0.51,0.024,-0.017,0.2,0.07,0.21,0.01
"Marco Rossi","25-26","VAN","C",10,146.53,20,14.88,29.74,-2.13,-0.13,-0.14,-0.14,-0.78,1.35,-0.046,0.083,-0.01,-0.13,-0.03,-0.11
"Marcus Foligno","24-25","MIN","L",77,940.73,31,14.95,29.25,-1.48,-0.033,0.12,0.08,-0.59,0.9,-0.073,-0.039,0.05,0.07,0.03,0.05
"Marcus Foligno","25-26","MIN","L",48,536.8,29,14.33,28.33,-1.13,0.002,0.12,0.06,0.02,1.15,-0.003,-0.005,0.08,0.04,0.06,0
"Marcus Johansson","24-25","MIN","L",72,1049.4,29,15.76,30.85,-0.62,0.003,0.2,0.18,-0.15,0.47,-0.045,-0.049,0.11,0.09,0.11,0.07
