"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"549","Sean Walker","COL, PHI","D","81","1292.4833333333","15.95658436214","8.65","1.74","2.54","6.79","0.13","3.47","4.91","0.33","3.33","0.92","0.11","7.17","0.5","0.09","3.56","2.83","2.84","-0.21","2.25","1.2","1.71","0.53","0.14","6.62","0.78","2.18","-1.64","0.49","0.06","8.54","3.82","1.62","0.90","0.03","-0.1","5.26","9.13","90.13","0.993","6.45","10.07","7.98","53.43","44.69","17.64","17.73","17.08","50.80"
"513","MacKenzie Entwistle","CHI","R","67","709.86666666667","10.595024875622","2.33","1.72","0.48","1.18","2.53","-0.49","2.96","4.57","-0.49","-0.61","0.7","-13.62","-0.12","0.38","-4.59","-0.04","3.03","-2.26","-0.55","1.05","-3.35","-0.58","0.35","-20.05","0.68","2.64","-1.58","-0.56","0.24","-28.48","-2.01","1.05","-1.63","0.56","0.25","23.33","4.59","90.53","0.951","6","11.66","5.32","49.61","52.99","13.27","17.92","16.31","44.86"
"493","Mario Ferraro","S.J","D","78","1448.7166666667","18.573290598291","4.92","1.69","1.64","4.02","0.61","2.31","3.15","-0.05","3.05","0.68","0.61","4.47","0.11","-0.22","2.92","3.37","0.52","3.04","0.98","-1.16","4.62","0.45","0.16","9.10","3.19","2.24","1.99","0.1","0.13","0.46","2.93","-0.29","1.67","0.22","0.5","1.65","8.07","88.64","0.967","4.72","11.72","9.19","41.25","33.93","16.69","18.14","20.71","44.63"
"255","Michael McCarron","NSH","R","70","780.41666666667","11.14880952381","-9.82","1.68","-4.80","-5.48","0.9","-3.67","-5.04","1.76","-5.62","-0.36","0","-3.43","-0.27","0.12","-3.58","-4.06","0.04","-3.59","0.5","0.14","0.68","-0.31","-0.3","1.71","-6.08","-0.14","-6.92","0.24","0.31","-1.23","-16.57","0.4","-8.70","-0.45","0.13","-30.56","8.89","92.42","1.013","5.46","15.68","9","51.28","37.77","10.76","21.37","19.22","35.90"
"70","Kyle Palmieri","NYI","C","82","1073.25","13.088414634146","7.86","1.63","2.67","4.63","2.19","1.48","3.83","2.35","1.31","0.16","0.4","-2.49","0.67","0.21","4.09","7.57","3.43","3.79","2.21","0.89","2.64","0.29","0.19","1.44","7.15","3.37","4.73","-0.1","0.38","-10.70","0.03","-4.01","1.85","-0.07","-0.1","1.11","8.01","91.98","1.000","10.79","13.36","7.38","50.03","59.38","19.06","19.4","15.99","54.39"
"319","Andreas Englund","L.A","D","82","1000.6833333333","12.203455284553","-5.45","1.63","-2.93","-4.92","2.9","-4.57","-3.28","2.76","-5.17","-0.63","0.46","-11.73","-0.33","0.04","-3.59","-0.73","0.2","-0.85","-0.77","1.49","-5.41","-0.37","0.62","-19.17","0.04","-1.71","2.24","-0.29","-0.07","-6.25","-4.74","-0.53","-1.91","-0.07","-0.16","4.84","6.91","91.10","0.980","8.39","9.71","6.6","46.89","56.00","19.85","15.77","14.57","57.67"
"761","Nick Blankenburg","CBJ","D","12","181.9","15.158333333333","4.63","1.6","1.42","1.67","2.85","-0.43","2.61","2.82","0.22","-0.19","-1.13","7.48","0.95","0.77","3.00","5.44","0.9","4.26","5.06","3.18","5.77","-0.41","0.11","-10.12","0.51","-3.03","3.88","0.78","-0.73","19.05","-0.6","-2.64","0.86","-0.53","-1.01","50.00","10.75","92.79","1.035","7.59","12.53","8.58","47.17","46.94","19.79","20.12","18.14","52.17"
"448","Logan Stanley","WPG","D","25","312.95","12.518","-2.9","1.58","-1.91","-1.12","-1.4","0.16","-0.12","-2.14","1.72","-0.94","-0.02","-7.14","-0.31","-0.2","-1.14","-3.08","1.12","-3.95","-2.53","-1.98","-1.50","-0.08","-0.06","0.00","-0.72","4.13","-5.62","-0.94","-0.12","-13.08","-4.23","-0.76","-1.81","-0.22","0.18","-22.22","8.44","93.92","1.024","6.33","14.19","6.52","52.34","49.25","14.19","18.79","15.34","48.05"
"316","Brendan Lemieux","CAR","L","32","254.38333333333","7.9494791666667","-15.28","1.54","-6.51","-14.63","3.07","-10.14","-7.93","3.89","-10.26","-0.42","0.15","-5.17","-0.58","0.26","-8.06","-6.86","1","-7.65","-2.14","1.49","-8.17","-0.18","-0.28","3.33","-6.29","-0.65","-7.15","0.19","0.95","-9.58","-16.99","-1.53","-6.14","-0.54","-0.41","31.58","10.09","91.06","1.011","9.2","13.21","3.07","54.25","75.00","17.93","18.16","12.26","59.38"
"445","Tyson Jost","BUF","C","43","421.88333333333","9.8112403100775","-14.97","1.53","-7.78","-12.66","1.14","-8.93","-10.08","0.64","-10.04","-1.2","0.54","-17.69","-0.83","0.05","-9.62","-7.38","-2.21","-5.50","-1.7","0.34","-4.90","-0.7","-0.1","-19.93","-7.57","-3.4","-5.24","-0.37","-0.31","0.96","-10.54","7.21","-9.73","-0.33","1.28","-46.67","7.84","89.00","0.968","10.81","12.94","7.54","46.93","58.91","15.64","17.07","16.64","48.46"
"673","Marc Del Gaizo","NSH","D","9","131.26666666667","14.585185185185","-6.92","1.53","-3.67","-8.36","3.69","-7.17","-7.99","3.53","-9.55","-0.1","-0.02","-0.43","-0.88","0.2","-9.67","-4.31","2.91","-6.42","-1.81","-1.01","-1.28","0.43","-1.38","33.33","-3.34","5.23","-9.67","-0.44","0.77","-25.00","-7.41","1.57","-4.83","-0.29","1.12","-25.00","14.29","91.78","1.061","5.49","10.97","8.23","54.39","40.00","10.51","20.57","15.54","40.35"
"452","Taylor Raddysh","CHI","R","73","878.91666666667","12.0399543379","2.82","1.48","0.78","1.8","1.74","0.29","0.41","1.46","-0.70","-1.08","-0.99","-8.08","-0.01","-0.01","-0.04","0.12","-0.48","0.50","0.06","-1.13","2.27","-0.53","-0.65","-2.96","0.07","0.87","-0.77","-0.56","0.02","-24.47","4.83","0.9","2.25","-0.19","-0.51","0.66","3.95","93.28","0.972","7.51","9.63","6.35","46.76","54.19","16.66","14.54","17","49.49"
"416","Steven Lorentz","FLA","C","38","313.41666666667","8.2478070175439","-17.38","1.43","-7.66","-11.64","0.01","-6.81","-7.2","2.71","-8.46","-2.13","0.62","-37.15","-0.94","0","-9.46","-10.19","0.15","-9.88","-3.31","0.04","-7.34","-1.51","0.7","-59.68","-9.18","0.14","-11.85","-0.89","-0.3","-25.00","-14.79","-2.38","-5.42","0.12","0.2","-6.67","2.88","91.22","0.941","9.95","15.12","6.89","57.62","59.09","15.12","20.29","15.51","49.38"
"443","Max Jones","ANA","L","52","574.7","11.051923076923","-4.01","1.42","-2.48","-2.96","1.55","-2.80","-2.58","1.52","-3.67","-0.07","-0.94","7.59","-0.2","-0.17","-0.55","-0.66","-1.19","0.36","1","-2.02","6.59","0.33","-0.7","17.56","-2.22","1.11","-4.31","-0.05","-0.08","0.30","-5.54","3.17","-4.68","-0.53","-0.27","-47.83","7.95","92.74","1.007","7.1","16.08","8.98","46.77","44.16","14.62","20.88","20.25","41.92"
"483","Alex Barré-Boulet","T.B","C","36","364.46666666667","10.124074074074","-3.89","1.41","-2.23","-2.23","2.46","-2.80","-1.59","1.2","-2.41","-0.78","0.62","-13.70","-0.11","0.3","-3.82","-1.32","2.97","-3.74","0.85","1.66","-1.70","-0.03","0.43","-7.24","-2.89","1.75","-5.16","-0.76","-0.33","-24.74","-4.88","-8.46","1.87","-0.26","0.69","-33.33","6.79","89.53","0.963","11.36","13.33","4.77","52.68","70.41","16.79","17.78","10.54","61.45"
"752","Logan Cooley","ARI","C","82","1055.8833333333","12.87662601626","-2.34","1.36","-1.60","-0.42","0.65","-0.63","-1.12","2.02","-2.70","-0.45","0.09","-5.40","-0.13","-0.11","-0.26","0.58","-1.66","2.02","-1.85","0.81","-6.13","-0.18","0.26","-8.45","3.24","-3.3","7.42","-0.33","-0.3","-2.15","-7.53","2.83","-5.56","-0.03","0.09","-4.76","8.70","91.50","1.002","6.76","11.31","6.88","47.96","49.58","14.15","16.14","16.37","46.37"
"144","Dylan DeMelo","WPG","D","82","1516.4166666667","18.492886178862","0.99","1.35","-0.18","2.54","2.83","-0.25","2.16","2.09","-0.03","0.87","-0.11","9.05","0.31","0.2","0.95","2.51","0.69","1.65","1.53","0.6","1.99","0.76","0.09","10.13","1.3","0.12","1.41","0.49","-0.07","12.37","3.31","1.3","0.92","-0.38","-0.21","-0.83","10.20","94.19","1.044","10.88","11.36","8.19","44.39","57.05","23.07","18.52","17.57","56.77"
"157","Joel Edmundson","TOR, WSH","D","53","778.16666666667","14.682389937107","2.21","1.35","0.45","1.92","1.85","0.19","0.95","1.02","0.05","-0.18","-0.07","-1.09","0.17","0.3","-1.02","1.61","1.63","0.06","0.56","-0.99","3.53","-0.18","-0.12","-1.09","1.41","3.49","-2.13","-0.16","0.43","-15.00","-4.82","0.57","-3.05","0.18","-0.39","26.67","9.33","91.54","1.009","3.55","10.79","5.94","57.6","37.40","13.49","17.81","16.27","45.34"
"73","John Tavares","TOR","C","80","1107.9333333333","13.849166666667","5.57","1.33","1.67","3.38","2.24","0.57","3.21","3.43","-0.44","-0.33","-0.45","1.76","0.49","-0.05","4.81","4.52","-1.87","5.47","2.42","-0.34","5.37","-0.32","-0.17","-2.04","2.8","-2.04","5.50","0.23","-0.28","12.18","5.5","3.33","0.88","-0.26","-0.12","-8.21","8.17","92.69","1.009","10.34","13.43","8.5","42.84","54.89","20.2","18.79","17.87","53.06"
"589","Nils Lundkvist","DAL","D","59","760.66666666667","12.892655367232","5.44","1.33","1.52","1.81","2.96","-0.81","0.71","1.39","-0.66","0.05","-0.37","4.62","-0.17","0.27","-4.46","-0.08","0.04","-0.11","-0.03","0.86","-2.25","-0.48","0.02","-8.89","-0.07","-1.09","1.27","0.5","-0.57","22.20","12.7","-0.7","5.95","0.23","0.05","7.62","9.97","93.09","1.031","10.89","11.99","7.18","50.8","60.26","23.9","18.77","16.01","59.88"
"524","Cale Makar","COL","D","77","1304.0833333333","16.936147186147","1.35","1.31","-0.05","1.47","0.44","0.53","1.37","1.67","-0.38","0.36","0.55","-2.30","0.02","-0.14","1.55","1.41","-0.49","1.61","-1.31","-1.08","-0.10","-0.01","0.19","-3.19","3.63","0.79","2.69","0.24","0.43","-7.58","12.14","-0.9","5.78","0.28","0.07","7.11","10.03","90.09","1.001","15.05","13.2","6.44","34.41","70.02","29.81","19.69","16.2","64.80"
"610","Angus Crookshank","OTT","L","13","127.73333333333","9.825641025641","-3.99","1.31","-2.28","-5.84","-0.89","-3.14","-5.44","-0.86","-4.47","-0.28","1.13","-11.54","-0.39","-0.33","-1.16","-7.66","-3.75","-4.98","-5.41","-5.04","-3.61","-0.69","0.6","-19.58","-3","1.72","-5.70","-0.21","1.21","-30.56","4.54","13.41","-3.73","0.81","-0.54","50.00","10.00","87.50","0.975","10.33","8.46","8.46","54.02","55.00","15.5","11.74","20.67","42.86"
"581","Liam Foudy","CBJ, NSH","C","13","126.1","9.7","-10.5","1.29","-5.44","-9.06","-0.49","-5.49","-4.28","-0.74","-3.39","-0.93","0.05","-8.71","0.05","-0.23","2.53","-2.19","1.62","-3.45","0.12","0.79","-1.41","-0.86","-0.32","-4.29","-3.07","1.11","-5.32","-0.38","0.42","-21.21","-16.16","-2.42","-8.49","0.32","0.09","11.11","9.62","91.18","1.008","5.23","12.37","11.9","50.91","30.56","9.52","14.27","19.98","32.26"
"150","Nick Cousins","FLA","C","69","812.23333333333","11.771497584541","-0.32","1.26","-0.70","-1.45","0.46","-1.08","-0.06","-0.34","0.27","-0.97","-0.25","-7.68","-0.25","0.43","-6.53","-0.52","4","-4.38","-0.68","3.32","-8.80","-0.71","0.13","-22.36","0.22","0.91","-0.97","-0.15","-0.54","16.59","-1.59","-4.84","2.06","-0.19","0.03","-8.93","5.32","93.92","0.992","11.89","13.15","8.05","47.5","59.63","19.28","16.55","15.96","54.72"
"11","Alex Goligoski","MIN","D","36","491.71666666667","13.658796296296","-0.95","1.25","-0.96","-1.48","1.54","-1.89","-0.34","2.2","-2.21","-0.2","0.65","-8.14","-0.14","0.22","-4.08","-2.09","2.57","-4.66","-1.21","0.86","-5.46","-0.34","0.44","-14.58","-1.17","2.28","-4.16","0.39","0.23","3.33","-1.77","-2.2","0.14","-0.21","0.07","-13.73","8.11","89.84","0.979","5.49","9.27","5","50.88","52.33","15.25","16.59","14.89","50.61"
"358","Jack Eichel","VGK","C","63","847.81666666667","13.457407407407","1.97","1.25","0.29","4","-0.66","2.69","5.01","1.98","2.24","0.71","0.01","6.58","0.23","0.02","1.97","2.13","0.74","1.16","-0.19","0.71","-2.13","0.64","0.12","9.17","3.1","0.04","3.23","0.14","-0.35","11.99","2.29","0.38","0.90","-0.05","0.22","-8.33","8.88","92.25","1.011","12.95","11.04","6.16","39.99","67.78","23.92","17.41","15.29","61.01"
"115","Brock Nelson","NYI","C","82","1140.9666666667","13.914227642276","6.96","1.22","2.47","3.47","2.86","0.46","3.82","2.33","1.33","0.61","0.34","2.43","0.25","0.29","-0.35","4.85","1.98","2.69","-0.36","1.03","-3.04","0.4","0.46","-2.14","6.95","1.26","6.65","0.4","-0.11","11.63","3.82","-4.41","3.94","-0.12","-0.04","-3.33","9.03","92.12","1.012","11.31","11.94","7.05","48.17","61.60","19.46","18.62","15.3","55.98"
"298","Leon Draisaitl","EDM","C","81","1256.7","15.514814814815","2.94","1.2","0.55","5.23","2.95","0.84","3.02","3.58","-0.99","1.02","0.11","6.88","0.55","0.24","1.70","3.78","1.87","1.02","1.24","0.34","1.20","0.57","0.09","5.61","3.38","2.04","1.03","0.34","0.16","4.88","6.56","1.34","2.20","0.28","-0.15","19.29","10.37","92.01","1.024","12.94","13.27","7.83","32.13","62.30","23.2","17.9","18.43","55.73"
"655","Shane Pinto","OTT","C","41","587.01666666667","14.317479674797","10.91","1.18","3.85","8.68","0.67","4.42","5.84","-0.71","5.52","0.74","-0.66","15.14","0.89","-0.17","10.06","7.89","0.26","6.66","3.43","-1.18","10.52","-0.15","-0.31","1.87","5.95","1.92","4.18","1.09","0.31","16.23","6.58","1.46","2.37","0.11","-0.84","50.88","7.45","91.70","0.992","10.02","15.13","6.54","47.02","60.49","19.73","20.65","16.05","55.14"
"592","Calen Addison","MIN, S.J","D","72","1026.45","14.25625","-0.08","1.14","-0.45","-0.93","0.61","-0.93","-1.8","0.63","-2.23","-0.72","-0.05","-8.15","-0.12","0.35","-4.15","-0.68","3.44","-3.25","-0.46","2.08","-5.03","0.02","-0.04","1.00","-0.3","1.81","-2.06","-0.42","-0.07","-11.47","5.18","-5.33","5.02","-0.61","0.06","-36.11","6.80","90.37","0.972","7.01","10.11","7.37","52.55","48.78","19.87","15.55","18.47","51.83"
"748","Olen Zellweger","ANA","D","26","427.31666666667","16.435256410256","3.87","1.14","1.41","2.47","4.69","-0.94","0.73","4.05","-2.53","-0.83","0.5","-15.29","-0.07","0.2","-2.85","0.02","0.72","-0.63","-1.57","-0.84","-2.55","-0.67","-0.03","-15.82","2.12","2.08","0.78","-0.3","0.53","-17.86","10.53","-0.22","5.79","0.09","0.19","-5.56","6.29","91.38","0.977","10.81","11.79","7.3","40.86","59.69","20.22","16.71","16.15","55.60"
"411","Niko Mikkola","FLA","D","82","1384.2","16.880487804878","-4.95","1.11","-2.37","-3.78","0.58","-2.44","-2.57","0.8","-2.76","-0.45","0.38","-9.49","-0.24","0.02","-2.43","-2.96","-0.28","-2.25","-1.41","-0.17","-2.61","-0.29","0.44","-16.08","-2.06","-0.16","-2.01","0.25","-0.04","6.77","-4.86","1.22","-2.74","-0.46","-0.05","-13.10","7.14","92.25","0.994","8.89","13.87","7.93","47.64","52.84","19.72","20.5","16.73","54.10"
"689","Seth Jarvis","CAR","C","81","1052.9833333333","12.999794238683","-2.51","1.1","-1.40","-1.52","-0.75","-0.22","-0.69","-1.98","1.44","1.02","-0.21","11.43","-0.21","-0.25","1.00","0.54","0.09","0.34","0.88","-1.85","6.75","0.36","-0.28","12.43","-0.45","2.58","-4.03","0.76","0.07","15.85","-0.97","3.34","-2.28","0.11","0.03","2.38","10.30","91.63","1.019","12.65","13.85","8.03","41.6","61.16","22.17","19.43","18.29","54.79"
"768","Sam Malinski","COL","D","23","307.9","13.386956521739","-5.74","1.09","-2.85","-3.34","0.03","-2.03","-3.2","-2.55","-0.54","0.18","-0.25","3.86","-0.47","-0.01","-4.82","-3.88","-1.24","-2.19","-2.24","0.51","-6.03","-0.25","0.25","-7.49","-2.18","-2.33","0.73","0.3","-0.43","17.05","-9.15","1.55","-5.52","0.3","-0.26","25.00","11.27","90.91","1.022","3.9","11.11","9.94","48.91","28.17","8.77","17.93","18.32","32.37"
"154","Scott Mayfield","NYI","D","41","649.33333333333","15.837398373984","-15.51","1.08","-7.47","-12.43","1.23","-8.70","-9.2","-0.09","-8.53","-0.61","-0.02","-6.91","-0.73","-0.02","-7.53","-5.92","-0.8","-5.19","-4.01","-0.25","-9.32","-0.1","-0.23","3.05","-2.54","-0.74","-2.42","0.07","0.72","-17.15","-17.79","1.89","-10.56","-0.81","-0.47","-48.15","8.37","92.75","1.011","3.97","10.81","9.06","55.53","30.50","11.64","17.37","19.96","36.84"
"659","Jackson LaCombe","ANA","D","71","1099.6166666667","15.487558685446","-4.38","1.08","-2.56","-4.15","-0.23","-2.64","-2.64","0.19","-2.71","-0.52","0.4","-10.41","0.08","0.03","0.59","-1.46","1.18","-2.63","0.96","-0.2","2.79","-0.09","0.05","-2.62","-3.22","1.83","-6.79","-0.37","0.73","-26.40","-5.17","-0.31","-2.80","-0.24","-0.28","2.00","6.97","90.86","0.978","6.6","12.28","10.2","44.31","39.29","15.82","18.17","19.7","44.55"
"215","Colton Sissons","NSH","C","81","944.2","11.656790123457","-6.91","1.07","-3.31","-3.56","1.41","-2.86","-1.97","1.74","-3.04","-0.52","0.04","-5.83","-0.16","0.16","-2.94","-4.2","-0.02","-3.66","-1.16","1.21","-5.20","-0.51","0.22","-14.04","-4.06","-1.64","-2.72","-0.06","-0.59","17.34","-6.51","9.34","-7.70","0.07","0.41","-10.98","7.28","92.46","0.997","6.93","15.51","12.96","49.25","34.82","14.04","21.54","24.02","36.89"
"259","Adam Erne","EDM","L","24","180.61666666667","7.5256944444444","-18.31","1.07","-8.48","-16.71","-0.02","-10.48","-11.9","-0.88","-9.85","-1.59","-0.46","-9.38","-1.47","-0.41","-8.83","-9.27","-1.85","-5.79","-4.75","-0.92","-6.86","-0.68","-0.18","-7.14","-6.02","-1.24","-4.95","-1.51","-0.65","-58.06","-16.69","5.74","-12.50","0.32","0.3","-11.11","8.96","92.41","1.014","9.97","16.61","6.98","51.82","58.82","13.29","20.6","16.61","44.44"
"670","Matias Maccelli","ARI","L","82","1098.4333333333","13.395528455285","1.03","1.06","0.02","1.97","0.78","0.76","2","0.36","1.52","0.25","-0.58","8.24","0.4","0.01","3.72","1.07","-0.64","1.54","2.38","-0.73","6.84","0.13","-0.12","4.91","-1.75","0.13","-2.19","0.33","-0.26","12.38","0.04","2.91","-1.35","-0.18","-0.39","12.57","9.81","92.77","1.026","7.65","15.73","9.61","42.61","44.30","15.46","20.65","20.1","43.47"
"661","Vasily Podkolzin","VAN","R","19","192.18333333333","10.114912280702","1.68","1.05","0.22","-0.19","1.1","-0.84","-0.98","4.82","-5.47","-0.97","1.42","-28.87","-0.39","0.19","-5.98","-0.96","-1.34","0.68","-0.19","0.49","-1.67","-1.24","0.04","-38.33","-1.03","-2.44","2.27","0.18","0.81","-20.00","4.78","0.51","1.97","0.19","1.12","-35.00","5.75","90.22","0.960","8.43","8.43","6.56","64","56.25","16.55","14.67","14.05","54.08"
"37","Sam Gagner","EDM","C","28","261.55","9.3410714285714","-2.45","1.04","-1.42","-6.77","-0.05","-3.67","-3.43","-2.85","0.16","-0.85","0.3","-10.74","-1.01","-0.45","-3.51","-5.58","-2.06","-2.48","-3.62","-1.19","-3.65","-0.86","0.1","-13.64","-2.6","-1.17","-1.40","-0.69","0.01","-25.16","2.95","3.19","-0.47","0.76","0.28","22.50","7.41","88.57","0.960","9.18","12.85","7.34","47.26","55.56","17.89","16.98","16.29","52.35"
"162","Jonathan Huberdeau","CGY","C","81","1107.9666666667","13.678600823045","5.91","1.04","1.87","2.57","0.73","0.98","1.77","0.42","1.07","-0.44","-0.06","-3.96","0.21","0.12","0.78","3.57","0.23","2.92","0.52","0.36","0.36","-0.21","-0.16","-0.85","4.07","-0.18","4.60","-0.08","0.43","-9.14","8.81","-1.29","4.50","-0.24","-0.29","2.42","7.01","90.71","0.977","12.35","12.94","7.15","48.03","63.33","24.96","19.77","15","62.47"
"245","Jake Guentzel","CAR, PIT","C, L","67","1025.5666666667","15.306965174129","13.71","1.01","4.48","10.56","2.5","3.83","7.87","2.6","3.54","1.53","0.65","7.00","0.96","0.15","6.24","10.03","1.82","5.97","3.77","0.36","6.25","0.86","0.07","15.31","8.34","1.94","5.77","0.46","0.74","-11.64","18.53","-3.17","9.45","0.47","-0.06","14.58","9.23","91.52","1.008","12.52","15.97","5.5","42.53","69.48","26.39","22.06","14.68","64.25"
"334","Sam Lafferty","VAN","C","79","858.3","10.864556962025","-7.5","0.98","-3.84","-6.79","1.03","-5.00","-3.39","0.01","-3.25","-0.82","0.22","-10.32","-0.63","-0.03","-6.08","-5.33","-0.87","-4.23","-3.47","-0.4","-6.72","-0.01","0.12","-2.66","-2.48","-0.63","-2.32","-0.98","0.23","-39.90","-7.43","1.61","-4.83","-0.12","-0.1","0.29","9.14","91.64","1.008","7.41","12.72","7.13","59.56","50.96","14.26","18.87","14.33","49.88"
"364","Mikko Rantanen","COL","R","80","1368.15","17.101875","9.39","0.98","3.14","7.78","1.46","3.32","5.62","1.56","2.96","1.31","0.35","7.12","0.38","0.06","2.87","8.28","0.49","6.05","1.43","-0.1","3.00","0.59","-0.26","13.99","9.14","0.78","8.11","0.87","0.75","-5.74","13.87","0.19","6.09","0.09","0.06","1.43","10.77","90.57","1.013","15.09","12.32","6.4","35.61","70.20","29.21","18.33","16.18","64.35"
"145","Johnny Gaudreau","CBJ","L","81","1176.3333333333","14.522633744856","2.83","0.95","0.80","3.2","0.63","1.52","2.25","0.42","1.59","0.61","0.83","-1.19","0.46","-0.04","4.68","3.63","0.61","2.78","2.4","-0.47","6.64","0.28","0.11","3.23","1.64","1.44","0.31","0.27","0.72","-6.80","2.27","0.15","1.05","0.18","0.26","-1.91","10.02","89.45","0.995","11.32","15.1","9.49","36.52","54.41","20.25","19.48","18.26","52.58"
"540","Drake Batherson","OTT","R","82","1173.8166666667","14.314837398374","2.04","0.89","0.46","0.93","2.49","-0.95","-0.05","1.09","-0.97","0.15","-0.11","2.50","0.02","0.04","-0.14","1.92","1.38","0.56","-0.04","0.74","-1.70","0.05","-0.05","1.75","2.62","0.85","2.07","0.49","-0.06","12.09","3.26","-1.35","2.24","-0.38","-0.03","-21.34","8.73","90.48","0.992","9.87","13.8","5.83","49.99","62.87","20.04","19.32","15.08","57.06"
"160","Nikita Kucherov","T.B","R","81","1307.5833333333","16.143004115226","12.97","0.87","4.99","11.85","3.11","5.08","7.65","2.74","4.34","1.65","0.94","6.82","0.87","0.37","4.93","7.65","2.97","3.89","3.37","1.79","3.21","0.94","0.62","4.57","5.71","1.58","4.36","0.61","0.24","8.82","12.41","-5.39","9.13","0.36","0.13","10.61","11.42","88.52","0.999","11.33","10.09","5.23","43.09","68.42","21.2","15.46","12.3","63.29"
"201","Filip Forsberg","NSH","L","82","1154.75","14.082317073171","9.5","0.84","3.34","6","0.04","3.22","4.67","-0.08","3.69","1.06","0.13","8.13","0.47","0","4.00","3.99","1.3","2.10","1.85","0.03","3.54","0.98","-0.11","16.67","2.86","1.69","1.16","-0.09","0.35","-10.37","15.47","-1.98","7.96","0.24","-0.1","15.07","9.64","91.84","1.015","13.2","12.63","6.81","47.08","65.97","25.25","18.76","16.11","61.06"
"249","Oliver Bjorkstrand","SEA","R","82","1066.3166666667","13.003861788618","6.56","0.83","2.29","4.23","2.01","1.31","1.3","1.23","0.07","0.21","0.48","-2.82","0.33","-0.05","3.72","3.09","0.7","2.05","0.95","-0.5","3.49","0.51","0.23","5.92","2.85","1.6","1.10","-0.5","-0.1","-15.43","4.23","-0.12","2.09","0.11","0.46","-16.27","7.96","91.30","0.993","9.9","13.22","7.82","44.85","55.87","17.95","17.72","16.21","52.55"
