"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"159","Phillip Di Giuseppe","VAN","L","20","212.86666666667","10.643333333333","0.28","1.41","0.56","0.85","1.69","75.00","5.64","5.00","0.43","9.87","7.05","4.51","2.25","0.56","1.41","1.13","0.56","0.56","0","0","0.56","1.13","0.28","14.38","3.1","1.41","0","1.13","0.00"
"347","Dennis Gilbert","BUF, OTT","D","29","290.31666666667","10.01091954023","0","1.24","0.41","0.83","1.24","42.86","1.86","0.00","0.07","6.2","3.51","2.48","0","0.41","1.24","10.33","3.1","2.07","0.83","0.21","2.27","2.69","1.24","12.4","8.27","7.23","0","0","-"
"343","Mitch Marner","TOR","R","81","1181.5833333333","14.587448559671","0.76","1.78","0.96","0.81","2.54","80.65","5.84","13.04","0.55","13.2","8.78","6.86","2.08","0.46","1.02","0.51","0.25","0.25","0","0","0.46","4.16","1.88","2.29","2.34","1.47","0.41","0.71","1.85"
"572","Bobby Brink","PHI","R","79","968.35","12.257594936709","0.56","1.61","0.81","0.81","2.17","79.55","4.89","11.39","0.57","9.17","7.13","5.14","2.79","0.19","0.5","0.99","0.5","0.5","0","0","0.43","3.1","1.18","5.64","4.65","1.8","0.93","1.98","1.98"
"586","Jakob Pelletier","CGY, PHI","L","49","517.21666666667","10.555442176871","0.81","1.39","0.58","0.81","2.2","82.61","5.68","14.29","0.69","9.86","7.77","5.8","3.13","0.81","1.28","1.16","0.58","0.58","0","0","0.58","2.9","1.04","5.45","5.1","1.74","0.81","2.09","3.25"
"6","Sidney Crosby","PIT","C","80","1272.8333333333","15.910416666667","0.75","1.89","1.08","0.8","2.64","76.71","7.12","10.60","0.84","13.58","11.12","7.35","3.25","0.42","1.13","1.37","0.61","0.57","0.05","0","0.85","3.21","1.13","2.69","1.65","1.65","37","28.8","2.65"
"454","Jason Robertson","DAL","L","82","1128.95","13.767682926829","1.22","1.59","0.8","0.8","2.82","85.48","7.07","17.29","0.71","13.98","10.1","6.86","2.71","0.58","1.17","0.85","0.43","0.43","0","0","0.96","4.46","1.01","2.76","3.61","2.07","0.32","0.64","1.77"
"601","Cole Schwindt","VGK","R","42","375.65","8.9440476190476","0","1.12","0.32","0.8","1.12","50.00","4.95","0.00","0.68","10.54","7.83","6.39","2.56","0","1.6","0","0","0","0","0","1.44","3.19","0.96","6.55","5.75","2.4","16.77","16.61","8.02"
"301","Darren Raddysh","T.B","D","73","1088.2","14.906849315068","0.22","1.27","0.5","0.77","1.49","50.00","4.74","4.65","0.18","12.41","8.11","2.76","0.11","0.5","0.94","0.77","0.39","0.39","0","0","0.28","2.87","0.5","2.04","6.07","3.53","0","0","-"
"401","Taylor Raddysh","WSH","R","80","934.61666666667","11.682708333333","0.45","1.22","0.45","0.77","1.67","68.42","5.52","8.14","0.74","11.04","7.96","6.55","3.47","0.51","1.03","1.16","0.58","0.58","0","0","0.64","2.7","0.71","3.79","2.82","1.8","0.51","1.09","2.05"
"426","Trevor Moore","L.A","L","71","933.9","13.153521126761","0.64","1.22","0.45","0.77","1.86","65.91","7.58","8.47","0.84","16.13","12.21","7.97","3.53","0.45","1.67","0.64","0.32","0.32","0","0","0.58","2.44","1.22","4.24","3.73","1.48","0","0.51","0.00"
"766","Juha Jaaska","CAR","L","18","156.61666666667","8.7009259259259","0","1.15","0.38","0.77","1.15","60.00","4.21","0.00","0.81","10.73","8.43","5.75","3.06","0.77","1.15","3.45","1.15","0.77","0.38","0","0.77","3.06","0.38","7.66","11.49","1.15","5.75","5.36","19.82"
"57","Matt Duchene","DAL","C","82","1105.3833333333","13.480284552846","1.03","1.52","0.76","0.76","2.55","79.66","6.13","16.81","0.76","11.13","8.74","6.78","2.93","0.43","1.19","0.54","0.27","0.27","0","0","0.43","3.69","0.87","1.52","2.88","1.03","20.3","17.53","2.91"
"104","Erik Gudbranson","CBJ","D","16","238.06666666667","14.879166666667","0","1.01","0.25","0.76","1.01","25.00","2.77","0.00","0.08","9.83","4.03","1.51","0","0","0.76","1.51","0.76","0.76","0","0","0.25","4.03","0.76","6.05","6.3","3.78","0","0","-"
"422","Michael Carcone","UTA","L","53","555.83333333333","10.487421383648","0.76","1.08","0.32","0.76","1.84","65.38","7.56","10.00","0.78","18.24","12.52","8.42","3.99","0.43","1.73","3.89","1.19","0.86","0.22","0.11","1.08","4.1","0.65","4.86","5.07","1.19","0.54","0.43","6.00"
"583","Connor McMichael","WSH","C","82","1112.3166666667","13.564837398374","1.19","1.19","0.43","0.76","2.37","66.67","7.66","15.49","1.02","13.97","11.17","9.17","4.8","0.43","2.1","1.51","0.76","0.76","0","0","0.43","3.13","0.92","1.94","3.13","1.83","1.35","1.83","2.29"
"694","Mason McTavish","ANA","C","76","1026.8166666667","13.510745614035","0.82","1.34","0.58","0.76","2.16","71.15","7.07","11.57","0.86","14.02","10.87","8.3","3.97","0.47","1.11","2.1","1.05","1.05","0","0","1.34","2.4","0.93","3.92","2.4","1.52","22.03","21.04","2.99"
"270","Nick Schmaltz","UTA","C","82","1137.55","13.87256097561","0.58","1.21","0.47","0.74","1.79","69.39","6.86","8.46","0.64","13.92","9.55","7.6","3.16","0.32","1.27","0.53","0.26","0.26","0","0","0.63","4.17","1.48","0.58","2.9","2","6.49","6.75","2.58"
"639","Quinton Byfield","L.A","R","81","1139.8","14.071604938272","0.74","1.26","0.53","0.74","2","65.52","6.05","12.17","0.6","13.05","9.63","7.21","3.11","0.58","1.47","2.11","1.05","1.05","0","0","1.05","3.05","1","4.11","6.58","1.58","19.11","23.79","2.34"
"303","Frank Vatrano","ANA","R","81","1065.9166666667","13.159465020576","0.79","0.96","0.23","0.73","1.74","67.39","9.57","8.24","0.89","16.61","13.62","8.89","4.11","0.45","1.63","3.26","1.63","1.63","0","0","1.07","2.59","0.62","9.01","2.87","3.04","0.84","0.96","2.64"
"310","Jack Eichel","VGK","C","77","1149.75","14.931818181818","1.04","1.41","0.68","0.73","2.45","69.12","8.04","12.99","0.74","14.19","10.8","7.67","3.24","0.37","1.15","0.31","0.16","0.16","0","0","0.78","3.55","1.25","1.04","2.71","1.93","24.74","28.81","2.41"
"352","Artemi Panarin","NYR","L","80","1238.0166666667","15.475208333333","1.21","1.45","0.73","0.73","2.67","84.62","7.61","15.92","0.65","17.2","12.31","8.05","2.23","1.16","1.21","0.58","0.29","0.29","0","0","0.58","3.97","1.02","0.82","1.79","0.44","0","0","-"
"608","Elmer Soderblom","DET","L","26","331.35","12.744230769231","0.72","1.27","0.54","0.72","1.99","73.33","6.88","10.53","1.03","14.67","11.95","9.05","5.25","0.72","1.09","0.72","0.36","0.36","0","0","0.54","3.8","0.91","7.79","6.34","1.99","0.54","1.99","3.88"
"740","Sam Rinzel","CHI","D","9","165.76666666667","18.418518518519","0","0.72","0","0.72","0.72","33.33","5.79","0.00","0.37","13.39","10.13","3.26","0.72","0.36","0.72","0","0","0","0","0","0.36","4.34","0.36","3.98","3.98","1.45","0","0","-"
"741","Juraj Slafkovsky","MTL","L","79","1086.4833333333","13.752953586498","0.72","1.38","0.66","0.72","2.1","62.30","5.41","13.27","0.79","11.98","9.22","7.51","3.59","0.33","0.77","2.04","0.94","0.88","0.06","0","0.99","3.53","0.77","10.38","5.41","3.2","0.28","0.61","1.73"
"182","Adam Pelech","NYI","D","60","1091.8833333333","18.198055555556","0","0.93","0.22","0.71","0.93","42.50","5.6","0.00","0.28","14.73","9.62","3.79","0.55","0.55","1.32","1.76","0.82","0.82","0","0","0.44","3.08","1.76","3.52","6.48","3.79","0","0","-"
"452","Nick Suzuki","MTL","C","82","1189.1166666667","14.501422764228","0.86","1.51","0.81","0.71","2.37","65.28","5.75","14.91","0.62","11.61","8.48","6.36","2.52","0.56","1.01","0.2","0.1","0.1","0","0","0.5","3.18","1.26","2.67","3.53","2.93","24.98","22.86","2.63"
"501","Ryan McLeod","BUF","C","79","1027.9","13.011392405063","0.7","1.52","0.82","0.7","2.22","70.37","4.44","15.79","0.53","9.05","6.89","5.14","2.45","0.47","0.7","0.82","0.41","0.41","0","0","0.29","3.44","1.46","0.99","3.56","1.52","26.68","23.7","3.09"
"288","Devon Toews","COL","D","76","1503.8","19.786842105263","0.28","1","0.32","0.68","1.28","46.38","4.75","5.88","0.26","12.01","7.54","3.47","0.68","0.32","0.8","0.72","0.32","0.32","0","0","0.32","2.63","1.28","1.4","1.92","3.11","0","0","-"
"309","Connor McDavid","EDM","C","67","1153.4833333333","17.216169154229","0.78","1.87","1.2","0.68","2.65","75.00","7.39","10.56","0.95","13.47","10.87","8.79","4.16","0.47","1.87","0.83","0.42","0.42","0","0","1.14","3.17","1.4","1.92","3.12","0.57","17.37","19.19","2.47"
"510","Jesperi Kotkaniemi","CAR","C","78","965.48333333333","12.377991452991","0.68","1.24","0.56","0.68","1.93","63.27","6.09","11.22","0.72","11.75","8.7","6.46","3.05","0.5","1.49","3.11","1.18","1.06","0.12","0","0.81","3.79","1.12","3.92","6.53","1.74","21.5","19.58","3.25"
"23","James van Riemsdyk","CBJ","L","71","803.23333333333","11.313145539906","0.97","1.42","0.75","0.67","2.39","71.11","5.68","17.11","0.83","10.31","8.52","6.8","4.48","0.3","1.34","1.42","0.6","0.52","0.07","0","0.82","2.61","0.37","2.17","3.66","1.2","0.3","0.97","1.76"
"59","Oliver Ekman-Larsson","TOR","D","77","1352.9833333333","17.571212121212","0.09","0.98","0.31","0.67","1.06","40.00","4.3","2.06","0.2","10.82","6.92","2.44","0.27","0.31","0.89","2.22","1.11","1.11","0","0","0.62","3.81","1.15","4.35","4.08","2.97","0","0","-"
"128","Boone Jenner","CBJ","C","26","356.86666666667","13.725641025641","0.67","1.68","1.01","0.67","2.35","56.00","7.57","8.89","1.15","15.13","13.11","9.75","6.05","0.5","1.18","0.67","0.34","0.34","0","0","1.01","3.53","0.5","6.56","2.19","2.69","13.45","12.95","8.57"
"231","Nathan MacKinnon","COL","C","79","1348.6666666667","17.071729957806","0.67","1.69","1.02","0.67","2.36","76.81","10.01","6.67","0.84","17.71","13.48","10.19","3.29","0.53","1.51","1.11","0.49","0.44","0.04","0","0.89","4.49","1.02","1.47","2.62","2.27","26.56","27.89","2.17"
"283","Justin Kirkland","CGY","C","21","179.55","8.55","0.67","2.01","1.34","0.67","2.67","80.00","3.01","22.22","0.37","7.02","5.68","2.67","1.67","0","0.67","3.68","1.34","1","0.33","0","1.34","2.01","1","14.7","6.02","5.35","17.04","20.72","15.08"
"502","Evan Bouchard","EDM","D","82","1524.0166666667","18.585569105691","0.39","0.91","0.24","0.67","1.3","46.48","6.69","5.88","0.31","15.55","9.33","4.72","0.59","0.51","1.02","0.87","0.43","0.43","0","0","0.87","4.37","1.85","1.18","3.39","3.86","0","0","-"
"721","Lane Hutson","MTL","D","82","1512.9333333333","18.450406504065","0.2","1.11","0.44","0.67","1.31","44.59","3.05","6.49","0.17","9.44","5.35","2.54","0.44","0.2","0.63","1.19","0.59","0.59","0","0","0.52","3.97","1.9","1.47","4.52","4.4","0","0","-"
"40","Erik Karlsson","PIT","D","82","1547.8666666667","18.876422764228","0.31","0.97","0.31","0.66","1.28","42.86","5.62","5.52","0.24","15.39","8.8","3.88","0.39","0.5","1.36","0.62","0.31","0.31","0","0","0.31","4.85","1.43","1.01","3.53","3.26","0","0","-"
"113","John Klingberg","EDM","D","11","181.06666666667","16.460606060606","0.33","0.99","0.33","0.66","1.33","50.00","6.3","5.26","0.31","12.92","8.62","2.98","0.99","0.33","0.99","2.65","1.33","1.33","0","0","0","4.64","0.33","1.66","6.96","4.31","0","0","-"
"133","Nikita Kucherov","T.B","R","78","1263.3166666667","16.196367521368","1.14","1.76","1.09","0.66","2.9","74.39","8.5","13.41","0.78","17.62","12.4","8.93","3.23","0.57","1.8","2.04","0.76","0.66","0.05","0.05","1.28","4.8","1.23","0.9","2.52","1.47","0","0","-"
"141","Dougie Hamilton","N.J","D","64","1003.2166666667","15.675260416667","0.24","1.08","0.42","0.66","1.32","40.74","7.36","3.25","0.32","17.7","11.3","4.66","0.72","0.9","1.61","1.67","0.84","0.84","0","0","0.42","5.14","1.02","4.01","3.71","4.37","0","0","-"
"286","Jake Walman","EDM, S.J","D","65","1088.6","16.747692307692","0.33","1.05","0.39","0.66","1.38","43.86","6.83","4.84","0.26","16.2","9.76","3.2","0.5","0.44","1.27","1.54","0.72","0.72","0","0","0.44","3.69","0.99","2.7","3.47","5.79","0","0","-"
"673","Kent Johnson","CBJ","C","68","913.3","13.430882352941","1.25","1.18","0.53","0.66","2.43","66.07","6.04","20.65","0.59","12.68","8.87","6.04","2.37","0.2","1.12","0.92","0.46","0.46","0","0","0.2","3.61","1.12","0.2","2.56","1.51","0","0.53","0.00"
"236","Sean Monahan","CBJ","C","54","742.81666666667","13.755864197531","0.89","2.18","1.53","0.65","3.07","71.70","6.78","13.10","0.98","12.28","9.85","7.27","4.36","0.4","1.62","1.29","0.65","0.65","0","0","0.32","3.47","0.89","2.42","2.34","2.34","33.92","31.58","4.18"
"395","Tyson Jost","CAR","C","39","369.55","9.475641025641","0.65","0.81","0.16","0.65","1.46","64.29","6.82","9.52","0.77","12.01","9.42","8.44","3.25","0.81","1.46","2.92","1.46","1.46","0","0","1.3","1.14","0.97","7.31","7.14","2.6","8.61","10.07","7.48"
"560","Brett Leason","ANA","R","62","648.13333333333","10.45376344086","0.37","1.02","0.37","0.65","1.39","65.22","5.46","6.78","0.56","11.66","8.89","5.18","2.22","0.37","1.02","1.67","0.83","0.83","0","0","0.46","2.59","0.37","5.74","5.83","3.05","2.13","4.44","3.00"
"646","Luke Evangelista","NSH","R","68","832.85","12.247794117647","0.36","1.3","0.65","0.65","1.66","79.31","8.43","4.27","0.75","13.04","10.81","7.06","3.31","0.43","0.79","1.44","0.72","0.72","0","0","1.15","2.38","0.94","1.95","5.55","0.94","0","0.22","0.00"
"717","Luca Del Bel Belluz","CBJ","C","15","185.61666666667","12.374444444444","0.65","1.62","0.97","0.65","2.26","58.33","4.85","13.33","0.44","8.73","6.46","3.88","2.26","0","1.29","0","0","0","0","0","0","2.59","0.97","1.29","5.17","3.88","20.04","26.51","13.92"
"749","Andrei Kuzmenko","CGY, L.A, PHI","L","66","825.05","12.500757575758","0.51","1.16","0.51","0.65","1.67","65.71","4.29","11.86","0.55","9.89","7.05","5.96","2.91","0.29","1.02","0.87","0.44","0.44","0","0","1.09","3.56","1.53","1.38","4.44","1.53","0.07","0","7.27"
"767","Maxim Tsyplakov","NYI","R","77","1011.75","13.13961038961","0.47","1.36","0.71","0.65","1.84","70.45","6.11","7.77","0.83","14.11","10.08","7.41","3.56","0.47","1.48","1.84","0.83","0.77","0.06","0","0.47","4.33","1.6","8.12","5.93","2.25","0.42","0.53","2.59"
"146","Connor Murphy","CHI","D","68","1216.7","17.892647058824","0.05","0.79","0.15","0.64","0.84","39.53","3.85","1.28","0.18","9.22","5.52","2.56","0.35","0.3","0.79","2.27","0.99","0.89","0.1","0","0.69","2.96","0.69","5.62","6.41","6.61","0","0","-"
"362","Troy Terry","ANA","R","77","1120.7","14.554545454545","0.75","1.12","0.48","0.64","1.87","76.09","6.48","11.57","0.71","12.8","9.53","6.8","2.84","0.16","1.18","0.64","0.32","0.32","0","0","1.45","2.89","1.02","0.32","3.43","1.5","0.64","1.07","2.01"
"762","Matvei Michkov","PHI","R","80","1025.5166666667","12.818958333333","0.88","1.46","0.82","0.64","2.34","78.43","8.02","10.95","0.9","13.57","11.12","6.85","3.22","0.23","1.64","1.87","0.94","0.94","0","0","0.99","4.04","0.53","1.58","3.57","1.29","0.59","0.47","3.25"
"325","Travis Konecny","PHI","R","82","1237.9","15.096341463415","0.39","1.6","0.97","0.63","1.99","89.13","5.72","6.78","0.51","12.36","8.97","5.86","1.74","0.48","0.82","2.28","1.07","1.02","0.05","0","0.97","3.78","0.82","3.59","3.3","1.31","1.36","2.04","1.94"
"350","Anthony Cirelli","T.B","C","80","1137.4166666667","14.217708333333","0.79","1.11","0.47","0.63","1.9","61.02","6.07","13.04","0.81","11.24","9.02","7.49","3.9","0.63","1.06","1.16","0.53","0.53","0","0","0.79","2.74","0.95","1.16","4.33","2.74","26.74","26.53","2.65"
"405","Pierre-Luc Dubois","WSH","L","82","1147","13.987804878049","0.68","1.73","1.1","0.63","2.41","63.01","5.34","12.75","0.76","11.35","8.79","7.69","3.82","0.42","0.84","3.45","1.46","1.41","0","0.05","1.36","2.88","0.68","2.98","4.81","2.98","26.63","26.94","2.60"
"418","Brandon Hagel","T.B","L","82","1231.65","15.02012195122","1.12","1.61","0.97","0.63","2.73","84.85","8.04","13.94","0.95","16.17","11.84","9.26","4.63","0.44","1.71","1.75","0.83","0.83","0","0","1.12","3.9","1.02","2.63","5.89","2.19","0.19","0.44","1.50"
"532","Connor Dewar","PIT, TOR","C","48","472.61666666667","9.8461805555556","0.38","0.63","0","0.63","1.02","72.73","6.47","5.88","0.82","12.7","8.63","7.36","3.94","0.76","1.65","1.78","0.51","0.25","0.25","0","1.14","4.57","0.76","15.62","5.71","3.55","4.7","6.98","5.11"
"602","Aliaksei Protas","WSH","C","76","1055.6833333333","13.890570175439","1.14","1.71","1.08","0.63","2.84","72.46","6.31","18.02","0.81","11.65","10.06","7.84","3.92","0.63","0.74","0.91","0.45","0.45","0","0","0.85","2.84","0.85","1.08","4.21","1.36","0.11","0.45","1.14"
"650","Will Cuylle","NYR","L","82","1054.85","12.864024390244","0.91","1.19","0.57","0.63","2.1","64.91","7.51","12.12","1","13.88","11.09","8.65","5.06","0.74","1.42","2.39","1.02","0.91","0.11","0","0.68","2.45","0.46","16.72","4.15","2.33","0.34","0.8","1.71"
"677","Owen Power","BUF","D","79","1341.5","16.981012658228","0.22","1.03","0.4","0.63","1.25","45.16","4.52","4.95","0.22","10.42","6.75","3.35","0.72","0.27","0.81","0.63","0.31","0.31","0","0","0.09","3.09","0.98","1.07","4.88","4.11","0","0","-"
"684","Colton Dach","CHI","C","25","285.11666666667","11.404666666667","0.42","1.05","0.42","0.63","1.47","58.33","4.42","9.52","0.61","8.63","6.94","4.63","2.95","0.42","0.84","3.58","1.47","1.26","0.21","0","1.68","2.53","2.31","17.47","5.47","2.53","1.47","1.05","12.28"
"754","Leo Carlsson","ANA","C","76","949.71666666667","12.496271929825","0.76","1.01","0.38","0.63","1.77","80.00","5.5","13.79","0.68","10.74","8.28","7.33","3.54","0.44","1.07","0.76","0.38","0.38","0","0","0.95","2.59","1.07","1.33","2.21","2.02","16.49","22.87","2.65"
"398","Logan Stanley","WPG","D","63","890.28333333333","14.131481481481","0.07","0.88","0.27","0.61","0.94","50.00","3.1","2.17","0.11","8.69","5.32","1.95","0.2","0.2","0.74","4.99","1.48","1.08","0.27","0.13","0.54","3.64","0.67","5.59","7.68","4.31","0","0","-"
"443","Urho Vaakanainen","ANA, NYR","D","51","785.43333333333","15.400653594771","0.15","1.07","0.46","0.61","1.22","48.48","3.21","4.76","0.14","8.1","5.5","1.91","0.46","0.38","0.76","1.22","0.61","0.61","0","0","0.61","2.9","0.76","1.22","5.81","3.51","0","0","-"
"654","JJ Peterka","BUF","R","77","1075.8833333333","13.972510822511","1","1.34","0.72","0.61","2.34","59.15","6.69","15.00","0.67","14.56","10.82","6.8","2.29","0.78","0.78","1.23","0.61","0.61","0","0","0.84","4.07","1","1.51","3.4","0.78","0.06","0.33","0.80"
"42","John Carlson","WSH","D","79","1292.5833333333","16.361814345992","0.14","1.25","0.65","0.6","1.39","46.15","5.38","2.59","0.23","13.09","8.36","3.85","0.56","0.51","1.02","0.65","0.32","0.32","0","0","0.37","4.41","1.3","1.81","3.43","4.18","0","0","-"
"370","Rodrigo Abols","PHI","C","22","200.96666666667","9.1348484848485","0.6","0.9","0.3","0.6","1.49","71.43","7.46","8.00","0.99","14.33","10.45","8.66","4.48","0.6","1.49","1.19","0.6","0.6","0","0","0.6","4.18","1.19","7.46","5.37","3.58","18.81","13.73","17.26"
"469","Nick DeSimone","UTA","D","20","299.16666666667","14.958333333333","0.2","1","0.4","0.6","1.2","54.55","4.61","4.35","0.24","9.63","7.02","3.21","0.4","0.4","1","0","0","0","0","0","0","5.01","1","2.61","6.62","2.21","0","0","-"
"597","Vasily Podkolzin","EDM","R","82","1007.9666666667","12.292276422764","0.48","0.95","0.36","0.6","1.43","61.54","6.67","7.14","0.84","11.67","9.64","7.2","4.17","0.36","1.01","2.86","0.95","0.77","0.12","0.06","0.89","3.1","1.19","12.14","5.36","2.8","0.77","2.44","1.43"
"691","Zack Bolduc","STL","C, R","72","803.66666666667","11.162037037037","0.9","0.9","0.3","0.6","1.79","61.54","6.2","14.46","0.63","13.59","9.85","7.32","2.99","0.9","0.6","2.76","0.97","0.82","0.07","0.07","0.9","4.11","0.9","7.69","5.15","2.61","0.37","0.67","2.67"
"69","Dmitry Orlov","CAR","D","76","1314.1666666667","17.291666666667","0.23","0.91","0.32","0.59","1.14","43.86","4.7","4.85","0.23","13.06","8.08","3.97","0.32","0.37","1.14","1.1","0.55","0.55","0","0","0.5","4.15","0.87","4.25","3.33","2.42","0","0","-"
"223","Shea Theodore","VGK","D","67","1225.15","18.285820895522","0.2","1.22","0.64","0.59","1.42","53.70","4.7","4.17","0.21","12.64","6.91","3.38","0.2","0.24","1.08","1.27","0.64","0.64","0","0","0.29","4.7","1.32","0.2","3.97","3.38","0","0","-"
"233","Jonathan Drouin","COL","L","43","606.11666666667","14.095736434109","0.69","1.48","0.89","0.59","2.18","59.46","3.76","18.42","0.47","7.92","5.84","4.65","2.57","0","0.89","0.59","0.3","0.3","0","0","0.2","2.57","1.39","1.39","3.17","0.99","0.69","0.69","4.95"
"291","Danton Heinen","PIT, VAN","L","79","914.38333333333","11.57447257384","0.46","1.18","0.59","0.59","1.64","67.57","4.59","10.00","0.57","9.45","6.69","5.45","2.95","0.66","0.98","2.03","0.66","0.52","0.07","0.07","0.39","3.15","1.18","5.18","3.48","2.1","0.85","1.31","2.58"
"561","Peyton Krebs","BUF","C","81","1008.6166666667","12.452057613169","0.42","1.01","0.42","0.59","1.43","57.14","4.46","9.33","0.5","11.06","7.67","5.53","1.96","0.36","0.77","3.15","1.07","0.83","0.18","0.06","1.61","2.56","0.59","7.73","6.42","1.78","16.24","16.54","2.95"
"20","Jamie Benn","DAL","L","80","936.68333333333","11.708541666667","0.96","1.47","0.9","0.58","2.43","76.00","6.47","14.85","0.8","11.91","9.1","7.05","4.36","0.51","1.09","3.46","1.22","1.02","0.13","0.06","0.77","3.39","0.7","6.85","4.23","2.5","12.94","10.25","3.57"
"232","Aleksander Barkov","FLA","C","67","935.53333333333","13.963184079602","0.45","1.67","1.09","0.58","2.12","80.49","5.64","7.95","0.66","11.99","9.56","7.05","3.33","0.26","1.09","1.03","0.51","0.51","0","0","0.51","2.57","1.54","5.45","3.27","2.57","23.6","18.98","3.55"
"348","John Marino","UTA","D","35","625.16666666667","17.861904761905","0.1","1.25","0.67","0.58","1.34","46.67","2.78","3.45","0.16","6.91","3.93","2.02","0.38","0.29","0.86","0.19","0.1","0.1","0","0","0.19","2.78","0.86","0.86","5.95","3.46","0","0","-"
"51","Tyler Johnson","BOS","C","9","105.25","11.694444444444","0","0.57","0","0.57","0.57","25.00","3.42","0.00","0.17","8.55","5.7","2.85","1.14","1.14","0.57","5.7","2.85","2.85","0","0","1.71","1.14","0","2.85","5.13","1.14","3.99","1.71","39.90"
"144","J.T. Miller","NYR, VAN","C","72","942.7","13.093055555556","0.7","1.59","1.02","0.57","2.29","73.47","5.79","12.09","0.68","10.69","8.59","6.11","2.86","0.32","0.89","3.12","1.27","1.08","0.19","0","1.08","3.5","1.53","10.25","2.61","2.16","28.96","21","3.69"
"173","Filip Forsberg","NSH","L","82","1153.9833333333","14.072967479675","0.88","1.25","0.68","0.57","2.13","80.39","9.62","9.19","0.92","20.8","15.55","8.99","3.69","0.73","1.35","1.46","0.73","0.73","0","0","1.3","4.73","1.72","7.23","2.86","2.39","0.21","0.62","1.30"
