"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"287","Tim Stützle","OTT","C","82","286.66666666667","3.4959349593496","1.05","5.86","2.3","3.56","6.91","66.00","7.12","14.71","0.89","17.58","11.09","8.79","1.05","0.21","1.67","2.93","0.63","0.42","0","0.21","0.42","2.3","0.63","0","3.14","0.21","1.05","1.05","10.47"
"108","Aleksander Barkov","FLA","C","67","219.78333333333","3.2803482587065","2.46","5.19","1.64","3.55","7.64","71.79","11.74","20.93","1.53","23.2","16.38","11.47","4.37","0","2.46","0","0","0","0","0","0.55","1.64","1.09","0.27","1.91","0.82","36.04","23.2","16.61"
"118","Josh Morrissey","WPG","D","80","228.26666666667","2.8533333333333","0.79","4.99","1.58","3.42","5.78","53.66","5.26","15.00","0.64","17.09","9.99","4.47","0.53","0","1.31","0","0","0","0","0","0","0.79","0.79","0","0.26","1.05","0","0","-"
"334","Connor Bedard","CHI","C","82","214.9","2.6207317073171","3.07","5.03","1.68","3.35","8.1","70.73","12.84","23.91","1.43","24.29","18.43","13.68","2.23","0","1.68","1.12","0.56","0.56","0","0","0.56","3.63","0.56","0.28","2.51","0","3.07","5.03","10.59"
"25","Adam Henrique","EDM","C","81","72.75","0.89814814814815","1.65","3.3","0","3.3","4.95","85.71","9.07","18.18","1.52","12.37","10.72","9.07","4.95","0","2.47","1.65","0.82","0.82","0","0","0","0.82","0","0.82","0","1.65","29.69","10.72","60.59"
"90","Chandler Stephenson","SEA","C","78","199.93333333333","2.5632478632479","0.3","5.1","1.8","3.3","5.4","69.23","5.1","5.88","0.72","8.4","6.6","5.1","1.5","0.3","0.3","0.6","0.3","0.3","0","0","0.9","1.8","0.6","0.3","1.2","0.3","30.91","22.21","17.46"
"49","Cam Fowler","ANA, STL","D","68","110.58333333333","1.6262254901961","1.09","3.26","0","3.26","4.34","47.06","6.51","16.67","0.47","16.28","8.68","4.88","1.09","0","0.54","1.09","0.54","0.54","0","0","0","0.54","0","0","0.54","1.09","0","0","-"
"192","Clayton Keller","UTA","R","81","278.86666666667","3.4427983539095","2.15","5.81","2.58","3.23","7.96","74.00","10.11","21.28","1.19","21.09","16.14","7.53","1.08","0.22","1.72","0.86","0.43","0.43","0","0","0.65","3.01","0.43","0","1.94","0","0","1.51","0.00"
"88","Matt Grzelcyk","PIT","D","82","170.46666666667","2.0788617886179","0","5.28","2.11","3.17","5.28","53.57","5.98","0.00","0.35","11.97","8.1","2.46","0","0","1.76","1.41","0.7","0.7","0","0","0","1.41","0.35","0.35","1.06","1.76","0","0","-"
"231","Quinn Hughes","VAN","D","68","252.03333333333","3.7063725490196","0.95","5.95","2.86","3.09","6.9","78.38","10.95","8.70","0.79","25.23","17.38","5.71","0.24","0","3.09","0","0","0","0","0","0","2.14","0","0","1.19","0.95","0","0","-"
"283","Jake Sanderson","OTT","D","80","275.1","3.43875","1.09","5.45","2.4","3.05","6.54","65.22","11.56","9.43","0.86","23.34","15.05","8.07","1.31","0.22","1.74","0","0","0","0","0","0","0.87","2.18","0","0","0.87","0","0","-"
"255","Moritz Seider","DET","D","82","241.33333333333","2.9430894308943","0.99","4.97","1.99","2.98","5.97","53.33","10.44","9.52","0.87","19.64","15.41","7.46","0.5","0","1.24","1.49","0.75","0.75","0","0","0.25","0.5","0.5","1.49","0","2.24","0","0","-"
"263","Thomas Harley","DAL","D","78","186.08333333333","2.3856837606838","0.32","4.51","1.61","2.9","4.84","48.39","6.45","5.00","0.5","17.09","10.32","5.16","0","0","1.61","0.64","0.32","0.32","0","0","0","1.93","0.64","0","1.61","0.32","0","0","-"
"154","Kyle Connor","WPG","L","82","231.5","2.8231707317073","2.33","4.92","2.07","2.85","7.26","63.64","16.85","13.85","1.86","27.73","21.25","10.89","1.81","0","2.59","0","0","0","0","0","0","2.33","0.78","0.26","0.26","0","0","0","-"
"40","Mattias Ekholm","EDM","D","65","63.616666666667","0.97871794871795","2.83","3.77","0.94","2.83","6.6","63.64","10.37","27.27","0.93","19.81","13.2","5.66","0.94","0","1.89","0","0","0","0","0","0","1.89","0.94","0.94","1.89","1.89","0","0","-"
"66","Nikita Kucherov","T.B","R","78","298.75","3.8301282051282","1.61","7.63","4.82","2.81","9.24","88.46","12.85","12.50","1.36","25.71","17.67","8.23","0.8","0","2.41","0.4","0.2","0.2","0","0","0","3.41","0.6","0.6","1.61","0","0","0","-"
"15","Patrick Kane","DET","R","72","215.1","2.9875","3.35","5.02","2.23","2.79","8.37","66.67","13.95","24.00","1.97","27.89","20.08","16.18","2.79","0","1.95","0","0","0","0","0","0","2.79","0.28","0","0.56","0","0.84","1.12","11.95"
"218","Martin Necas","CAR, COL","C","79","284.5","3.6012658227848","2.53","5.27","2.53","2.74","7.8","69.81","11.39","22.22","1.17","17.5","14.13","6.54","1.9","0","1.27","0","0","0","0","0","0.21","2.53","0.21","0","1.48","0.21","1.48","2.11","8.68"
"323","Logan Cooley","UTA","C","75","174.9","2.332","2.4","4.46","1.72","2.74","6.86","68.97","8.23","29.17","1.51","16.47","12.69","8.23","4.46","0","0.34","2.06","1.03","1.03","0","0","0.34","1.03","0","0.34","2.06","0.69","17.15","19.21","16.18"
"173","Mitch Marner","TOR","R","81","241.8","2.9851851851852","1.49","6.7","3.97","2.73","8.19","73.33","7.2","20.69","0.98","18.11","11.41","8.68","1.24","0","2.73","0.99","0.5","0.5","0","0","0.25","3.47","0.99","0","0.74","0.25","0","0","-"
"341","Macklin Celebrini","S.J","C","70","220.08333333333","3.1440476190476","2.18","3.82","1.09","2.73","6","78.57","16.63","13.11","1.91","34.35","25.63","17.72","1.91","0","2.73","0","0","0","0","0","0.55","3.27","0.55","0.55","2.45","0","16.9","13.36","15.23"
"158","Vince Dunn","SEA","D","62","154.9","2.4983870967742","0.77","3.87","1.16","2.71","4.65","57.14","10.07","7.69","0.78","21.3","15.49","4.26","0.39","0","1.55","0.77","0.39","0.39","0","0","0.39","1.55","1.16","0.39","0.39","0.77","0","0","-"
"242","Rasmus Sandin","WSH","D","82","66.4","0.80975609756098","0.9","3.61","0.9","2.71","4.52","62.50","1.81","50.00","0.26","7.23","3.61","2.71","0.9","0.9","0.9","0","0","0","0","0","0","0.9","0","1.81","0.9","0","0","0","-"
"259","Jack Hughes","N.J","C","62","199.46666666667","3.2172043010753","1.8","6.32","3.61","2.71","8.12","69.23","14.14","12.77","1.59","29.78","19.25","13.24","2.71","0.3","4.81","0.6","0.3","0.3","0","0","0.3","6.62","0.3","0.3","1.8","0","3.01","6.02","10.03"
"27","Jared Spurgeon","MIN","D","66","111.11666666667","1.6835858585859","0.54","4.32","1.62","2.7","4.86","81.82","7.02","7.69","0.56","12.42","9.72","3.78","0.54","0","0.54","2.16","1.08","1.08","0","0","0","1.08","2.16","0.54","0.54","0.54","0","0","-"
"102","Shea Theodore","VGK","D","67","178.08333333333","2.657960199005","0.67","5.73","3.03","2.7","6.4","59.38","8.42","8.00","0.64","19.88","11.79","7.41","0.67","0","1.68","0","0","0","0","0","0","2.02","0.34","0.34","0.67","1.35","0","0","-"
"298","JJ Peterka","BUF","R","77","224.1","2.9103896103896","1.61","3.21","0.54","2.68","4.82","56.25","9.1","17.65","1.23","20.35","13.92","8.3","1.61","0.54","1.34","0.54","0.27","0.27","0","0","0.27","2.68","0.54","0.54","1.61","0","0","0","-"
"33","Matt Duchene","DAL","C","82","206.23333333333","2.5150406504065","2.33","5.53","2.91","2.62","7.86","79.41","8.15","28.57","1.31","20.07","13.09","10.76","3.78","0","1.75","0","0","0","0","0","0.29","2.62","0.58","0","0.87","0","13.96","13.09","15.02"
"124","Leon Draisaitl","EDM","C","71","232.86666666667","3.2798122065728","4.12","4.64","2.06","2.58","8.76","80.95","15.97","25.81","2.74","28.86","23.96","11.59","4.64","0.26","3.09","0","0","0","0","0","0.26","2.06","0.26","0","0.77","0","30.92","24.48","14.38"
"28","Marcus Johansson","MIN","L","72","93.233333333333","1.2949074074074","0.64","3.22","0.64","2.57","3.86","60.00","6.44","10.00","0.84","10.94","8.37","7.72","3.86","0","1.93","0","0","0","0","0","0","1.29","1.93","2.57","5.15","0","0.64","1.29","21.45"
"275","Connor Zary","CGY","C","54","117.31666666667","2.1725308641975","0.51","4.09","1.53","2.56","4.6","75.00","10.74","4.76","1.35","18.41","14.32","12.27","7.16","0","2.05","0","0","0","0","0","0.51","1.53","1.02","0.51","1.02","0","7.16","10.74","20.46"
"224","Neal Pionk","WPG","D","69","94.25","1.3659420289855","2.55","5.09","2.55","2.55","7.64","66.67","7.64","33.33","0.69","24.83","16.55","3.18","0","0","3.18","2.55","1.27","1.27","0","0","0","1.91","3.18","0.64","0.64","1.27","0","0","-"
"126","William Nylander","TOR","R","82","263.88333333333","3.2180894308943","2.73","4.09","1.59","2.5","6.82","66.67","10.69","25.53","1.61","25.24","17.96","12.05","2.27","0.23","1.36","0","0","0","0","0","0","2.96","0.68","0","1.14","0","2.5","1.59","13.90"
"38","Reilly Smith","NYR, VGK","R","79","73.233333333333","0.92700421940928","1.64","3.28","0.82","2.46","4.92","85.71","10.65","15.38","1.53","15.57","13.93","8.19","4.92","0","0","0","0","0","0","0","0","4.1","2.46","1.64","1.64","0.82","0.82","0","81.93"
"179","Artemi Panarin","NYR","L","80","250.86666666667","3.1358333333333","1.91","4.31","1.91","2.39","6.22","83.87","14.35","13.33","1.78","41.38","26.07","16.74","1.2","0","1.67","0","0","0","0","0","0","2.63","0.96","0.24","1.67","0.48","0","0","-"
"107","Nathan MacKinnon","COL","C","79","302.53333333333","3.8295358649789","1.78","5.75","3.37","2.38","7.54","74.51","12.69","14.06","1.61","25.98","17.06","11.11","1.98","0","2.58","0.4","0.2","0.2","0","0","0.79","2.58","0.2","0.59","1.59","0","18.05","12.69","11.64"
"217","Miro Heiskanen","DAL","D","50","179.16666666667","3.5833333333333","0","2.34","0","2.34","2.34","41.18","6.7","0.00","0.49","22.1","11.05","6.03","0","0.33","1","0","0","0","0","0","0","1.34","1","1","0.33","0","0","0","-"
"64","Brandon Saad","STL, VGK","L","72","51.883333333333","0.72060185185185","0","3.47","1.16","2.31","3.47","42.86","4.63","0.00","0.54","12.72","6.94","6.94","2.31","1.16","0","0","0","0","0","0","0","3.47","0","0","0","1.16","0","0","-"
"149","Darren Raddysh","T.B","D","73","129.71666666667","1.7769406392694","0.93","3.24","0.93","2.31","4.16","45.00","9.71","9.52","1.08","23.59","15.26","9.25","1.39","0.46","1.39","0","0","0","0","0","0","0.93","0.46","0.46","1.39","0.93","0","0","-"
"310","Dylan Guenther","UTA","R","70","236.28333333333","3.3754761904762","3.05","4.32","2.03","2.29","7.36","67.44","15.74","19.35","1.71","27.93","21.08","14.98","2.03","0","1.52","1.02","0.25","0.25","0","0","0","2.03","0.25","0.25","2.03","0.25","0.25","0.25","12.70"
"46","Justin Faulk","STL","D","78","159.23333333333","2.041452991453","0.38","4.14","1.88","2.26","4.52","54.55","8.67","4.35","0.79","19.97","12.06","7.54","1.13","0","1.51","0.75","0.38","0.38","0","0","0","1.88","0.75","0.75","0.75","0.75","0","0","-"
"322","Ryker Evans","SEA","D","73","53.85","0.73767123287671","1.11","2.23","0","2.23","3.34","75.00","6.69","16.67","0.76","11.14","7.8","3.34","2.23","0","0","0","0","0","0","0","0","1.11","1.11","0","3.34","1.11","0","0","-"
"89","Oskar Sundqvist","STL","C","67","80.9","1.2074626865672","2.97","2.22","0","2.22","5.19","70.00","11.12","26.67","3.91","20.77","20.02","19.28","16.32","0","4.45","1.48","0.74","0.74","0","0","0.74","0.74","2.22","0","5.19","0","5.19","6.67","32.45"
"200","Filip Hronek","VAN","D","61","108.85","1.7844262295082","0","3.86","1.65","2.2","3.86","77.78","6.06","0.00","0.63","17.64","11.58","4.96","0","0","1.65","1.1","0.55","0.55","0","0","0.55","2.76","0.55","1.1","0.55","0.55","0","0","-"
"308","Matt Coronato","CGY","R","77","191.38333333333","2.4854978354978","1.57","3.76","1.57","2.19","5.33","60.71","10.03","15.63","1.74","20.69","15.05","13.48","5.64","0","3.76","0","0","0","0","0","0","1.57","0.31","0","2.19","0","4.7","5.02","15.17"
"80","Jonathan Marchessault","NSH","R","78","248.36666666667","3.184188034188","0.97","4.59","2.42","2.17","5.56","60.53","14.01","6.90","1.87","23.67","17.39","14.49","5.56","0","2.42","2.42","1.21","1.21","0","0","0.48","2.42","0","1.93","1.21","0.24","0.24","0.72","6.04"
"291","Emil Andrae","PHI","D","42","55.433333333333","1.3198412698413","0","3.25","1.08","2.16","3.25","75.00","5.41","0.00","0.24","15.15","6.49","2.16","0","1.08","2.16","2.16","1.08","1.08","0","0","0","2.16","3.25","2.16","1.08","0","0","0","-"
"86","Teuvo Teravainen","CHI","C","82","196.21666666667","2.3928861788618","2.14","5.2","3.06","2.14","7.34","60.00","6.12","35.00","1.06","12.54","9.79","4.89","2.14","0","1.22","0","0","0","0","0","0.92","3.06","0.92","0","1.22","0","5.81","7.03","13.83"
"213","Nick Suzuki","MTL","C","82","279.91666666667","3.4136178861789","0.86","4.93","2.79","2.14","5.79","71.05","7.72","11.11","1.14","17.15","12.43","10.72","3.22","0.21","1.71","0.43","0.21","0.21","0","0","0.21","3.64","0.64","1.07","3.64","0","30.01","30.01","10.72"
"6","Anze Kopitar","L.A","C","81","224.9","2.7765432098765","1.07","4.8","2.67","2.13","5.87","73.33","3.73","28.57","0.92","9.34","6.4","6.67","3.73","0","0.8","0","0","0","0","0","0","2.4","0","0","1.07","0","43.22","19.21","18.47"
"294","Cole Perfetti","WPG","C","82","140.58333333333","1.7144308943089","2.13","4.27","2.13","2.13","6.4","60.00","11.52","18.52","1.72","19.21","15.36","12.8","6.4","0","1.28","0","0","0","0","0","0","3.41","0.43","0","2.99","0","1.28","2.99","12.80"
"198","Mikhail Sergachev","UTA","D","77","254.95","3.311038961039","0.71","4.71","2.59","2.12","5.41","48.94","4.94","14.29","0.5","14.59","8.71","4.24","0.24","0","0.47","0.94","0.47","0.47","0","0","0","2.12","1.65","1.18","0.24","1.88","0","0","-"
"94","MacKenzie Weegar","CGY","D","81","229.41666666667","2.832304526749","1.05","4.45","2.35","2.09","5.49","63.64","9.94","10.53","0.76","26.94","14.38","9.94","0.52","0.26","1.83","0.52","0.26","0.26","0","0","0","3.66","1.57","1.57","1.05","0.26","0","0","-"
"211","Gabriel Vilardi","WPG","C","71","201.86666666667","2.8431924882629","3.57","3.86","1.78","2.08","7.43","60.98","11.29","31.58","2.2","17.54","15.16","15.75","11.29","0","2.08","0.59","0.3","0.3","0","0","0.59","2.68","0.59","0","2.68","0","6.84","3.86","18.99"
"87","Filip Forsberg","NSH","L","82","261.75","3.1920731707317","2.29","3.67","1.6","2.06","5.96","65.00","17.19","13.33","2.24","33.7","24.99","16.05","2.98","0.46","3.21","1.38","0.69","0.69","0","0","0.23","3.9","0.46","1.38","2.29","0.23","0","0","-"
"221","Cale Makar","COL","D","80","291.61666666667","3.6452083333333","2.47","4.73","2.67","2.06","7.2","77.78","12.76","19.35","1.19","29.01","19.75","10.9","1.85","0.21","2.06","0","0","0","0","0","0","1.44","1.44","0.62","0.21","1.44","0","0","-"
"258","Matt Boldy","MIN","L","82","262.16666666667","3.1971544715447","1.37","3.43","1.37","2.06","4.81","65.63","15.79","8.70","1.77","29.52","21.97","14.42","3.66","0.23","3.43","0.92","0.46","0.46","0","0","0.46","2.52","2.06","0.46","2.98","0","3.89","3.43","12.16"
"216","Morgan Frost","CGY, PHI","C","81","205.31666666667","2.5347736625514","0.58","3.8","1.75","2.05","4.38","60.00","7.01","8.33","1.33","14.9","11.4","8.47","4.38","0","1.46","0.58","0.29","0.29","0","0","0","2.92","0","0.88","1.17","0.29","30.68","26.01","15.82"
"24","Roman Josi","NSH","D","53","176.75","3.3349056603774","0.68","5.09","3.06","2.04","5.77","65.38","8.15","8.33","1.14","22.4","14.94","8.83","2.04","0.68","1.7","1.36","0.68","0.68","0","0","0","1.7","1.36","0","0.34","2.38","0","0","-"
"117","Max Domi","TOR","C","74","88.866666666667","1.2009009009009","0","4.73","2.7","2.03","4.73","77.78","7.43","0.00","1.36","23.63","14.85","11.48","3.38","0.68","3.38","1.35","0.68","0.68","0","0","0.68","0.68","0.68","0","1.35","0","16.2","12.83","37.68"
"293","Luke Evangelista","NSH","R","68","88.466666666667","1.3009803921569","0.68","2.71","0.68","2.03","3.39","62.50","7.46","9.09","1.19","15.6","10.85","6.1","3.39","0.68","0","1.36","0.68","0.68","0","0","0","1.36","0.68","0.68","2.03","0","0","0","-"
"60","Ondrej Palat","N.J","L","77","59.366666666667","0.77099567099567","2.02","2.02","0","2.02","4.04","100.00","7.07","28.57","1.61","13.14","10.11","12.13","5.05","0","1.01","2.02","1.01","1.01","0","0","0","4.04","0","2.02","1.01","0","0","0","-"
"299","Bobby McMann","TOR","C","74","88.95","1.202027027027","2.02","2.02","0","2.02","4.05","60.00","9.44","21.43","1.54","13.49","11.47","11.47","8.77","0","2.02","0","0","0","0","0","0.67","1.35","0","0.67","3.37","0","0.67","2.7","13.49"
"313","Mackie Samoskevich","FLA","R","72","119.08333333333","1.6539351851852","2.02","3.53","1.51","2.02","5.54","64.71","19.15","10.53","3.15","33.76","27.21","19.15","9.07","1.51","5.54","0","0","0","0","0","0.5","2.02","0.5","2.02","2.02","0","0","0","-"
"50","Vladimir Tarasenko","DET","R","80","120.93333333333","1.5116666666667","0.5","3.47","1.49","1.98","3.97","57.14","11.41","4.35","1.5","28.28","16.37","13.89","2.48","0","2.48","0","0","0","0","0","0.5","2.98","0.5","0.5","1.49","0","0","0","-"
"82","Brady Skjei","NSH","D","82","121.85","1.4859756097561","0.98","3.94","1.97","1.97","4.92","71.43","6.4","15.38","0.44","15.26","8.86","2.95","0","0","1.97","1.97","0.98","0.98","0","0","0","2.95","0.49","0","0.49","0","0","0","-"
"292","Jamie Drysdale","PHI","D","70","152","2.1714285714286","0.79","1.97","0","1.97","2.76","46.67","4.34","18.18","0.29","13.42","6.71","3.55","0.39","0","1.18","1.58","0.79","0.79","0","0","0.39","0.79","0.39","0","1.18","1.18","0","0","-"
"74","J.T. Miller","NYR, VAN","C","72","215.26666666667","2.9898148148148","1.39","4.74","2.79","1.95","6.13","75.86","8.36","16.67","1.48","18.67","13.94","11.43","3.9","0","2.51","0.56","0.28","0.28","0","0","0.28","2.79","0.84","0.84","2.51","0.56","23.97","17.28","16.20"
"188","Adam Fox","NYR","D","74","215.91666666667","2.9177927927928","0.28","4.72","2.78","1.95","5","64.29","6.95","4.00","0.84","16.95","10.84","5.84","0.56","0","0.83","0.56","0.28","0.28","0","0","0.28","1.67","1.11","1.11","0.56","0.56","0","0","-"
"128","Kevin Fiala","L.A","L","81","247.85","3.0598765432099","3.39","2.66","0.73","1.94","6.05","80.65","12.35","27.45","1.69","30.5","21.55","15.25","2.42","0","2.9","0.97","0.48","0.48","0","0","0","1.69","0.48","1.21","0.97","0","0.24","0.24","12.10"
"83","Mike Matheson","MTL","D","80","156.8","1.96","0.38","3.44","1.53","1.91","3.83","76.92","6.51","5.88","0.55","18.75","10.33","4.97","0","0","1.15","0.77","0.38","0.38","0","0","0.38","1.53","3.06","0","0.38","0.77","0","0","-"
"110","Seth Jones","CHI, FLA","D","63","158.76666666667","2.5201058201058","1.89","5.29","3.4","1.89","7.18","63.33","10.2","18.52","0.86","20.03","12.85","9.07","0.76","0","1.89","0.76","0.38","0.38","0","0","0","2.65","1.51","1.13","0.38","0.38","0","0","-"
"123","Sam Reinhart","FLA","C","79","256.3","3.2443037974684","3.04","3.98","2.11","1.87","7.02","63.83","11.94","25.49","2.61","23.88","19.43","17.79","11","0.23","1.87","0","0","0","0","0","0","2.34","0.23","1.17","1.87","0.23","5.15","7.96","9.20"
"276","Dylan Holloway","STL","L","77","128.36666666667","1.6670995670996","2.8","3.27","1.4","1.87","6.08","68.42","13.09","21.43","1.75","23.84","21.03","11.69","3.27","0","2.34","0","0","0","0","0","0","1.87","0.47","2.34","2.8","0","2.34","3.74","17.98"
"332","Nick Blankenburg","NSH","D","60","64.183333333333","1.0697222222222","0.93","4.67","2.8","1.87","5.61","60.00","5.61","16.67","0.35","11.22","7.48","2.8","0.93","0","1.87","3.74","1.87","1.87","0","0","1.87","0","1.87","1.87","0","0.93","0","0","-"
"92","Erik Gustafsson","DET","D","60","97.5","1.625","0.62","4.92","3.08","1.85","5.54","56.25","7.38","8.33","0.69","20.31","12.92","6.77","0.62","0","4.92","0","0","0","0","0","0","1.85","0.62","0","2.46","0.62","0","0","-"
"109","Jonathan Drouin","COL","L","43","131.98333333333","3.0693798449612","1.36","4.09","2.27","1.82","5.46","48.00","5","27.27","0.89","10.46","8.64","5.91","1.82","0","0.91","0","0","0","0","0","0","2.73","0","0","0","0.45","0.45","0.91","15.15"
"114","Rasmus Ristolainen","PHI","D","63","65.95","1.0468253968254","0","2.73","0.91","1.82","2.73","60.00","4.55","0.00","0.34","15.47","9.1","2.73","0","0","0.91","0","0","0","0","0","0","0.91","3.64","0","0.91","0.91","0","0","-"
"153","Rasmus Andersson","CGY","D","81","165.23333333333","2.0399176954733","1.09","2.18","0.36","1.82","3.27","60.00","9.08","12.00","0.62","19.25","12.35","6.17","0","0","3.27","0.73","0.36","0.36","0","0","0","2.18","1.45","0.73","1.45","0.73","0","0","-"
"21","Erik Karlsson","PIT","D","82","200.21666666667","2.4416666666667","0.6","3.9","2.1","1.8","4.5","50.00","11.09","5.41","1.04","24.87","15.88","7.49","0.9","0","3.9","1.2","0.6","0.6","0","0","0","2.7","0.9","0.3","2.1","0.6","0","0","-"
"133","Nick Schmaltz","UTA","C","82","268.25","3.2713414634146","2.01","3.58","1.79","1.79","5.59","51.02","10.07","20.00","1.97","18.12","14.32","16.33","6.04","0","1.57","0.89","0.45","0.45","0","0","0.45","1.79","0.22","0.67","1.12","0.67","10.29","10.07","11.31"
"187","Auston Matthews","TOR","C","67","200.91666666667","2.9987562189055","2.99","4.48","2.69","1.79","7.47","78.13","21.2","14.08","3.08","33.15","27.77","21.8","7.47","0","4.48","0","0","0","0","0","0","2.09","0","0","1.19","0","9.56","7.47","16.77"
"214","Robert Thomas","STL","C","70","168.65","2.4092857142857","1.07","5.69","3.91","1.78","6.76","79.17","6.4","16.67","0.9","17.08","11.74","7.12","0.71","0","1.07","0","0","0","0","0","0","4.27","0.36","0","2.49","0","31.31","25.62","19.57"
"4","Evgeni Malkin","PIT","C","68","169.96666666667","2.4995098039216","1.41","4.24","2.47","1.77","5.65","57.14","11.3","12.50","1.9","20.47","15.18","10.94","4.94","0.35","4.24","2.12","0.71","0.71","0","0","0.35","3.18","0.35","0.35","1.77","0","5.3","5.3","17.65"
