"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"171","Jack Eichel","VGK","C","77","120.21666666667","1.5612554112554","19.96","124.28","13.84","16.97","86.84","16.35","12.98","56.9","18.57","1","9.48","9.52","1.39","8.2","14.50","8.48","65.88","11.41","3.99","23.46","14.55","0.5","2","20.00","5.99","56.56","9.57","0.67","5.99","10.00","8.65","134.81","6.03","0","4.33","0.00","7.69","83.33","0.910","0.5","3.49","50.91","20.96","0.97","2.5","4.99","69.37","3.47"
"74","Ryan Nugent-Hopkins","EDM","C","78","134.86666666667","1.7290598290598","12.01","124.12","8.82","9.79","85.86","10.23","8.45","58.28","12.67","0.89","8.45","9.52","0.27","8.97","2.95","2.22","73.85","2.92","0.44","22.69","1.92","0","4.45","0.00","2.37","68.22","3.36","0.59","2.97","16.67","3.21","150.37","2.09","0","2.57","0.00","10.53","85.50","0.960","1.33","6.23","69.85","19.13","1.88","1.78","6.23","101.43","1.72"
"163","Jake Middleton","MIN","D","67","136.2","2.0328358208955","9.25","123.35","6.98","7.49","93.83","7.39","6.17","63.88","8.81","0.88","8.81","9.09","0.4","8.81","4.35","2.64","63","4.03","0","20.26","0.00","0","2.64","0.00","3.52","56.98","5.83","0.59","3.52","14.29","4.45","134.26","3.21","0","5.09","0.00","14.29","86.21","1.005","0","6.61","35.68","28.19","0.00","1.32","10.13","63.44","2.04"
"145","Frederick Gaudreau","MIN","C","82","146.46666666667","1.7861788617886","8.19","123.3","6.23","6.96","98.73","6.59","6.55","69.64","8.60","0","9.83","0.00","0.11","9.52","1.13","1.23","64.72","1.86","0","24.58","0.00","0","4.1","0.00","1.64","53.53","2.97","0","4.37","0.00","1.78","140.24","1.25","0","3.55","0.00","0.00","85.88","0.859","0.41","8.19","47.93","27.04","0.85","1.64","11.88","70.87","2.26"
"227","Justin Danforth","CBJ","R","61","101.33333333333","1.6612021857923","15.39","123.16","11.11","14.21","91.18","13.48","13.03","64.54","16.79","0.59","7.11","7.69","0.69","10.36","6.21","7.11","74.01","8.76","1.18","38.49","2.99","0.59","3.55","14.29","7.89","47.37","14.29","0","4.74","0.00","5.99","124.01","4.61","0","0","-","4.55","88.99","0.935","0.59","2.96","53.88","27.83","1.09","1.78","5.92","75.79","2.29"
"42","David Savard","MTL","D","75","239.8","3.1973333333333","12.76","123.1","9.39","11.01","89.57","10.95","8.76","61.55","12.46","1","7.51","11.76","0.66","9.96","6.22","5.25","69.81","7.00","1","27.52","3.51","0.25","3","7.69","5.67","56.38","9.14","1","3.67","21.43","4.34","128.3","3.27","0","2.53","0.00","11.43","87.80","0.992","0.75","4.75","43.79","11.76","1.69","1.75","7.26","71.31","2.40"
"138","Alexander Wennberg","S.J","C","77","110.5","1.4350649350649","13.57","122.71","9.96","11.4","95.02","10.71","10.32","59.73","14.73","0","9.77","0.00","0.38","11.48","3.18","4.34","71.13","5.76","0.54","33.67","1.59","0","2.17","0.00","5.07","49.95","9.21","0","4.34","0.00","7.84","112.94","6.49","0","6.27","0.00","0.00","83.64","0.836","2.17","5.43","36.38","47.78","5.63","4.89","7.6","44.52","9.89"
"272","Kevin Bahl","CGY","D","73","182.31666666667","2.4974885844749","12.51","122.42","9.27","10.86","94.78","10.28","9.21","63.84","12.61","1.32","9.54","12.12","0.99","9.68","9.24","5.92","71.41","7.66","2.63","29.95","8.08","1.32","3.62","26.67","4.39","55.29","7.35","0","4.39","0.00","5.23","143.56","3.51","0","3.8","0.00","14.29","85.05","0.993","0.66","6.25","45.09","21.06","1.44","0.99","10.86","79.97","1.22"
"167","Rasmus Andersson","CGY","D","81","203.2","2.5086419753086","15.06","121.65","11.02","11.22","92.13","10.86","9.15","62.6","12.76","0.59","10.04","5.56","0.83","9.35","8.19","6.5","69.39","8.56","2.36","29.82","7.34","0.59","4.13","12.50","5.51","52.76","9.46","0","5.12","0.00","8.1","147.57","5.21","0","2.99","0.00","6.45","83.96","0.904","0.89","5.61","45.77","23.92","1.90","1.77","11.81","82.68","2.10"
"18","Alex Pietrangelo","VGK","D","71","147.83333333333","2.0821596244131","15.42","121.35","11.28","13.39","84.83","13.64","10.55","55.2","16.05","1.22","8.52","12.50","0.57","7.89","6.73","5.68","62.5","8.33","1.62","22.73","6.67","0.41","2.84","12.50","5.41","53.03","9.26","1.08","5.41","16.67","7.03","133.66","5.00","0","2.34","0.00","11.54","84.56","0.961","0","4.87","37.75","17.05","0.00","3.25","8.93","65.34","4.73"
"43","Ben Chiarot","DET","D","81","140.98333333333","1.7405349794239","10.64","121.29","8.06","10.21","88.95","10.30","9.79","58.73","14.29","0.85","12.34","6.45","0.91","9.39","8.87","4.68","70.22","6.25","2.55","28.09","8.33","0","6.38","0.00","2.84","56.18","4.81","1.13","3.4","25.00","2.46","114.95","2.09","0","4.92","0.00","8.70","78.99","0.877","0","4.68","34.47","30.22","0.00","0.43","8.09","52.35","0.81"
"126","J.T. Compher","DET","L","76","120.4","1.5842105263158","8.47","120.6","6.56","7.97","86.71","8.42","6.98","55.81","11.11","0.5","14.45","3.33","0.51","9.3","5.21","3.49","64.29","5.15","2.49","28.9","7.94","0","6.48","0.00","1.33","47.18","2.74","0.66","4.65","12.50","2.88","132.45","2.13","0","6.48","0.00","7.14","74.11","0.813","0","5.48","48.34","34.39","0.00","1","8.97","65.28","1.50"
"26","Adam Henrique","EDM","C","81","129.46666666667","1.598353909465","13.44","120.49","10.03","12.05","81.1","12.94","11.59","53.3","17.86","1.39","6.49","17.65","0.63","8.06","7.25","4.17","67.2","5.84","1.39","19.46","6.67","0.46","2.78","14.29","3.71","63.65","5.50","0.62","4.33","12.50","3.35","153.96","2.13","0","0.67","0.00","12.00","87.83","0.998","0.46","6.49","73.22","19","0.63","0.93","6.95","101.96","0.90"
"299","Simon Holmstrom","NYI","R","75","104.2","1.3893333333333","16.7","120.35","12.18","16.12","98.46","14.07","11.52","66.22","14.81","2.3","8.64","21.05","0.99","9.74","9.21","8.06","55.85","12.61","3.45","25.34","12.00","0.58","3.45","14.29","6.14","40.69","13.11","2.3","2.3","50.00","9.98","127.26","7.27","0","4.99","0.00","20.00","86.96","1.070","0","11.52","36.28","44.34","0.00","1.73","16.12","46.64","3.57"
"182","Nicolas Roy","VGK","C","71","55.6","0.7830985915493","6.47","119.78","5.13","5.4","83.09","6.10","5.4","53.96","9.09","0","8.63","0.00","0.38","7.97","4.55","2.16","63.67","3.28","0","19.42","0.00","0","3.24","0.00","2.88","58.99","4.65","0","2.88","0.00","7.79","115.35","6.33","0","4.68","0.00","0.00","84.00","0.840","4.32","4.32","44.24","51.8","8.89","6.47","9.71","48.56","11.76"
"247","Jan Rutta","S.J","D","54","96.366666666667","1.7845679012346","13.7","119.54","10.28","11.83","92.77","11.31","8.72","63.51","12.07","1.25","8.72","12.50","0.69","10.47","6.16","5.6","66","7.83","2.49","29.89","7.69","0.62","2.49","20.00","4.15","48.15","7.94","0","1.66","0.00","6.3","104.32","5.69","0.9","7.19","11.11","14.29","86.27","1.006","1.25","1.87","29.26","50.43","4.08","2.49","5.6","34.87","6.67"
"231","Mario Ferraro","S.J","D","78","209.6","2.6871794871795","11.16","119.08","8.57","10.02","91.6","9.86","8.87","61.55","12.60","0.57","9.73","5.56","0.61","9.74","5.90","4.29","66.7","6.05","2","24.9","7.45","0","2.29","0.00","3.05","55.73","5.19","0.38","4.58","7.69","5.79","121.98","4.53","0.41","5.79","6.67","6.45","84.19","0.906","0.86","5.44","31.2","19.47","2.68","2.86","8.59","55.53","4.90"
"104","Adam Pelech","NYI","D","60","115.56666666667","1.9261111111111","19.21","118.89","13.91","17.65","89.82","16.43","14.54","58.15","20.00","2.6","9.86","20.83","1.21","10.66","10.18","10.9","63.86","14.58","4.15","30.63","11.94","0.52","2.6","16.67","9","44.3","16.88","2.77","4.85","36.36","7.5","128.24","5.52","0","5.25","0.00","17.86","83.04","1.009","0.52","7.79","48.8","16.61","1.05","3.12","14.54","68.01","4.38"
"85","Barclay Goodrow","S.J","C","77","157.13333333333","2.0406926406926","13.36","118.37","10.14","12.6","85.53","12.84","11.07","58.04","16.02","0.76","7.64","9.09","0.62","10.12","5.76","3.82","67.59","5.35","1.91","26.73","6.67","0","3.82","0.00","2.55","54.48","4.46","0.51","2.04","20.00","7.17","121.89","5.56","0.55","3.31","14.29","6.90","86.84","0.937","0.38","5.35","45.44","32.46","0.83","0.38","7.64","58.04","0.65"
"242","Ryan Poehling","PHI","C","68","98.883333333333","1.4541666666667","14.56","118.32","10.96","11.53","80.09","12.58","9.71","50.97","16.00","0.61","7.89","7.14","0.61","8.93","6.44","6.67","64.92","9.32","4.25","27.3","13.46","0","4.85","0.00","3.24","50.16","6.06","0","1.62","0.00","7.89","129.72","5.73","0.88","2.63","25.00","6.25","84.52","0.908","2.43","3.03","47.94","39.44","4.82","2.43","5.46","61.28","3.81"
"46","Nic Dowd","WSH","C","82","210.58333333333","2.5680894308943","11.4","118.24","8.79","10.26","86.05","10.65","7.98","54.42","12.79","0.57","7.12","7.41","0.33","8.61","3.71","2.85","51.29","5.26","0.85","19.37","4.23","0.28","3.13","8.33","2.66","42.55","5.88","0.38","1.9","16.67","7","162.15","4.14","0","3.7","0.00","7.14","86.91","0.941","1.42","10.83","54.99","24.5","2.53","2.28","12.25","81.77","2.71"
"259","Martin Fehervary","WSH","D","81","245.58333333333","3.0318930041152","9.77","118","7.65","9.04","87.71","9.34","7.09","57.9","10.90","1.47","7.82","15.79","0.57","9.12","5.87","3.91","53.99","6.75","2.2","22.72","8.82","0.73","3.18","18.75","2.28","41.7","5.19","0.65","1.95","25.00","4.23","146.45","2.81","0.35","4.59","7.14","20.69","86.50","1.072","0.24","7.33","36.4","11.48","0.67","0.73","11.73","67.92","1.07"
"135","Bo Horvat","NYI","C","81","88.016666666667","1.0866255144033","21.81","117.93","15.61","19.77","92.71","17.58","17.04","59.31","22.32","1.36","8.86","13.33","1.56","10.25","13.20","12.95","66.12","16.38","2.05","29.99","6.38","0","4.77","0.00","14.54","48.17","23.19","1.82","1.82","50.00","13.79","117.17","10.53","0","3.94","0.00","8.00","85.06","0.931","0.68","6.82","43.63","44.31","1.54","3.41","8.86","63.4","5.10"
"93","Mike Matheson","MTL","D","80","277.43333333333","3.4679166666667","14.71","117.87","11.09","12.76","85.86","12.94","10.16","59.26","14.64","1.51","7.14","17.50","0.68","9.58","6.60","5.41","67.04","7.46","1.51","26.82","5.34","0.65","3.46","15.79","5.19","53.63","8.82","1.15","3.17","26.67","6.25","120.89","4.91","0","1.87","0.00","14.89","87.96","1.028","0.43","4.76","31.36","8.65","1.36","1.73","9.08","64.02","2.63"
"156","Christian Dvorak","MTL","C","82","184.86666666667","2.2544715447154","11.36","117.81","8.79","10.06","77.57","11.48","7.46","52.9","12.37","0.32","7.14","4.35","0.46","8.33","5.26","4.22","66.53","5.96","1.3","24.02","5.13","0.32","3.25","9.09","3.89","56.69","6.43","0","2.6","0.00","4.69","112.04","4.02","0","2.81","0.00","4.35","86.50","0.909","0.97","6.82","33.43","38.62","2.83","1.3","8.76","50.63","2.50"
"239","Henri Jokiharju","BOS, BUF","D","60","50.483333333333","0.84138888888889","13.07","117.66","10.00","13.07","93.89","12.22","8.32","74.88","10.00","2.38","7.13","25.00","1.17","9.56","10.94","5.94","70.12","7.81","3.57","33.28","9.68","1.19","3.57","25.00","3.17","49.13","6.06","1.58","4.75","25.00","6.87","82.4","7.69","0","0","-","28.57","90.48","1.190","1.19","9.51","11.89","73.69","9.09","3.57","16.64","21.39","14.29"
"340","Collin Graf","S.J","R","33","64.366666666667","1.9505050505051","13.05","117.45","10.00","12.12","81.1","13.00","11.19","50.34","18.18","0.93","6.53","12.50","0.37","8.75","4.07","2.8","63.39","4.23","0","22.37","0.00","0","2.8","0.00","3.73","54.69","6.38","1.24","2.49","33.33","9.43","154.84","5.74","0","2.69","0.00","8.33","87.04","0.954","0","4.66","48.47","22.37","0.00","0.93","5.59","73.64","1.25"
"67","Adam Lowry","WPG","C","73","143.86666666667","1.9707762557078","11.26","117.19","8.77","9.59","83.41","10.31","6.67","50.46","11.68","1.25","7.51","14.29","1.13","9.17","10.97","5","59.22","7.79","1.67","25.02","6.25","0.42","2.92","12.50","4.45","45.6","8.89","0","2.78","0.00","3.01","146.99","2.01","0","3.61","0.00","18.75","85.12","1.039","0","10.43","63.39","19.18","0.00","0","12.09","85.08","0.00"
"281","Simon Benoit","TOR","D","78","163.33333333333","2.0940170940171","11.76","117.18","9.12","11.39","88.9","11.36","8.45","56.57","12.99","0.37","8.08","4.35","0.6","9.51","5.93","5.51","63.92","7.94","2.2","27.18","7.50","0.37","3.67","9.09","4.41","48.98","8.26","0","3.43","0.00","5.84","115.67","4.80","0","2.65","0.00","4.35","85.71","0.901","0.73","4.04","36.37","42.61","1.98","1.84","5.14","53.63","3.31"
"193","Noel Acciari","PIT","C","79","189.1","2.3936708860759","9.2","117.08","7.29","7.93","82.5","8.77","6.66","59.02","10.14","0.63","7.93","7.41","0.44","7.68","5.39","4.12","64.73","5.99","2.22","21.58","9.33","0","1.9","0.00","2.54","57.54","4.23","0.42","4.23","9.09","4.58","115.04","3.83","0","4.12","0.00","9.52","86.56","0.961","1.27","5.08","42.83","38.39","2.88","1.9","6.66","60.92","3.03"
"222","Brandon Duhaime","WSH","R","82","184.55","2.2506097560976","9.75","117.04","7.69","8.45","86.48","8.90","7.15","55.59","11.40","0.65","7.8","7.69","0.3","8.83","3.27","3.25","51.69","5.92","1.3","21.78","5.63","0.33","3.58","8.33","2.6","39.88","6.12","0.43","1.73","20.00","5.17","150.75","3.31","0","4.23","0.00","9.09","85.96","0.951","1.3","11.38","56.57","31.21","2.25","2.28","13","75.75","2.92"
"261","Isac Lundestrom","ANA","C","79","203.18333333333","2.57194092827","8.56","116.94","6.82","7.97","93.61","7.85","6.79","63.78","9.62","0.3","10.34","2.78","0.52","10.47","4.72","4.72","64.97","6.78","1.48","31.01","4.55","0","4.72","0.00","4.33","45.28","8.73","0.39","4.33","8.33","1.71","138.2","1.22","0","3.41","0.00","4.35","83.80","0.881","0.89","8.27","57.88","26.28","1.51","0.89","11.22","75.89","1.15"
"329","Matthew Knies","TOR","L","78","106.5","1.3653846153846","11.27","116.62","8.81","10.14","89.58","10.17","9.01","57.46","13.56","1.13","6.76","14.29","0.68","9.05","7.03","2.82","65.35","4.13","1.13","22.54","4.76","0","2.82","0.00","2.25","57.09","3.80","0","3","0.00","6.51","91.96","6.61","0.81","2.44","25.00","12.50","88.24","1.007","1.69","3.38","17.46","78.31","8.82","2.82","4.51","23.66","10.64"
"87","Yanni Gourde","SEA, T.B","C","57","62.833333333333","1.1023391812865","23.87","116.5","17.01","16.23","83.08","16.35","12.41","55.38","18.31","0","10.5","0.00","1.79","10.63","14.42","13.37","63.98","17.28","7.64","31.51","19.51","0","3.82","0.00","7.64","43.29","15.00","0","5.09","0.00","9.66","108.97","8.14","0","4.14","0.00","0.00","81.03","0.810","0","5.73","29.6","50.61","0.00","1.91","8.59","39.15","4.65"
"23","John Carlson","WSH","D","79","224.96666666667","2.8476793248945","10.93","116.02","8.61","9.6","86.95","9.94","7.73","57.08","11.93","1.07","7.73","12.12","0.61","8.92","6.41","4","53.34","6.98","2.13","21.6","8.99","0.53","2.93","15.38","2.49","42.32","5.56","0.71","2.13","25.00","4.62","146.78","3.05","0","4.62","0.00","13.79","86.45","1.002","0.27","7.47","38.67","14.4","0.68","0.8","11.74","70.14","1.13"
"289","Cam York","PHI","D","66","128.28333333333","1.9436868686869","13.1","115.99","10.14","11.23","75.3","12.97","8.42","50.05","14.40","1.4","6.55","17.65","0.85","9.41","8.27","5.14","69.22","6.92","3.27","27.6","10.61","0.47","4.68","9.09","2.49","55.5","4.30","0.62","1.87","25.00","8.11","118.23","6.42","0.68","0.68","50.00","16.67","86.92","1.036","0","6.55","37.42","34.61","0.00","2.81","9.35","58.46","4.58"
"109","Jake McCabe","TOR","D","66","167.13333333333","2.5323232323232","12.21","115.96","9.52","11.49","82.93","12.17","8.62","59.59","12.63","0.72","8.26","8.00","0.64","8.64","6.86","5.38","63.18","7.85","2.15","22.62","8.70","0","2.51","0.00","4.31","54.09","7.38","0.48","2.87","14.29","6.74","124.97","5.12","0.52","5.19","9.09","8.33","86.14","0.945","1.79","4.67","45.59","24.41","3.79","3.59","8.62","72.52","4.72"
"35","Brayden McNabb","VGK","D","82","162.5","1.9817073170732","13.29","115.57","10.32","11.82","81.23","12.70","9.23","52.06","15.06","1.48","8.12","15.38","0.53","7.59","6.53","4.8","60.18","7.39","1.48","22.15","6.25","0.37","2.58","12.50","4.43","50.71","8.04","1.48","3.94","27.27","4.8","125.33","3.69","0","3.73","0.00","16.00","84.40","1.004","0","4.8","41.72","13.29","0.00","2.22","8.86","65.35","3.28"
"269","Ty Dellandrea","S.J","C","68","73.283333333333","1.0776960784314","12.28","115.44","9.62","10.64","86.79","10.92","9.82","58.13","14.46","0.82","12.28","6.25","0.6","9.69","5.87","4.09","67.96","5.68","0.82","29.47","2.70","0","5.73","0.00","4.37","51.31","7.84","1.09","3.27","25.00","4.73","114.71","3.96","0","5.91","0.00","8.33","78.87","0.872","0","4.91","45.03","45.03","0.00","1.64","9.82","56.49","2.82"
"123","Ryan Graves","PIT","D","61","97.383333333333","1.5964480874317","10.47","115.21","8.33","8.01","81.94","8.90","4.93","58.53","7.77","0.62","8.63","6.67","0.77","7.53","9.30","6.78","68.39","9.02","1.23","15.4","7.41","0","1.85","0.00","7.39","70.65","9.47","0.82","6.57","11.11","4.45","89.89","4.72","0","2.67","0.00","12.50","85.26","0.978","0","3.7","31.42","44.36","0.00","0.62","5.55","41.9","1.45"
"72","Matt Nieto","PIT","L","32","65.683333333333","2.0526041666667","8.22","115.1","6.67","6.39","84.04","7.07","6.39","58.46","9.86","0","9.13","0.00","0.21","7.42","2.79","2.74","58.46","4.48","1.83","12.79","12.50","0","2.74","0.00","1.22","60.9","1.96","0","6.09","0.00","5.28","129.31","3.92","0","2.64","0.00","0.00","84.38","0.844","0.91","5.48","51.15","32.89","1.75","1.83","6.39","66.68","2.67"
"194","Kevin Stenlund","UTA","C","82","215.4","2.6268292682927","11.14","115.04","8.83","9.47","82.45","10.30","6.13","55.43","9.95","0.56","8.08","6.45","0.61","9.82","5.83","3.06","65.18","4.49","0.56","30.08","1.82","0","4.46","0.00","3.34","46.8","6.67","0.37","2.6","12.50","5.23","115.48","4.33","0","2.41","0.00","9.09","85.43","0.945","0.56","5.57","57.66","26.74","0.96","1.11","7.52","78.55","1.40"
"317","Brock Faber","MIN","D","78","157","2.0128205128205","11.08","115.03","8.79","9.55","90.19","9.58","8.41","63.06","11.76","1.15","10.7","9.68","0.78","8.86","8.05","4.97","63.44","7.26","1.53","23.31","6.15","0.38","3.82","9.09","4.59","53.5","7.89","0.51","7.13","6.67","3.86","120.34","3.11","0","2.21","0.00","13.64","83.03","0.967","0","7.64","31.34","36.69","0.00","0.76","10.32","56.56","1.33"
"13","Ian Cole","UTA","D","82","236.41666666667","2.8831300813008","8.63","114.97","6.98","7.61","78.67","8.82","4.82","52.79","8.37","0.51","7.36","6.45","0.55","9.75","5.35","2.28","68.78","3.21","0.25","30.96","0.81","0","3.3","0.00","2.71","50.42","5.10","0","3.38","0.00","3.67","103.74","3.41","0","2.2","0.00","10.53","86.06","0.966","0.25","4.06","35.78","19.29","0.70","2.03","8.63","67","2.94"
"112","Josh Anderson","MTL","R","81","141.2","1.7432098765432","11.9","114.73","9.40","10.62","76.91","12.14","8.07","50.57","13.77","0.42","5.95","6.67","0.41","8.37","4.70","3.82","65.01","5.56","1.27","23.8","5.08","0.42","2.12","16.67","3.4","54.96","5.83","0","2.27","0.00","6.14","100.05","5.78","0","3.07","0.00","5.26","88.24","0.935","1.27","9.35","29.75","43.77","4.11","1.7","11.9","39.94","4.08"
"288","Moritz Seider","DET","D","82","160.08333333333","1.9522357723577","10.87","114.69","8.66","9.37","82.46","10.20","7.12","58.47","10.86","0","12.74","0.00","0.64","8.5","6.99","3.75","62.97","5.62","1.87","24.36","7.14","0","6","0.00","2.5","51.47","4.63","0","4","0.00","4.33","121.81","3.43","0","5.41","0.00","0.00","78.21","0.782","0.75","6","39.73","22.86","1.85","1.12","10.12","61.47","1.80"
"233","Cody Glass","N.J, PIT","C","65","80.133333333333","1.2328205128205","5.99","114.56","4.97","5.24","89.85","5.51","3.74","59.15","5.95","0","3.74","0.00","0.16","8.59","1.78","1.5","58.4","2.50","0","20.97","0.00","0","0.75","0.00","2","49.92","3.85","0","3","0.00","4.33","114.64","3.64","0","1.08","0.00","0.00","93.67","0.937","1.5","3.74","38.19","61.4","3.77","2.25","4.49","44.93","4.76"
"328","Cole Sillinger","CBJ","C","66","92.3","1.3984848484848","18.85","114.41","14.15","16.9","87.11","16.25","14.95","59.8","20.00","1.95","9.75","16.67","0.94","9.61","8.88","7.8","70.21","10.00","1.95","34.45","5.36","0.65","4.55","12.50","7.8","47.67","14.06","0.87","5.2","14.29","8.45","120.19","6.57","0.94","1.88","33.33","13.04","83.70","0.967","0","5.2","53.3","33.8","0.00","1.95","7.8","74.76","2.54"
"313","Jake Sanderson","OTT","D","80","207.81666666667","2.5977083333333","12.7","114.33","10.00","12.13","85.17","12.46","9.24","60.63","13.22","0.87","9.53","8.33","0.79","9.21","7.91","4.91","66.69","6.85","2.89","27.14","9.62","0.29","3.75","7.14","2.69","52.74","4.86","0.77","4.62","14.29","4.59","107.18","4.10","0","3.34","0.00","9.38","84.29","0.937","0.29","5.2","40.42","20.5","0.71","1.73","9.24","68.14","2.48"
