"Player","Season","Team","Position","GP","TOI","Opp #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60","RAPM_CF/60","RAPM_CA/60","RAPM_xGF/60","RAPM_xGA/60","Off_GAR/60","Def_GAR/60","Off_xGAR/60","Def_xGAR/60"
"Jack Roslovic","23-24","NYR","C",19,239.5,254,14.63,29.45,1.21,0.051,0.22,0.24,0.88,-0.32,0.042,-0.009,0.2,0.02,0.21,0.03
"Jack St. Ivany","23-24","PIT","D",14,164.12,236,13.93,27.87,0.4,0.015,0.16,0.17,0.42,0.01,0.012,-0.003,0.17,0,0.16,0
"Jack Studnicka","23-24","S.J","C",17,184.93,213,13.54,27.34,0.85,0.027,0.17,0.18,0.31,-0.55,0.005,-0.023,0.12,0.04,0.14,0.04
"Jackson Lacombe","23-24","ANA","D",71,1143.03,657,14.3,28.78,0.68,0.024,0.19,0.19,0.52,-0.16,0.016,-0.008,0.17,0.03,0.17,0.02
"Jacob Bernard-Docker","23-24","OTT","D",72,1011.65,653,14.2,28.6,0.73,0.03,0.2,0.21,0.53,-0.2,0.02,-0.01,0.18,0.02,0.18,0.03
"Jacob Bryson","23-24","BUF","D",36,484.87,474,14.18,28.59,0.85,0.036,0.21,0.21,0.6,-0.25,0.02,-0.017,0.17,0.03,0.17,0.04
"Jacob Lucchini","23-24","MIN","C",40,352.1,413,13.89,28,0.21,-0.003,0.14,0.12,0.17,-0.05,-0.001,0.002,0.13,0.01,0.11,0.01
"Jacob MacDonald","23-24","S.J","D",34,353.38,457,13.86,27.88,-0.12,-0.001,0.15,0.13,-0.03,0.09,-0.005,-0.004,0.13,0.01,0.12,0.01
"Jacob Middleton","23-24","MIN","D",80,1382.62,669,14.48,29.16,0.76,0.025,0.2,0.2,0.57,-0.19,0.024,-0.001,0.19,0.01,0.18,0.02
"Jacob Moverare","23-24","L.A","D",24,234.23,292,14.28,28.69,0.71,0.027,0.19,0.18,0.28,-0.43,0.009,-0.018,0.15,0.04,0.14,0.04
"Jacob Peterson","23-24","S.J","C",6,68.05,92,13.86,28.22,2.19,0.052,0.2,0.22,1.14,-1.06,0.021,-0.031,0.16,0.03,0.17,0.06
"Jacob Trouba","23-24","NYR","D",69,1211.63,649,14.42,29,0.73,0.027,0.19,0.2,0.58,-0.14,0.023,-0.004,0.18,0.01,0.19,0.02
"Jaden Schwartz","23-24","SEA","C",62,843.8,616,14.48,29.16,0.61,0.024,0.21,0.21,0.53,-0.08,0.028,0.004,0.2,0.01,0.2,0.01
"Jake Bean","23-24","CBJ","D",72,1085.63,665,14.16,28.52,0.61,0.02,0.19,0.18,0.45,-0.17,0.013,-0.007,0.17,0.02,0.16,0.02
"Jake Christiansen","23-24","CBJ","D",12,157.22,181,13.98,28.14,0.44,0.013,0.21,0.19,0.52,0.09,0.016,0.003,0.19,0.01,0.18,0.01
"Jake Debrusk","23-24","BOS","L",80,1056.73,664,14.51,29.22,0.91,0.035,0.21,0.22,0.71,-0.2,0.031,-0.004,0.2,0.01,0.2,0.02
"Jake Evans","23-24","MTL","C",82,1025.08,675,14.33,28.86,0.82,0.027,0.19,0.2,0.65,-0.16,0.023,-0.004,0.18,0.01,0.18,0.02
"Jake Guentzel","23-24","CAR","C/L",17,251.22,252,14.67,29.4,0.4,0.017,0.2,0.2,0.39,0,0.023,0.006,0.19,0,0.19,0.01
"Jake Guentzel","23-24","PIT","L",50,806.57,585,14.63,29.53,0.91,0.029,0.2,0.22,0.7,-0.22,0.023,-0.006,0.19,0.01,0.2,0.02
"Jake McCabe","23-24","TOR","D",73,1294.27,657,14.34,28.89,0.59,0.021,0.19,0.2,0.5,-0.09,0.02,-0.001,0.18,0.01,0.18,0.02
"Jake Neighbours","23-24","STL","L",77,968.75,670,14.29,28.82,0.72,0.028,0.21,0.21,0.51,-0.21,0.018,-0.01,0.18,0.03,0.18,0.03
"Jake Sanderson","23-24","OTT","D",79,1325.85,677,14.53,29.25,0.92,0.034,0.21,0.22,0.74,-0.17,0.032,-0.002,0.2,0.01,0.21,0.02
"Jake Walman","23-24","DET","D",63,1029.65,643,14.72,29.66,0.94,0.029,0.22,0.22,0.74,-0.19,0.031,0.003,0.21,0.01,0.21,0.01
"Jakob Chychrun","23-24","OTT","D",82,1563.43,682,14.25,28.68,0.72,0.026,0.19,0.2,0.54,-0.18,0.02,-0.007,0.17,0.02,0.18,0.02
"Jakob Pelletier","23-24","CGY","L",13,118.95,228,14.09,28.41,1.65,0.061,0.23,0.22,1.03,-0.61,0.035,-0.026,0.18,0.05,0.17,0.05
"Jakob Silfverberg","23-24","ANA","R",81,783.02,682,13.99,28.16,0.59,0.021,0.18,0.18,0.41,-0.19,0.012,-0.009,0.15,0.03,0.15,0.03
"Jakub Lauko","23-24","BOS","C",60,573.12,592,13.74,27.64,0.37,0.01,0.14,0.16,0.23,-0.13,0.005,-0.005,0.13,0.02,0.14,0.02
"Jakub Vrana","23-24","STL","L",21,216.75,313,13.81,27.9,0.54,0.002,0.12,0.11,0.4,-0.14,0.002,-0.001,0.12,0,0.11,0.01
"Jalen Chatfield","23-24","CAR","D",72,1041.43,665,13.95,28.03,0.19,0.012,0.15,0.17,0.17,-0.01,0.005,-0.007,0.14,0.02,0.14,0.02
"James Hamblin","23-24","EDM","L",31,239.87,404,13.72,27.66,0.4,0.01,0.14,0.14,0.3,-0.1,0,-0.01,0.12,0.02,0.12,0.02
"James Malatesta","23-24","CBJ","L",11,107.52,169,13.41,27.12,0.78,0.028,0.12,0.17,0.61,-0.17,0.015,-0.013,0.11,0.01,0.14,0.02
"James Van Riemsdyk","23-24","BOS","L",71,769.2,658,13.97,28.12,0.38,0.014,0.15,0.16,0.3,-0.09,0.007,-0.006,0.14,0.01,0.14,0.02
"Jamie Benn","23-24","DAL","L",82,918.47,685,14.23,28.7,0.5,0.014,0.18,0.17,0.45,-0.05,0.014,0,0.17,0.01,0.16,0.01
"Jamie Drysdale","23-24","ANA","D",10,180.93,166,14.35,28.75,0.97,0.054,0.23,0.22,0.69,-0.28,0.033,-0.021,0.19,0.04,0.18,0.04
"Jamie Drysdale","23-24","PHI","D",24,377.58,388,14.26,28.66,0.61,0.018,0.19,0.2,0.43,-0.18,0.013,-0.005,0.17,0.02,0.17,0.03
"Jamie Oleksiak","23-24","SEA","D",82,1335.12,687,14.46,29.13,0.66,0.026,0.2,0.21,0.59,-0.07,0.028,0.002,0.19,0.01,0.2,0.01
"Jan Rutta","23-24","S.J","D",69,1137.25,640,14.32,28.88,0.84,0.034,0.23,0.22,0.58,-0.26,0.02,-0.014,0.19,0.03,0.19,0.03
"Jani Hakanpaa","23-24","DAL","D",64,963.15,640,14.3,28.86,0.5,0.018,0.18,0.18,0.47,-0.03,0.016,-0.001,0.17,0.01,0.17,0.01
"Janis Moser","23-24","ARI","D",80,1362.95,682,14.42,29.06,0.83,0.034,0.21,0.21,0.64,-0.2,0.026,-0.008,0.19,0.02,0.19,0.02
"Jansen Harkins","23-24","PIT","C",45,356.95,488,13.79,27.76,0.44,0.024,0.15,0.17,0.33,-0.11,0.011,-0.013,0.14,0.02,0.14,0.02
"Jared McCann","23-24","SEA","L",80,973.73,684,14.46,29.14,0.67,0.026,0.19,0.2,0.56,-0.1,0.026,0,0.18,0.01,0.19,0.01
"Jared Spurgeon","23-24","MIN","D",16,250.6,253,14.55,29.27,0.93,0.032,0.23,0.22,0.62,-0.31,0.028,-0.004,0.21,0.02,0.2,0.02
"Jaret Anderson-Dolan","23-24","L.A","C",30,309.1,409,13.67,27.61,0.43,0.008,0.16,0.15,0.19,-0.25,0.003,-0.005,0.15,0.01,0.14,0.01
"Jarred Tinordi","23-24","CHI","D",52,714.18,569,14.06,28.32,0.61,0.03,0.2,0.2,0.52,-0.09,0.019,-0.011,0.17,0.03,0.17,0.03
"Jason Dickinson","23-24","CHI","C",82,1076.68,675,14.54,29.31,0.81,0.033,0.23,0.23,0.72,-0.1,0.031,-0.002,0.21,0.02,0.21,0.01
"Jason Polin","23-24","COL","R",7,51.3,111,13.76,27.62,0.1,0.023,0.19,0.22,0.33,0.24,0.012,-0.011,0.16,0.04,0.19,0.03
"Jason Robertson","23-24","DAL","L",82,1221.18,687,14.58,29.38,0.6,0.024,0.21,0.2,0.49,-0.11,0.023,-0.001,0.2,0.01,0.19,0.01
"Jason Zucker","23-24","ARI","L",51,613.25,563,14.03,28.31,0.62,0.015,0.17,0.17,0.46,-0.16,0.01,-0.005,0.16,0.01,0.15,0.02
"Jason Zucker","23-24","NSH","L",18,212.03,295,14.33,28.78,0.33,0.002,0.18,0.18,0.47,0.13,0.012,0.01,0.19,-0.01,0.19,-0.01
"Jaycob Megna","23-24","CHI","D",44,689.77,516,14.2,28.6,0.69,0.028,0.2,0.19,0.55,-0.13,0.019,-0.01,0.17,0.03,0.16,0.03
"Jayden Struble","23-24","MTL","D",56,871.97,572,14,28.18,0.75,0.024,0.16,0.18,0.52,-0.23,0.013,-0.011,0.14,0.02,0.15,0.03
"Jean-Gabriel Pageau","23-24","NYI","C",82,1000.65,680,14.31,28.82,0.85,0.028,0.19,0.2,0.62,-0.24,0.023,-0.005,0.18,0.01,0.19,0.02
"Jeff Carter","23-24","PIT","C",72,666.67,663,13.93,27.99,0.3,0.016,0.16,0.16,0.29,-0.02,0.01,-0.006,0.15,0.01,0.15,0.01
"Jeff Petry","23-24","DET","D",73,1221.27,665,14.36,28.89,0.71,0.028,0.2,0.19,0.57,-0.13,0.023,-0.005,0.18,0.02,0.17,0.02
"Jeff Skinner","23-24","BUF","L",74,962.53,655,14.38,28.97,0.74,0.031,0.19,0.2,0.55,-0.19,0.021,-0.01,0.17,0.02,0.18,0.03
"Jeremy Lauzon","23-24","NSH","D",79,1251.15,676,14.43,29.06,0.61,0.024,0.2,0.2,0.47,-0.14,0.019,-0.004,0.18,0.01,0.18,0.02
"Jesper Boqvist","23-24","BOS","C",47,510.65,502,13.85,27.85,0.8,0.031,0.18,0.19,0.45,-0.35,0.012,-0.018,0.14,0.04,0.15,0.04
"Jesper Bratt","23-24","N.J","L",82,1164.85,683,14.58,29.34,0.87,0.032,0.21,0.22,0.71,-0.16,0.027,-0.005,0.2,0.02,0.2,0.02
"Jesper Fast","23-24","CAR","R",73,823.2,665,14.28,28.75,0.6,0.024,0.17,0.19,0.53,-0.08,0.02,-0.004,0.16,0.01,0.17,0.02
"Jesperi Kotkaniemi","23-24","CAR","C",79,917.45,682,13.91,27.98,0.11,0.008,0.14,0.15,0.15,0.04,0.003,-0.005,0.13,0.01,0.14,0.02
"Jesse Puljujarvi","23-24","PIT","R",22,200.5,331,14.04,28.22,0.78,0.025,0.18,0.18,0.56,-0.22,0.016,-0.009,0.17,0.01,0.16,0.02
"Jesse Ylonen","23-24","MTL","R",59,520.25,609,13.86,27.97,0.64,0.013,0.14,0.16,0.46,-0.18,0.007,-0.006,0.13,0.01,0.14,0.02
"Jimmy Vesey","23-24","NYR","L",80,859.87,675,14.24,28.66,0.69,0.024,0.18,0.2,0.57,-0.12,0.023,-0.001,0.17,0.01,0.18,0.01
"Jiri Smejkal","23-24","OTT","L",20,163.97,306,13.63,27.46,0.39,0.014,0.17,0.18,0.22,-0.18,0,-0.014,0.14,0.03,0.15,0.04
"Jj Peterka","23-24","BUF","R",82,1153.93,677,14.29,28.78,0.59,0.024,0.19,0.19,0.49,-0.1,0.02,-0.004,0.18,0.01,0.18,0.02
"Joe Pavelski","23-24","DAL","C",82,1102.95,688,14.58,29.39,0.63,0.025,0.21,0.2,0.51,-0.12,0.024,-0.001,0.2,0.01,0.19,0.01
"Joe Veleno","23-24","DET","C",80,957.67,680,14.19,28.53,0.47,0.014,0.17,0.17,0.39,-0.08,0.01,-0.003,0.16,0.02,0.15,0.02
"Joel Armia","23-24","MTL","R",66,788.7,618,14.12,28.43,0.73,0.027,0.19,0.2,0.54,-0.19,0.021,-0.006,0.17,0.02,0.18,0.02
"Joel Edmundson","23-24","TOR","D",9,131.7,131,14.18,28.61,1.59,0.066,0.19,0.22,0.85,-0.74,0.043,-0.023,0.16,0.03,0.17,0.05
"Joel Edmundson","23-24","WSH","D",44,650.43,542,14.04,28.32,0.51,0.021,0.17,0.18,0.43,-0.08,0.013,-0.008,0.15,0.01,0.16,0.02
"Joel Eriksson Ek","23-24","MIN","C",77,1039.63,662,14.7,29.61,0.96,0.033,0.22,0.23,0.75,-0.2,0.033,0,0.21,0.01,0.21,0.02
"Joel Farabee","23-24","PHI","L",82,1106.17,676,14.27,28.73,0.69,0.024,0.19,0.2,0.57,-0.13,0.021,-0.003,0.18,0.01,0.18,0.02
"Joel Hanley","23-24","CGY","D",10,133.7,180,14.13,28.56,1.5,0.034,0.19,0.19,0.69,-0.81,0.012,-0.022,0.15,0.04,0.14,0.04
"Joel Hanley","23-24","DAL","D",32,426.35,408,13.75,27.79,0.41,0.019,0.16,0.17,0.29,-0.11,0.002,-0.016,0.13,0.02,0.14,0.03
"Joel Kiviranta","23-24","COL","L",56,481.23,556,13.77,27.81,0.2,0.005,0.15,0.15,0.14,-0.06,-0.001,-0.006,0.13,0.02,0.14,0.02
"Joey Anderson","23-24","CHI","R",55,670.32,545,14.55,29.31,0.88,0.035,0.23,0.22,0.72,-0.16,0.03,-0.005,0.2,0.03,0.2,0.02
"John Beecher","23-24","BOS","C",52,453.85,544,13.75,27.72,0.21,-0.002,0.14,0.14,0.15,-0.05,-0.002,0,0.13,0.01,0.13,0.01
"John Carlson","23-24","WSH","D",82,1562.73,669,14.47,29.14,1,0.036,0.22,0.23,0.78,-0.22,0.029,-0.007,0.21,0.02,0.2,0.02
"John Klingberg","23-24","TOR","D",14,232.08,237,14.15,28.62,0.4,0.013,0.2,0.18,0.17,-0.23,0.001,-0.012,0.17,0.02,0.15,0.03
"John Ludvig","23-24","PIT","D",33,358,462,13.91,27.97,0.25,0.011,0.14,0.16,0.31,0.06,0.01,-0.001,0.14,0,0.15,0
"John Marino","23-24","N.J","D",75,1304.25,667,14.47,29.1,0.79,0.026,0.21,0.21,0.65,-0.15,0.022,-0.003,0.2,0.01,0.19,0.02
"John Tavares","23-24","TOR","C",80,1133.5,663,14.39,28.99,0.62,0.021,0.19,0.2,0.52,-0.1,0.02,-0.002,0.18,0.01,0.18,0.01
"Johnathan Kovacevic","23-24","MTL","D",62,870.62,635,14.06,28.31,0.25,0.008,0.16,0.17,0.21,-0.04,0.005,-0.004,0.15,0.01,0.15,0.02
"Johnny Gaudreau","23-24","CBJ","L",81,1225.7,676,14.6,29.42,1.02,0.035,0.22,0.22,0.75,-0.27,0.031,-0.004,0.21,0.01,0.2,0.02
"Jon Merrill","23-24","MIN","D",65,796.3,603,13.77,27.75,0.33,0.005,0.15,0.14,0.19,-0.14,0,-0.005,0.13,0.02,0.12,0.02
"Jonah Gadjovich","23-24","FLA","L",39,283.48,492,13.3,26.82,0.49,0.013,0.15,0.15,0.21,-0.28,0,-0.013,0.12,0.03,0.12,0.03
"Jonas Brodin","23-24","MIN","D",62,1191.35,614,14.47,29.18,0.76,0.023,0.2,0.2,0.58,-0.18,0.025,0.001,0.19,0.01,0.18,0.01
"Jonas Rondbjerg","23-24","VGK","R",20,204.52,335,14.11,28.42,0.28,0.018,0.17,0.16,0.26,-0.02,0.02,0.003,0.16,0,0.16,0
"Jonas Siegenthaler","23-24","N.J","D",57,967.57,598,14.31,28.8,0.37,0.014,0.19,0.19,0.37,0,0.015,0.001,0.18,0.01,0.18,0.01
"Jonatan Berggren","23-24","DET","R",12,120.65,215,13.95,28.1,0.49,0.002,0.16,0.17,0.28,-0.21,-0.003,-0.005,0.15,0.01,0.15,0.02
"Jonathan Drouin","23-24","COL","L",79,1114.5,678,14.54,29.3,0.77,0.032,0.21,0.21,0.58,-0.19,0.025,-0.007,0.19,0.02,0.19,0.02
"Jonathan Gruden","23-24","PIT","C",13,95.43,217,13.67,27.42,0.45,0.017,0.17,0.18,0.28,-0.17,0.016,-0.001,0.16,0.01,0.16,0.02
"Jonathan Huberdeau","23-24","CGY","C",81,1147.03,673,14.39,28.98,0.74,0.029,0.2,0.19,0.52,-0.22,0.021,-0.008,0.18,0.02,0.17,0.02
"Jonathan Marchessault","23-24","VGK","R",82,1130.73,663,14.54,29.29,0.79,0.03,0.21,0.2,0.56,-0.23,0.024,-0.005,0.19,0.01,0.18,0.02
"Jonny Brodzinski","23-24","NYR","C",57,581.3,621,13.98,28.13,0.34,0.009,0.15,0.16,0.28,-0.06,0.005,-0.003,0.14,0.01,0.15,0.02
"Jordan Eberle","23-24","SEA","R",78,1115.85,681,14.48,29.16,0.6,0.023,0.19,0.19,0.5,-0.1,0.021,-0.001,0.17,0.01,0.18,0.01
"Jordan Greenway","23-24","BUF","L",67,869.8,634,14.42,29.03,0.68,0.023,0.21,0.21,0.58,-0.09,0.02,-0.003,0.19,0.01,0.19,0.02
"Jordan Harris","23-24","MTL","D",56,873.15,582,14.06,28.34,0.78,0.029,0.19,0.2,0.48,-0.3,0.017,-0.012,0.16,0.02,0.17,0.03
"Jordan Kyrou","23-24","STL","C",82,1206.08,681,14.62,29.48,1.01,0.042,0.22,0.23,0.72,-0.29,0.03,-0.013,0.2,0.03,0.2,0.03
"Jordan Martinook","23-24","CAR","L",82,1057.15,685,14.58,29.34,0.78,0.032,0.21,0.22,0.72,-0.06,0.034,0.002,0.2,0,0.21,0.01
"Jordan Oesterle","23-24","CGY","D",22,289.4,300,13.95,28.09,0.34,0.019,0.19,0.18,0.19,-0.15,-0.006,-0.024,0.14,0.05,0.13,0.05
"Jordan Spence","23-24","L.A","D",71,901.67,646,13.86,27.91,0.14,0.006,0.15,0.14,0.05,-0.09,-0.004,-0.01,0.13,0.02,0.12,0.02
"Jordan Staal","23-24","CAR","C",80,1012.28,676,14.62,29.42,0.84,0.036,0.21,0.23,0.76,-0.07,0.036,0,0.21,0.01,0.21,0.01
"Josh Anderson","23-24","MTL","R",78,1045.83,660,14.35,28.91,0.76,0.024,0.19,0.19,0.61,-0.15,0.02,-0.004,0.17,0.01,0.18,0.02
"Josh Brown","23-24","ARI","D",51,642.45,592,13.96,28.09,0.58,0.022,0.17,0.17,0.36,-0.22,0.011,-0.012,0.15,0.02,0.15,0.03
"Josh Doan","23-24","ARI","R",11,133.6,168,13.92,27.94,0.66,0.026,0.16,0.17,0.37,-0.29,0.019,-0.007,0.15,0.01,0.16,0.01
"Josh Mahura","23-24","FLA","D",30,355.45,419,13.79,27.76,0.44,0.013,0.16,0.15,0.17,-0.26,-0.001,-0.014,0.13,0.03,0.12,0.03
"Josh Manson","23-24","COL","D",76,1185.17,676,14.14,28.48,0.41,0.012,0.16,0.16,0.35,-0.07,0.011,0,0.15,0.01,0.16,0.01
"Josh Morrissey","23-24","WPG","D",81,1638.15,685,14.38,28.98,0.7,0.027,0.2,0.2,0.51,-0.19,0.019,-0.008,0.18,0.02,0.18,0.03
"Josh Norris","23-24","OTT","C",50,664.67,588,14.56,29.27,0.85,0.036,0.22,0.22,0.63,-0.22,0.027,-0.009,0.2,0.02,0.19,0.03
"Joshua Roy","23-24","MTL","R",23,253.93,350,14.01,28.25,0.91,0.036,0.21,0.22,0.58,-0.33,0.032,-0.004,0.19,0.02,0.19,0.03
"Julien Gauthier","23-24","NYI","R",27,270.5,421,13.95,28.13,0.79,0.025,0.17,0.18,0.52,-0.27,0.017,-0.008,0.15,0.02,0.16,0.02
"Juraj Slafkovsky","23-24","MTL","L",82,1194.62,674,14.59,29.38,1.08,0.039,0.22,0.23,0.79,-0.29,0.031,-0.008,0.2,0.02,0.2,0.03
"Justin Bailey","23-24","S.J","R",59,619.07,589,13.94,28.05,0.33,0.017,0.19,0.17,0.23,-0.1,0.003,-0.014,0.16,0.04,0.14,0.03
"Justin Barron","23-24","MTL","D",48,795.98,567,14.28,28.77,0.56,0.021,0.19,0.19,0.44,-0.11,0.013,-0.008,0.17,0.02,0.17,0.02
"Justin Brazeau","23-24","BOS","R",19,199.02,291,13.8,27.71,0.56,0.029,0.15,0.17,0.33,-0.22,0.014,-0.015,0.12,0.03,0.14,0.03
"Justin Danforth","23-24","CBJ","R",71,871.77,646,14.18,28.55,0.76,0.027,0.19,0.19,0.55,-0.21,0.02,-0.008,0.17,0.02,0.17,0.02
"Justin Faulk","23-24","STL","D",60,1095.55,595,14.28,28.81,0.58,0.023,0.19,0.19,0.44,-0.14,0.014,-0.009,0.16,0.02,0.16,0.02
"Justin Holl","23-24","DET","D",38,529.63,447,13.87,27.96,0.48,0.011,0.16,0.15,0.34,-0.15,0.001,-0.01,0.13,0.03,0.12,0.03
"Justin Schultz","23-24","SEA","D",70,970.17,644,14.01,28.21,0.37,0.017,0.17,0.17,0.28,-0.09,0.012,-0.005,0.15,0.02,0.16,0.02
"Juuso Parssinen","23-24","NSH","C",44,558.08,523,14.2,28.57,0.45,0.013,0.16,0.17,0.27,-0.18,0.007,-0.006,0.15,0.01,0.15,0.02
"Juuso Valimaki","23-24","ARI","D",68,1161.32,656,14.18,28.58,0.61,0.025,0.19,0.18,0.41,-0.2,0.014,-0.011,0.16,0.03,0.16,0.03
"K'Andre Miller","23-24","NYR","D",80,1512.3,676,14.48,29.13,0.84,0.032,0.21,0.21,0.67,-0.17,0.027,-0.005,0.19,0.01,0.2,0.02
"Kaapo Kakko","23-24","NYR","R",61,731.23,629,14.28,28.73,0.72,0.029,0.18,0.2,0.59,-0.14,0.023,-0.007,0.17,0.01,0.18,0.02
"Kaedan Korczak","23-24","VGK","D",26,411.75,353,14.19,28.58,0.29,0.014,0.17,0.17,0.22,-0.07,0.017,0.003,0.16,0,0.16,0.01
"Kaiden Guhle","23-24","MTL","D",70,1282.68,658,14.57,29.38,1,0.036,0.22,0.22,0.8,-0.19,0.034,-0.002,0.21,0.01,0.21,0.02
"Kailer Yamamoto","23-24","SEA","R",59,570.4,608,13.83,27.91,0.36,0.014,0.15,0.15,0.27,-0.09,0.008,-0.006,0.14,0.01,0.14,0.01
"Kasperi Kapanen","23-24","STL","R",73,909.55,654,14.2,28.64,0.6,0.024,0.19,0.19,0.42,-0.18,0.014,-0.01,0.16,0.03,0.17,0.03
"Keegan Kolesar","23-24","VGK","R",79,821.8,664,13.99,28.16,0.35,0.009,0.17,0.16,0.3,-0.05,0.007,-0.003,0.15,0.02,0.15,0.02
"Kent Johnson","23-24","CBJ","C",42,472.48,464,14.09,28.32,0.56,0.018,0.19,0.17,0.33,-0.23,0.007,-0.011,0.17,0.02,0.15,0.02
"Kevin Bahl","23-24","N.J","D",82,1250.93,683,14.4,28.96,0.77,0.028,0.21,0.21,0.64,-0.13,0.025,-0.003,0.19,0.02,0.19,0.02
"Kevin Fiala","23-24","L.A","L",82,1169.17,676,14.43,29.06,0.57,0.022,0.2,0.2,0.47,-0.1,0.021,-0.001,0.19,0.01,0.19,0.01
"Kevin Hayes","23-24","STL","R",79,991.17,671,14,28.21,0.57,0.021,0.18,0.18,0.36,-0.21,0.009,-0.012,0.15,0.03,0.15,0.03
"Kevin Korchinski","23-24","CHI","D",76,1330.83,668,14.11,28.45,0.61,0.028,0.19,0.19,0.48,-0.13,0.016,-0.012,0.16,0.03,0.16,0.03
"Kevin Labanc","23-24","S.J","R",46,485.53,568,13.82,27.88,0.26,0.015,0.17,0.16,0.19,-0.07,0,-0.015,0.14,0.03,0.13,0.03
"Kevin Rooney","23-24","CGY","C",33,278,452,13.9,28.01,0.38,0.009,0.15,0.14,0.15,-0.23,0.003,-0.006,0.13,0.02,0.12,0.02
"Kevin Shattenkirk","23-24","BOS","D",61,858.48,625,13.74,27.61,0.09,0.004,0.14,0.14,0.07,-0.02,-0.003,-0.008,0.12,0.02,0.12,0.02
"Kevin Stenlund","23-24","FLA","C",81,780.25,687,13.66,27.47,0.33,0.009,0.15,0.16,0.2,-0.13,0.004,-0.006,0.14,0.02,0.14,0.02
"Kiefer Sherwood","23-24","NSH","L",68,773.67,658,14.07,28.35,0.3,0.008,0.15,0.16,0.25,-0.05,0.007,-0.001,0.14,0.01,0.15,0.01
"Kirill Kaprizov","23-24","MIN","L",75,1253.28,659,14.56,29.34,0.78,0.026,0.21,0.2,0.53,-0.25,0.024,-0.002,0.19,0.01,0.18,0.02
"Kirill Marchenko","23-24","CBJ","R",78,1036.58,668,14.43,29.07,0.9,0.031,0.21,0.21,0.62,-0.28,0.023,-0.008,0.19,0.02,0.19,0.02
"Klim Kostin","23-24","DET","C",33,282.45,459,13.64,27.48,0.32,0.003,0.14,0.14,0.17,-0.15,-0.007,-0.01,0.11,0.03,0.1,0.04
"Klim Kostin","23-24","S.J","C",19,247.32,263,14.48,29.09,0.49,0.023,0.2,0.18,0.35,-0.14,0.012,-0.01,0.17,0.03,0.16,0.02
"Kris Letang","23-24","PIT","D",82,1593.22,688,14.47,29.12,0.75,0.028,0.2,0.21,0.63,-0.12,0.026,-0.002,0.19,0.01,0.19,0.01
"Kurtis MacDermid","23-24","COL","D",29,147.07,365,13.53,27.22,-0.53,-0.021,0.09,0.08,-0.28,0.25,-0.02,0.001,0.08,0.01,0.08,0
"Kurtis MacDermid","23-24","N.J","L",16,69.17,226,13.15,26.45,-0.17,-0.011,0.11,0.11,-0.2,-0.04,-0.021,-0.01,0.09,0.02,0.09,0.03
"Kyle Burroughs","23-24","S.J","D",73,1281.13,646,14.22,28.67,0.69,0.031,0.2,0.2,0.45,-0.24,0.018,-0.013,0.17,0.03,0.17,0.03
"Kyle Connor","23-24","WPG","L",65,1024.75,641,14.54,29.29,1.06,0.043,0.23,0.23,0.71,-0.35,0.03,-0.013,0.2,0.03,0.19,0.03
"Kyle MacLean","23-24","NYI","C",32,318.07,440,13.59,27.37,0,-0.003,0.12,0.12,-0.01,-0.01,-0.007,-0.003,0.11,0,0.11,0.01
"Kyle Okposo","23-24","BUF","R",61,687.3,607,14.01,28.23,0.4,0.01,0.16,0.17,0.34,-0.06,0.009,0,0.15,0.01,0.15,0.01
"Kyle Okposo","23-24","FLA","R",6,60.67,108,13.98,27.92,0.84,0.011,0.14,0.19,0.55,-0.29,0.021,0.009,0.17,-0.03,0.19,0
"Kyle Palmieri","23-24","NYI","C",82,1094.27,678,14.34,28.88,0.86,0.027,0.19,0.2,0.66,-0.2,0.023,-0.004,0.18,0.01,0.18,0.02
"Landon Slaggert","23-24","CHI","L",16,168,236,13.94,28.1,0.55,0.026,0.19,0.16,0.43,-0.12,0.007,-0.018,0.14,0.05,0.12,0.04
"Lars Eller","23-24","PIT","C",82,990.5,688,14.1,28.36,0.41,0.015,0.16,0.17,0.39,-0.01,0.015,0,0.16,0,0.17,0.01
"Lawson Crouse","23-24","ARI","L",81,1027.07,683,14.49,29.2,0.73,0.029,0.21,0.21,0.63,-0.1,0.026,-0.003,0.19,0.02,0.19,0.02
"Leo Carlsson","23-24","ANA","C",55,832.37,589,14.46,29.08,0.65,0.021,0.19,0.2,0.5,-0.15,0.016,-0.005,0.17,0.02,0.18,0.02
"Leon Draisaitl","23-24","EDM","C",81,1306.62,671,14.54,29.31,0.68,0.025,0.2,0.21,0.5,-0.19,0.015,-0.01,0.18,0.02,0.18,0.03
"Liam Foudy","23-24","NSH","C",12,119.8,199,13.87,28,0.56,0.012,0.15,0.16,0.23,-0.33,0.005,-0.007,0.14,0.01,0.14,0.02
"Liam O'Brien","23-24","ARI","C",75,705.77,666,13.67,27.56,0.23,0.007,0.15,0.14,0.14,-0.09,0,-0.007,0.13,0.02,0.13,0.02
"Liam Ohgren","23-24","MIN","L",4,53,72,13.91,27.82,0.41,-0.005,0.18,0.11,0.2,-0.21,-0.023,-0.018,0.13,0.05,0.08,0.03
"Logan Cooley","23-24","ARI","C",82,1080.07,682,14.06,28.33,0.46,0.018,0.17,0.17,0.36,-0.1,0.012,-0.006,0.15,0.02,0.15,0.02
