"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"732","Pavel Mintyukov","ANA","D","68","1036.8333333333","15.247549019608","54.28","72.22","42.91","39.93","51.91","43.48","26.79","32.29","45.35","2.89","2.89","50.00","2.35","3.1","43.04","23.78","33.04","41.85","9.49","13.19","41.84","1.62","1.56","50.91","19.06","26.47","41.86","0.69","1.47","32.14","44.22","63.61","41.01","1.09","0.33","76.47","10.80","91.04","1.018","6.94","12.67","9.78","46.01","41.52","16.09","17.94","21.47","42.84"
"172","Jacob Trouba","ANA, NYR","D","77","1317.2166666667","17.10670995671","56.94","71.01","44.50","40.81","50.56","44.67","26.69","33.53","44.33","2.37","3.19","42.62","2.41","2.95","45.02","25.37","33.66","42.98","10.07","12.57","44.47","1.14","1.64","40.98","20.41","28.12","42.05","1.09","1.46","42.86","46.25","60.14","43.48","0.59","0.66","47.37","8.87","90.49","0.994","6.7","12.34","9.29","43.77","41.88","15.71","19.91","22.41","41.22"
"694","Mason McTavish","ANA","C","76","1026.8166666667","13.510745614035","58.67","71","45.25","42.36","52.3","44.75","27.46","32.9","45.50","3.04","2.51","54.74","2.67","3.08","46.41","26.12","32.78","44.35","10.87","12.8","45.93","1.58","1.29","55.10","20.33","26.65","43.28","1.09","1.01","51.85","49.97","60.52","45.23","0.93","0.68","57.89","11.06","92.36","1.034","10.17","10.69","9.23","43.71","52.41","18.99","15.84","19.46","49.39"
"108","Mikael Granlund","DAL, S.J","C","83","1148.1166666667","13.832730923695","55.66","70.97","43.95","40.76","51.58","44.14","28.01","34.23","45.00","2.77","2.56","51.96","2.55","3.43","42.61","25.35","33.76","42.88","10.66","13.8","43.59","1.05","1.57","40.00","19.58","26.62","42.38","1.46","0.98","60.00","49.44","56.31","46.75","0.91","0.3","75.00","9.89","92.52","1.024","8.88","12.7","8.15","42.28","52.15","18.13","19.65","19.23","48.53"
"448","Klim Kostin","S.J","C","35","336.25","9.6071428571429","51.57","70.84","42.13","36.58","50.86","41.84","25.87","34.08","43.15","1.78","2.86","38.46","2.25","3.45","39.46","23.91","36.4","39.64","9.46","15.88","37.32","0.36","1.78","16.67","19.27","27.36","41.33","1.43","1.43","50.00","40.72","54.9","42.59","0.52","0","100.00","6.90","91.62","0.985","7.85","13.56","9.46","49.78","45.36","14.99","18.91","18.02","45.41"
"181","Devin Shore","MIN","C","55","463.13333333333","8.4206060606061","48.97","70.61","40.95","34.85","47.8","42.16","22.15","31.22","41.50","0.91","1.94","31.82","1.88","2.76","40.56","21.51","29.28","42.35","7.9","12.18","39.35","0.39","1.3","23.08","18.14","22.8","44.30","0.35","0.69","33.33","40.23","64.19","38.53","0.37","0.19","66.67","4.09","93.78","0.979","6.74","13.08","7.51","50.4","47.27","12.05","17.36","17.62","40.61"
"509","Michael Callahan","BOS","D","17","221.95","13.055882352941","53.8","70.56","43.26","38.93","53.26","42.23","26.22","33.25","44.09","2.43","3.51","40.91","2.28","3.07","42.65","22.44","29.47","43.23","7.57","13.25","36.36","1.89","0.81","70.00","19.82","21.63","47.83","0","2.52","0.00","43.34","62.87","40.81","0.78","1.17","40.00","9.28","89.43","0.987","1.35","10.27","10.54","61.37","11.36","7.3","15.14","20.55","26.21"
"32","Alec Martinez","CHI","D","44","722.81666666667","16.427651515152","49.14","69.98","41.25","35.03","51.55","40.46","23.08","34.78","39.89","2.32","3.24","41.79","2.29","3.17","41.97","22.66","36.44","38.34","7.97","13.28","37.50","1.08","1.66","39.39","19.59","30.88","38.82","1.22","1.44","45.83","43.88","52.76","45.41","0.48","0.72","40.00","10.07","90.69","1.008","5.64","10.96","6.89","46.98","45.03","16.1","17.85","16.1","50.00"
"168","Cody Ceci","DAL, S.J","D","85","1525.55","17.947647058824","52.9","69.97","43.05","37.32","51.05","42.23","25.25","34.26","42.43","2.83","2.87","49.66","2.2","3.18","40.89","22.61","34.26","39.76","8.97","12.94","40.93","1.26","1.65","43.24","18.2","28.42","39.03","1.05","1.1","48.78","47.38","56.01","45.82","1.14","0.57","66.67","11.21","91.62","1.028","5.39","12.86","9.36","41.38","36.53","15.85","19.31","21.32","42.65"
"560","Brett Leason","ANA","R","62","648.13333333333","10.45376344086","49.34","69.89","41.38","34.16","46.93","42.12","22.59","29.35","43.49","2.13","2.31","47.92","2.03","2.96","40.67","19.63","31.66","38.27","8.89","12.68","41.20","1.02","1.2","45.83","14.32","25.3","36.14","0.74","0.86","46.15","38.51","62.31","38.20","0.8","0.67","54.55","9.43","92.11","1.015","6.85","12.68","13.42","49.25","33.79","10.55","17.22","25.37","29.38"
"107","Dylan McIlrath","WSH","D","17","192.6","11.329411764706","51.09","69.78","42.27","34.89","46.42","42.91","21.5","29.28","42.33","2.18","3.12","41.18","2.67","2.96","47.37","26.79","31.78","45.74","12.77","10.28","55.41","1.87","1.25","60.00","18.69","28.66","39.47","0.42","1.66","20.00","42.3","57.6","42.34","0","0.9","0.00","10.14","89.36","0.995","7.17","10.59","5.92","59.81","54.76","19","18.69","16.82","53.04"
"748","Victor Mancini","NYR, VAN","D","31","456.61666666667","14.729569892473","47.04","69.64","40.32","34.3","48.36","41.49","22.21","33.9","39.58","1.58","2.76","36.36","2.13","2.99","41.54","21.16","30.35","41.07","9.33","12.88","42.01","0.66","1.31","33.33","15.77","23.3","40.36","1.05","1.4","42.86","41.38","55.23","42.83","0.19","0.57","25.00","7.10","91.86","0.990","6.83","10.38","4.86","51.64","58.43","15.37","16.43","12.88","54.42"
"718","Cutter Gauthier","ANA","L","82","991.93333333333","12.09674796748","59.64","69.56","46.16","43.55","50.57","46.27","27.58","32.84","45.65","3.02","2.3","56.82","2.57","3","46.10","27.4","31.33","46.65","10.1","12.88","43.95","1.45","1.21","54.55","23.07","24.6","48.39","1.21","1.05","53.57","48.49","61.68","44.01","0.96","0.44","68.75","10.96","93.00","1.040","9.98","11.86","9.38","44.28","51.56","18.09","16.21","20.81","46.50"
"579","Henry Thrun","S.J","D","60","946.33333333333","15.772222222222","50.15","68.98","42.10","35.44","49.45","41.75","24.16","31.95","43.05","1.9","3.36","36.14","1.92","3.05","38.67","20.35","31.7","39.10","7.61","13.31","36.36","0.76","1.46","34.29","16.99","24.52","40.94","0.85","1.69","33.33","46.34","57.97","44.42","0.73","0.92","44.44","7.87","89.48","0.974","6.21","11.6","7.54","47.11","45.16","16.93","18.51","19.08","47.01"
"702","Oliver Kapanen","MTL","C","18","167.15","9.2861111111111","48.82","68.92","41.46","29.08","48.1","37.67","19.02","34.82","35.33","1.44","3.23","30.77","1.61","3.83","29.60","24.77","31.95","43.67","7.18","16.87","29.85","0.36","3.23","10.00","23.45","20.1","53.85","1.44","0","100.00","33.7","52.37","39.16","0","0","-","7.55","90.72","0.983","8.26","12.2","8.26","48.82","50.00","14","18.31","16.15","46.43"
"736","Jani Nyman","SEA","R","12","137.66666666667","11.472222222222","51.86","68.86","42.96","39.66","49.25","44.61","23.97","32.25","42.64","1.74","1.74","50.00","2.21","2.99","42.59","23.97","30.51","44.00","7.85","11.77","40.00","1.31","1.31","50.00","21.5","24.99","46.25","0.58","0.58","50.00","46.59","61.07","43.27","0","0","-","7.27","94.59","1.019","8.72","10.46","8.72","41.4","50.00","15.69","15.69","17.87","46.75"
"578","Drew Helleson","ANA","D","56","838.45","14.972321428571","52.45","68.27","43.45","37","51.17","41.96","23.47","32.42","42.00","2.58","2.29","52.94","1.9","3.07","38.28","21.25","31.7","40.14","7.73","13.02","37.24","1.22","1.36","47.22","18.03","24.9","42.00","0.76","1.05","42.11","46.1","57.78","44.38","1.14","0.21","84.62","10.98","92.94","1.039","6.73","12.81","8.59","47.23","43.93","16.32","18.03","18.53","46.82"
"75","David Savard","MTL","D","75","974.71666666667","12.996222222222","50.35","68.2","42.47","34.59","46.54","42.64","21.24","28.69","42.54","1.79","2.71","39.73","2.29","3.01","43.18","23.88","30.66","43.79","8.68","12.37","41.23","0.62","0.98","38.46","20.27","24.38","45.40","1.15","1.56","42.42","40.1","53.17","42.99","0.44","0.8","35.71","8.41","90.56","0.990","4.99","12.31","7.14","50.48","41.12","12.62","20.07","16.37","43.52"
"737","Liam Ohgren","MIN","L","24","237.88333333333","9.9118055555556","52.21","68.1","43.40","35.56","46.91","43.12","23.71","29.51","44.55","1.77","3.28","35.00","1.65","2.57","39.08","21.69","28.25","43.43","7.31","11.6","38.67","0.5","1.77","22.22","19.17","22.2","46.34","1.01","1.01","50.00","45.9","59.38","43.60","0.73","1.09","40.00","7.45","88.89","0.963","7.06","9.84","7.06","44.39","50.00","14.38","17.15","16.65","46.34"
"283","Justin Kirkland","CGY","C","21","179.55","8.55","48.12","67.84","41.50","34.09","47.45","41.80","22.39","33.08","40.36","3.34","1.34","71.43","1.87","2.62","41.63","20.38","28.4","41.78","10.36","10.69","49.21","2.34","0.33","87.50","13.37","23.61","36.14","0.89","1.34","40.00","38.62","67.58","36.36","0.48","0","100.00","14.93","95.96","1.109","4.68","10.03","14.37","58.81","24.56","12.03","17.71","31.75","27.48"
"528","Jordan Harris","CBJ","D","33","367.06666666667","11.123232323232","48.38","67.84","41.63","34.49","49.53","41.05","23.21","30.89","42.90","2.29","2.45","48.28","2.15","3.14","40.65","22.39","30.73","42.15","9.32","12.91","41.91","1.14","1.31","46.67","17.44","23.76","42.33","1.09","1.31","45.45","36.6","59.26","38.18","0.47","0.24","66.67","9.86","92.06","1.019","3.43","11.12","6.21","47.89","35.59","9.97","17","16.51","37.65"
"73","Craig Smith","CHI, DET","C","59","610.6","10.349152542373","53.95","67.8","44.31","40.09","48.05","45.48","28.69","32.62","46.79","2.65","3.44","43.55","2.43","3.22","42.98","22.8","32.92","40.92","9.73","14.25","40.57","1.28","1.77","41.94","17.43","24.89","41.18","1.44","1.7","45.83","43.57","56.77","43.42","0.43","0.57","42.86","9.25","89.46","0.987","7.96","13.36","7.08","49.33","52.94","14.74","18.96","17","46.44"
"728","Cam Lund","S.J","C","11","113.35","10.304545454545","58.23","67.75","46.22","46.58","50.29","48.09","29.64","34.41","46.28","2.12","6.88","23.53","2.32","2.66","46.55","24.35","31.76","43.40","11.65","11.65","50.00","1.06","3.18","25.00","16.94","26.82","38.71","0.71","3.53","16.67","49.7","55.82","47.10","0.76","1.53","33.33","7.14","80.00","0.871","7.94","14.29","6.88","51.35","53.57","15.35","17.47","18.53","45.31"
"567","Trevor Zegras","ANA","C","57","779.96666666667","13.683625730994","57.08","67.46","45.83","40.54","50.77","44.40","25.77","34","43.11","2.46","2.92","45.71","2.49","3.18","43.93","24.54","32","43.40","10.23","12.69","44.63","1.54","1.77","46.51","19.08","25.74","42.56","0.92","1.23","42.86","47.11","55.45","45.94","0.33","0.33","50.00","9.55","91.40","1.010","8.77","9.62","7.54","44.16","53.77","16.31","13.46","16.39","49.88"
"153","Barclay Goodrow","S.J","C","77","851.91666666667","11.063852813853","50.92","67.4","43.04","34.93","47.89","42.18","22.47","31.48","41.64","0.99","3.59","21.54","1.82","2.92","38.40","20.57","30.64","40.17","7.4","12.61","36.97","0.35","1.62","17.86","17.56","24.04","42.21","0.47","1.78","20.83","45.37","58.7","43.60","0.41","0.92","30.77","4.39","88.59","0.930","7.4","13.52","7.96","46.77","48.17","16.27","18.45","20.78","43.92"
"752","Connor Bedard","CHI","C","82","1344.5833333333","16.397357723577","50.69","67.34","42.95","36.5","49.4","42.49","24.54","32.66","42.90","2.28","2.99","43.22","2.16","3.03","41.67","23.03","33.96","40.41","7.54","12.76","37.14","0.89","1.38","39.22","20.65","28.26","42.21","1.31","1.31","50.00","47.5","54.01","46.79","0.58","0.9","39.13","9.27","90.85","1.001","10.31","11.38","5.31","39.31","66.00","20.13","16.78","15.62","56.30"
"303","Frank Vatrano","ANA","R","81","1065.9166666667","13.159465020576","63.16","67.15","48.47","46.89","49.37","48.71","31.07","33.1","48.42","2.59","2.76","48.42","2.9","3.12","48.14","28.76","33.27","46.37","12.1","13.68","46.94","1.41","2.08","40.32","22.22","26.12","45.96","0.83","0.68","55.00","51.96","57.24","47.58","0.81","0.24","76.92","8.33","91.67","1.000","13.23","13.62","11.31","39.4","53.90","22.91","18.52","21.78","51.26"
"636","Lukas Reichel","CHI","L","70","730.13333333333","10.430476190476","45.85","67.06","40.61","34.1","48.9","41.09","24.08","31.88","43.02","1.81","2.55","41.51","2.06","3.02","40.53","20.3","31.14","39.46","9.29","12.24","43.13","0.82","1.07","43.48","14.68","25.2","36.81","0.66","1.64","28.57","39.41","54.6","41.92","0.71","0.36","66.67","7.51","92.01","0.995","6.41","11.26","5.51","51.36","53.79","14.05","16.19","14.87","48.58"
"715","Seamus Casey","N.J","D","14","157.36666666667","11.240476190476","48.42","66.72","42.05","35.46","48.04","42.47","22.88","29.74","43.48","3.05","1.53","66.67","1.82","2.82","39.24","21.35","32.03","40.00","7.63","12.2","38.46","0.76","0","100.00","18.3","26.44","40.91","2.54","0.51","83.33","49.57","51.22","49.18","0.55","1.65","25.00","13.33","94.87","1.082","11.06","9.53","4.58","51.85","70.73","22.11","13.73","11.44","65.91"
"20","Jamie Benn","DAL","L","80","936.68333333333","11.708541666667","58.87","66.68","46.89","40.87","48.23","45.87","27.67","30.75","47.37","3.2","2.56","55.56","2.83","2.96","48.86","28.63","30.75","48.22","13","12.11","51.79","1.92","1.6","54.55","20.84","24.85","45.61","1.02","0.94","52.17","54.03","59.49","47.60","0.74","0.37","66.67","11.57","91.67","1.032","12.68","13.13","10.95","47.34","53.66","23.19","19.73","23.76","49.39"
"53","Kyle Palmieri","NYI","C","82","1150.95","14.035975609756","59.79","66.68","47.28","43.01","46.81","47.88","26.74","30.24","46.94","2.66","2.82","48.57","2.66","2.75","49.12","28.41","29.61","48.97","11.36","11.78","49.10","1.62","1.41","53.45","22.73","23.77","48.88","1.11","1.11","50.00","50.75","56.4","47.36","0.3","0.83","26.67","9.94","90.69","1.006","10.17","11.1","8.03","46.08","55.87","19.91","15.74","18.56","51.76"
"384","Patrik Laine","MTL","L","52","559.71666666667","10.763782051282","47.7","66.68","41.71","33.23","45.67","42.12","21.12","29.26","41.91","1.82","2.79","39.53","2.05","3.05","40.26","21.76","30.34","41.77","8.25","13.51","37.93","0.86","1.82","32.00","18.01","22.44","44.52","0.86","0.86","50.00","43.2","47.85","47.45","0.46","0.46","50.00","8.63","90.48","0.991","14.04","9","3.11","47.06","81.88","21.55","14.47","8.47","71.79"
"475","Fabian Zetterlund","OTT, S.J","L","84","1145.8166666667","13.640674603175","55.3","66.66","45.34","39.01","46.29","45.73","26.23","30.16","46.52","2.67","1.99","57.30","2.35","2.84","45.25","25.87","30.79","45.66","10.11","11.78","46.17","0.84","1.15","42.11","21.02","25.34","45.33","1.68","0.91","64.86","48.18","54.16","47.08","0.83","0.23","78.57","10.18","93.40","1.036","9.69","11.94","7.38","44.67","56.75","19.85","18.22","17.59","53.01"
"16","Jeff Petry","DET","D","44","750.9","17.065909090909","51.22","66.64","43.46","35.72","48.82","42.25","23.09","32.12","41.82","2","2.4","45.45","2.18","2.72","44.46","24.93","28.69","46.50","9.03","11.99","42.97","0.8","1.12","41.67","21.2","22.27","48.77","1.28","0.64","66.67","42.59","58.52","42.12","0.35","1.15","23.08","8.65","92.54","1.012","8.79","10.23","8.15","46.66","51.89","17.26","17.26","18.94","47.68"
"196","Ben Hutton","VGK","D","11","143.4","13.036363636364","53.97","66.53","44.79","39.33","45.19","46.53","25.52","28.45","47.29","1.67","1.67","50.00","2.16","2.28","48.67","19.67","30.54","39.17","7.53","9.21","45.00","1.26","0.42","75.00","16.18","28.45","36.25","0.56","1.12","33.33","55.6","48.95","53.18","0","0.6","0.00","6.56","94.12","1.007","8.37","13.39","5.44","45.61","60.61","18.41","17.15","15.9","53.66"
"517","Ty Dellandrea","S.J","C","68","712.51666666667","10.47818627451","47.83","66.52","41.83","32","47.33","40.34","19.87","30.82","39.20","1.09","3.71","22.81","1.82","2.79","39.55","21.39","30.82","40.97","8.84","12.63","41.18","0.34","2.19","13.33","16.73","24.25","40.82","0.79","1.35","36.84","38.44","55.22","41.04","0.24","0.73","25.00","5.51","87.98","0.935","6.4","14.23","8.42","46.9","43.18","13.22","18.78","18.44","41.76"
"661","Mikael Pyyhtia","CBJ","L","47","489.3","10.410638297872","50.89","66.34","43.41","33.72","45.49","42.57","22.69","29.55","43.43","1.59","2.7","37.14","1.57","2.89","35.24","18.03","29.06","38.28","6.62","12.14","35.29","0.74","1.23","37.50","15.21","22.56","40.26","0.82","0.82","50.00","48.71","55.97","46.53","0.35","1.24","22.22","7.03","90.87","0.979","7.73","11.77","7.6","48.8","50.40","14.71","15.21","19.25","43.32"
"550","Jake Christiansen","CBJ","D","68","803.25","11.8125","52.81","66.33","44.33","38.39","46.54","45.21","26.07","29.06","47.29","2.91","2.39","54.93","2.25","2.83","44.25","22.78","30.03","43.14","9.41","12.32","43.30","1.87","1.57","54.35","17.83","23.6","43.03","0.9","0.6","60.00","43.91","54.59","44.58","0.54","0.54","50.00","11.17","91.77","1.029","4.78","12.18","6.35","47.06","42.95","13.15","17.63","15.39","46.07"
"77","Ben Chiarot","DET","D","81","1507.8","18.614814814815","52.61","66.18","44.29","37.21","47.04","44.17","24.79","30.48","44.85","2.03","2.71","42.86","2.26","2.8","44.67","23.28","28.01","45.38","8.6","12.22","41.30","0.96","1.23","43.64","19.58","21.06","48.17","0.96","1.01","48.65","45.87","61.96","42.54","0.52","1.03","33.33","8.19","91.12","0.993","8.32","13.45","9.31","41.94","47.18","17.99","19.82","21.61","45.43"
"644","Jack Thompson","S.J","D","31","427.28333333333","13.783333333333","56.45","66.14","46.05","40.58","43.95","48.01","27.94","30.75","47.61","1.83","2.81","39.39","2.26","2.54","47.12","27.66","28.51","49.25","10.67","11.94","47.20","0.98","1.4","41.18","22.65","22.09","50.63","0.94","1.31","41.67","44.83","56.79","44.11","0.2","0.61","25.00","6.53","90.87","0.974","7.44","9.97","6.88","52.66","51.96","19.24","17.69","14.88","56.38"
"746","Adam Klapka","CGY","R","31","288.51666666667","9.3069892473118","61.14","66.13","48.04","40.34","42.22","48.87","26.62","27.45","49.23","2.5","2.7","48.00","2.54","2.3","52.49","25.37","27.66","47.84","12.69","8.53","59.80","1.87","1.46","56.25","16.91","25.51","39.87","0.55","1.11","33.33","51.97","54.67","48.73","0.3","0.6","33.33","9.38","90.15","0.995","9.36","10.4","5.82","58.44","61.64","17.47","15.6","16.43","51.53"
"362","Troy Terry","ANA","R","77","1120.7","14.554545454545","62.85","66.01","48.77","46.74","47.97","49.35","31.43","32.6","49.08","2.46","2.41","50.55","2.85","3.05","48.29","28.96","32.23","47.33","11.99","13.12","47.76","1.34","1.71","43.86","22.63","25.48","47.03","0.71","0.79","47.62","50.19","55.76","47.37","0.85","0.15","84.62","7.84","92.61","1.004","11.19","11.56","9.58","39.24","53.87","20.56","16.33","20.29","50.33"
"193","Josh Anderson","MTL","R","81","990.21666666667","12.224897119342","54.72","65.92","45.35","37.2","46.84","44.27","23.21","29.27","44.23","2.12","2.61","44.87","2.67","3.01","47.03","28.05","30.18","48.18","12.06","11.27","51.69","1.27","1.15","52.50","21.33","25.21","45.83","0.89","1.21","42.31","42.19","53.83","43.94","0.26","0.79","25.00","9.14","91.10","1.002","7.21","16.54","8.36","45.08","46.30","13.21","23.51","18.72","41.37"
"64","Chris Kreider","NYR","L","68","760.45","11.183088235294","57.52","65.88","46.61","40.87","48.76","45.60","27.14","32.59","45.44","2.45","2.37","50.82","2.45","2.73","47.34","25.25","28.72","46.78","10.49","11.68","47.33","1.42","1.03","58.06","19.67","22.72","46.40","0.74","1.37","35.00","51.06","61.31","45.44","0.68","0.46","60.00","9.01","92.74","1.017","11.2","15.7","10.34","47.42","52.01","20.04","20.28","21.54","48.20"
"137","Ryan Strome","ANA","C","82","1077.3833333333","13.138821138211","63.04","65.88","48.90","46.39","47.89","49.20","30.35","31.52","49.05","2.67","2.67","50.00","2.77","3.09","47.23","28.18","32.58","46.38","11.19","13.98","44.47","1.34","1.95","40.68","22.65","24.8","47.73","0.82","0.89","47.83","51.88","55.91","48.13","1.05","0.08","92.86","8.81","91.52","1.003","12.53","12.98","10.58","42.05","54.22","22.72","18.38","20.94","52.04"
"618","Braden Schneider","NYR","D","80","1255.85","15.698125","54.8","65.84","45.43","40.61","47.73","45.97","27.18","30.72","46.95","2.53","2.48","50.48","2.52","2.98","45.84","24.17","31.05","43.77","10.61","13.14","44.67","1.15","1.19","48.98","18.09","23.89","43.10","1.15","1.02","52.94","42.44","53.14","44.40","0.76","0.76","50.00","9.31","91.91","1.012","3.34","10.27","6.59","51.84","33.65","10.13","16.53","16.67","37.79"
"653","Landon Slaggert","CHI","L","33","379.08333333333","11.487373737374","47.17","65.84","41.74","32.92","48.43","40.47","24.22","29.44","45.13","1.74","3.17","35.48","2.1","3.02","41.04","22.63","34.66","39.50","9.97","13.93","41.72","0.95","1.9","33.33","16.88","27.65","37.91","0.84","0.84","50.00","39.78","51.21","43.72","0.23","0.91","20.00","7.19","89.25","0.964","6.33","13.77","8.71","49.54","42.11","13.93","18.99","18.83","42.51"
"179","Chandler Stephenson","SEA","C","78","1066.95","13.678846153846","54.72","65.8","45.40","38.24","47.46","44.62","24.69","29.52","45.54","2.53","3.04","45.45","2","3.09","39.25","21.14","30.31","41.09","7.87","13.44","36.94","0.9","2.02","30.77","17.7","22.49","44.03","1.05","0.75","58.33","52.72","57.59","47.79","1.22","0.65","65.22","10.25","89.71","1.000","9.95","12.2","10.91","39.59","47.71","18.39","17.88","22.61","44.86"
