"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"772","Sam Malinski","COL","D","23","327.18333333333","14.225362318841","0.55","1.28","0.18","1.1","1.83","52.63","5.68","9.68","0.2","13.57","8.99","3.3","0.55","0.55","0.92","1.1","0.55","0.55","0","0","0.55","1.83","1.47","2.57","5.87","4.03","0","0","-"
"210","Shayne Gostisbehere","DET","D","81","1546.0833333333","19.087448559671","0.39","1.79","0.7","1.09","2.17","60.87","5.39","7.19","0.34","11.91","7.84","3.57","0.5","0.12","0.97","0.62","0.31","0.31","0","0","0.89","1.28","0.81","1.13","1.67","2.91","0","0","-"
"747","James Malatesta","CBJ","L","11","112.38333333333","10.216666666667","1.07","1.07","0","1.07","2.14","100.00","6.41","16.67","0.68","12.28","10.68","6.94","3.74","0.53","0.53","2.67","0.53","0","0.53","0","1.6","1.07","0.53","21.89","5.34","1.07","0","0.53","0.00"
"73","Ryan O'Reilly","NSH","C","82","1620.8","19.765853658537","0.96","1.59","0.56","1.04","2.55","59.48","6.66","14.44","1.03","10.88","9.18","8.48","4.92","0.15","1.3","0.67","0.33","0.33","0","0","0.48","1.11","2.37","0.93","2.63","2.07","30.65","26.21","2.00"
"258","Shea Theodore","VGK","D","47","1038.15","22.08829787234","0.29","2.14","1.1","1.04","2.43","63.64","6.07","4.76","0.32","15.78","9.02","3.87","0.35","0.17","1.44","0.35","0.12","0.12","0","0","0.23","1.27","1.56","0.52","2.89","4.51","0","0","-"
"709","Hendrix Lapierre","WSH","C","51","583.3","11.437254901961","0.82","1.44","0.41","1.03","2.26","68.75","5.25","15.69","0.57","9.87","8.02","5.25","2.88","0.31","0.51","0.41","0.1","0.1","0","0","0.82","1.95","1.95","2.67","4.01","3.19","10.8","18","3.86"
"776","Collin Graf","S.J","R","7","116.16666666667","16.595238095238","0","1.03","0","1.03","1.03","66.67","3.62","0.00","0.34","7.23","5.68","4.65","1.03","0.52","0","0","0","0","0","0","0.52","0.52","2.58","2.58","3.62","3.62","0","0","-"
"132","Mikael Granlund","S.J","C","69","1446.2","20.959420289855","0.5","1.99","1","1","2.49","72.29","5.56","8.96","0.64","10.7","7.76","5.77","2.07","0.41","0.91","1.33","0.66","0.66","0","0","0.75","0.87","2.03","2.57","4.31","2.28","20.41","23.23","1.94"
"170","Dougie Hamilton","N.J","D","20","419.5","20.975","0.72","1.57","0.57","1","2.29","59.26","8.72","8.20","0.44","21.45","12.59","7.01","0.57","0.57","2.29","2.86","1.43","1.43","0","0","0","2","0.72","2.57","3.15","3.43","0","0","-"
"335","Viktor Arvidsson","L.A","R","18","300.45","16.691666666667","1.2","1.8","0.8","1","3","62.50","11.78","10.17","1.22","19.97","16.18","9.19","3.39","0.4","1.8","2.8","1.4","1.4","0","0","1.2","1","1.6","1.6","6.99","3.59","0.6","1.2","6.66"
"656","Jakob Pelletier","CGY","L","13","120.51666666667","9.2705128205128","0.5","1","0","1","1.49","60.00","4.48","11.11","0.46","8.96","5.48","3.98","2.49","0.5","0.5","1","0.5","0.5","0","0","0","1.49","2.49","4.98","2.49","1.49","1.99","1.99","24.89"
"300","Leon Draisaitl","EDM","C","81","1676.3333333333","20.695473251029","1.47","2.33","1.36","0.97","3.79","69.28","7.77","18.89","1.02","15.25","11.7","8.55","2.97","0.29","1.29","2.72","1.07","1","0","0.07","0.72","3.29","2.93","2.08","5.05","0.93","29.56","22.37","2.04"
"633","Alex Turcotte","L.A","C","20","185.6","9.28","0.32","0.97","0","0.97","1.29","44.44","4.53","7.14","0.73","11.64","8.73","6.14","3.88","0","0.65","1.94","0.97","0.97","0","0","0.97","0.32","1.94","2.26","11.64","3.23","6.79","6.79","16.16"
"711","Brendan Brisson","VGK","C","15","185.05","12.336666666667","0.65","1.95","0.97","0.97","2.59","66.67","6.48","10.00","0.72","15.24","11.35","7.78","2.27","0.32","1.3","0.65","0.32","0.32","0","0","0.32","1.3","1.62","4.22","8.43","1.3","1.3","1.3","16.21"
"51","Steven Stamkos","T.B","C","79","1440.05","18.228481012658","1.67","1.71","0.75","0.96","3.37","67.50","10.92","15.27","1.21","20.42","15.42","10.75","3","0.17","1.58","1.42","0.71","0.71","0","0","0.58","2.17","0.96","3.25","3.12","1.79","14.87","11.67","2.34"
"76","Victor Hedman","T.B","D","78","1934.7333333333","24.804273504274","0.4","1.95","0.99","0.96","2.36","50.33","5.21","7.74","0.39","12.5","8.31","4.12","0.62","0.19","1.05","2.36","0.81","0.71","0","0.09","0.28","1.67","0.9","2.02","2.17","3.16","0","0","-"
"758","Tristan Luneau","ANA","D","7","125.1","17.871428571429","0.48","0.96","0","0.96","1.44","50.00","5.28","9.09","0.25","9.11","7.19","2.4","0.48","0","0.96","1.92","0.48","0.48","0","0","0.48","1.44","0","4.32","4.32","1.92","0","0","-"
"280","Josh Morrissey","WPG","D","81","1958.7666666667","24.182304526749","0.31","1.81","0.86","0.95","2.11","52.27","6","5.10","0.36","13.69","8.94","4.1","0.58","0.09","0.7","1.35","0.67","0.67","0","0","0.67","1.29","1.38","2.76","3.03","3.16","0","0","-"
"385","Zach Werenski","CBJ","D","70","1711.6","24.451428571429","0.39","1.61","0.67","0.95","2","50.89","7.08","5.45","0.4","15.49","9.99","4.84","1.02","0.18","1.44","0.77","0.39","0.39","0","0","0.11","0.91","1.23","0.81","1.65","4.56","0","0","-"
"449","Josh Mahura","FLA","D","30","377.76666666667","12.592222222222","0","1.43","0.48","0.95","1.43","69.23","3.97","0.00","0.17","7.62","5.24","2.22","0.32","0.16","0.16","3.18","1.59","1.59","0","0","1.27","0.95","0.48","6.35","9.69","4.29","0","0","-"
"140","Mark Stone","VGK","R","56","1086.8","19.407142857143","0.88","2.04","1.1","0.94","2.93","73.61","6.46","13.68","0.98","11.7","8.94","7.62","3.81","0.28","1.1","1.21","0.61","0.61","0","0","0.66","1.6","3.42","1.93","2.15","2.21","0","0.22","0.00"
"305","Kevin Fiala","L.A","L","82","1478.9166666667","18.035569105691","1.18","1.79","0.85","0.93","2.96","73.00","9.13","12.89","1","18.95","13.92","9.41","3.12","0.32","1.58","2.52","1.05","1.01","0","0.04","0.73","2.31","1.83","2.72","4.14","1.14","0.41","1.14","1.07"
"270","Aleksander Barkov","FLA","C","73","1433.4833333333","19.636757990868","0.96","2.39","1.46","0.92","3.35","69.57","8.12","11.86","1.02","15.61","11.93","9.17","3.77","0.59","1.46","1","0.46","0.46","0","0","0.67","1.3","2.55","4.35","3.85","2.09","26.37","19.67","2.40"
"466","Filip Hronek","VAN","D","81","1898.75","23.441358024691","0.16","1.36","0.44","0.92","1.52","41.38","4.68","3.38","0.24","11.98","7.27","3.16","0.35","0.19","0.85","1.2","0.6","0.6","0","0","0.47","1.58","0.76","3.29","3.29","2.75","0","0","-"
"317","Adrian Kempe","L.A","R","77","1457.9166666667","18.933982683983","1.15","1.93","1.03","0.91","3.09","74.26","10.12","11.38","0.94","20.54","14.49","8.72","2.63","0.41","1.61","2.96","1.23","1.19","0","0.04","1.4","0.99","1.28","4.61","3.05","1.32","0.12","0.41","0.95"
"251","Oliver Bjorkstrand","SEA","R","82","1327","16.182926829268","0.9","1.76","0.86","0.9","2.67","75.64","8.41","10.75","0.83","19.35","13.47","9","2.89","0.36","1.81","0.54","0.27","0.27","0","0","0.72","1.09","2.85","3.03","4.7","1.31","0.41","0.86","1.45"
"576","Andrei Svechnikov","CAR","R","59","1001.8","16.979661016949","1.14","1.98","1.08","0.9","3.11","68.42","8.62","13.19","1.13","18.27","13.36","8.56","3.29","0.48","1.62","3.47","1.68","1.68","0","0","0.84","2.58","1.5","8.5","5.99","1.32","0.24","0.24","2.99"
"194","Mark Jankowski","NSH","C","32","405.35","12.6671875","1.04","1.18","0.3","0.89","2.22","71.43","7.1","14.58","1","13.32","10.81","10.81","4.29","0.3","0.59","1.18","0.59","0.59","0","0","0.3","1.78","2.66","1.18","3.7","1.63","12.14","11.99","7.45"
"509","Elias Pettersson","VAN","C","82","1611.3333333333","19.650406504065","1.27","2.05","1.15","0.89","3.31","64.49","7.71","16.43","1.06","14.97","11.21","8.01","3.35","0.56","1.23","0.45","0.22","0.22","0","0","1.04","1.12","1.86","4.65","4.54","2.53","15.12","14.63","1.89"
"733","Josh Doan","ARI","R","11","135.4","12.309090909091","2.22","1.77","0.89","0.89","3.99","81.82","10.19","21.74","1.69","16.4","13.74","13.74","9.75","0.89","1.33","0","0","0","0","0","0.89","0.44","3.99","3.1","6.65","3.1","2.22","3.1","18.46"
"316","David Pastrnak","BOS","R","82","1634.2333333333","19.929674796748","1.73","2.31","1.43","0.88","4.04","80.88","14.02","12.30","1.37","26.36","19.46","12.34","3.82","0.84","2.2","1.73","0.66","0.59","0.04","0.04","1.1","3.6","1.98","2.57","5.29","0.7","0.29","0.59","1.22"
"32","Jamie Benn","DAL","L","82","1239.8333333333","15.119918699187","1.02","1.89","1.02","0.87","2.9","68.18","7.94","12.80","1.11","14.32","10.84","8.23","4.74","0.39","1.5","1.98","0.82","0.77","0.05","0","1.11","1.6","2.37","5.32","3.34","2.42","21.1","13.36","2.96"
"166","Ryan Strome","ANA","C","79","1248.1166666667","15.798945147679","0.53","1.44","0.58","0.87","1.97","62.12","6.3","8.40","0.63","10.29","8.36","5.53","2.69","0.48","0.87","4.13","1.59","1.35","0.19","0.05","0.67","2.02","1.39","3.08","2.12","1.01","10.77","12.59","2.22"
"514","Robert Thomas","STL","C","82","1719.25","20.966463414634","0.91","2.09","1.22","0.87","3","74.14","5.93","15.29","0.79","11.38","8.48","6.94","2.76","0.28","0.84","1.68","0.7","0.66","0","0.03","0.59","1.88","2.44","0.56","3.07","1.64","30.57","26.98","1.85"
"399","Dennis Gilbert","CGY","D","34","417.63333333333","12.283333333333","0.14","0.86","0","0.86","1.01","63.64","3.3","4.35","0.13","7.76","5.46","2.16","0","0","0.72","2.3","0.72","0.43","0.29","0","0.86","1.44","0.72","8.48","6.32","7.04","0","0","-"
"718","Marat Khusnutdinov","MIN","C","16","209.76666666667","13.110416666667","0.29","0.86","0","0.86","1.14","80.00","1.72","16.67","0.32","6.01","4.58","3.43","1.72","0.57","0","1.72","0.86","0.86","0","0","0.86","1.14","2","4.58","3.43","2.57","14.02","15.45","13.61"
"358","Pavel Zacha","BOS","C","78","1412.2666666667","18.105982905983","0.89","1.61","0.76","0.85","2.51","59.00","6.29","14.19","0.84","10.96","8.96","7.99","4.12","0.47","0.89","0.76","0.38","0.38","0","0","0.59","1.49","1.19","4.5","3.02","1.44","24.85","20.52","2.33"
"366","Mikko Rantanen","COL","R","80","1832.45","22.905625","1.38","2.03","1.18","0.85","3.41","61.90","8.87","15.50","1.03","17.19","13.06","10.12","3.8","0.33","1.24","1.64","0.79","0.79","0","0","0.69","1.41","1.41","1.74","4.88","1.6","9","7.73","1.76"
"501","Casey Mittelstadt","BUF, COL","C","80","1418.3666666667","17.729583333333","0.76","1.65","0.8","0.85","2.41","58.16","5.37","14.17","0.6","10.11","7.28","5.5","2.28","0.17","0.8","1.35","0.63","0.63","0","0","0.34","1.78","1.9","1.06","4.23","1.31","22.38","25.17","1.99"
"173","J.T. Miller","VAN","C","81","1578.6833333333","19.489917695473","1.41","2.51","1.67","0.84","3.91","75.18","7.37","19.07","1.07","14.29","11.55","8.86","4.29","0.57","1.22","2.2","0.99","0.91","0.08","0","0.72","1.9","1.37","8.29","3.65","2.32","31.28","24.25","2.14"
"107","Mats Zuccarello","MIN","R","69","1303.5833333333","18.892512077295","0.55","2.35","1.52","0.83","2.9","64.95","7.96","6.94","0.74","15.37","11.37","7.04","2.03","0.41","1.66","1.38","0.69","0.69","0","0","0.97","1.75","1.75","1.2","3.22","2.3","1.24","2.07","1.73"
"373","Tommy Novak","NSH","C","71","1008.2166666667","14.200234741784","1.07","1.61","0.77","0.83","2.68","70.31","6.72","15.93","0.85","14.28","10.77","8.75","3.39","0.54","1.49","0.48","0.24","0.24","0","0","0.83","1.49","2.86","0.3","7.08","1.84","12.56","17.2","2.51"
"647","Jack Hughes","N.J","C","62","1300.3833333333","20.973924731183","1.25","2.17","1.34","0.83","3.41","75.51","12.64","9.85","1.26","24.04","16.66","11.63","3.23","0.55","2.54","0.55","0.28","0.28","0","0","1.25","3.28","2.95","0.46","3.09","1.11","5.44","9.18","1.72"
"279","Max Domi","TOR","C","80","1102.8","13.785","0.49","2.07","1.25","0.82","2.56","61.04","7.45","6.57","0.62","13.76","10.34","6.37","2.56","0.6","1.03","6.42","1.85","1.31","0.33","0.22","1.03","2.29","1.41","2.88","4.08","1.2","12.3","12.3","2.72"
"203","Filip Forsberg","NSH","L","82","1550.25","18.905487804878","1.86","1.78","0.97","0.81","3.64","72.31","13.43","13.83","1.43","27.09","19.31","12.15","5.03","0.7","2.71","1.66","0.77","0.74","0.04","0","1.16","3.1","2.94","5.5","3.52","1.7","0.43","0.43","1.94"
"303","William Nylander","TOR","R","82","1632.9166666667","19.913617886179","1.47","2.13","1.32","0.81","3.6","74.81","11.61","12.66","1.13","21.31","15.54","10.8","3.71","0.77","1.84","0.88","0.44","0.44","0","0","0.73","1.65","2.5","1.18","3.6","1.07","2.06","2.31","1.73"
"762","Matthew Poitras","BOS","C","33","442.06666666667","13.39595959596","0.68","1.36","0.54","0.81","2.04","75.00","5.43","12.50","0.52","10.45","6.65","6.24","2.58","0.41","0.68","0.81","0.41","0.41","0","0","1.76","2.04","2.58","2.31","7.33","2.04","15.07","19.41","5.93"
"519","Miro Heiskanen","DAL","D","71","1742.3666666667","24.540375586854","0.31","1.55","0.76","0.79","1.86","45.38","5.58","5.56","0.37","13.81","8.23","4.03","0.45","0.21","1.62","1.24","0.45","0.41","0","0.03","0.69","1.24","1.14","1.93","5.3","3.34","0","0","-"
"145","Travis Boyd","ARI","C","16","153.95","9.621875","0.78","2.34","1.56","0.78","3.12","80.00","4.68","16.67","0.56","10.13","7.02","7.79","2.73","0.39","1.95","0.78","0.39","0.39","0","0","0","1.17","0.39","3.9","8.57","3.9","8.96","7.79","20.85"
"179","Rickard Rakell","PIT","R","70","1156.1","16.515714285714","0.78","1.14","0.36","0.78","1.92","50.00","8.56","9.09","1.1","16.97","12.56","9.76","4.88","0.42","1.76","1.14","0.57","0.57","0","0","0.78","0.93","1.45","5.81","5.92","2.08","0.16","0.52","1.20"
"379","Roope Hintz","DAL","C","80","1379.1833333333","17.239791666667","1.31","1.52","0.74","0.78","2.83","57.02","7.92","16.48","1.14","14.36","11.31","9.18","4.61","0.57","1.31","0.96","0.48","0.48","0","0","0.83","1.61","1.04","1.57","3.48","1.65","13.83","10.79","2.44"
"394","Mitch Marner","TOR","R","69","1468.0833333333","21.276570048309","1.06","2.41","1.63","0.78","3.47","70.83","6.46","16.46","0.81","14.92","10.05","7.97","2.9","0.49","1.14","0.74","0.37","0.37","0","0","0.57","2.45","2.41","2.41","3.43","2.08","0.16","0.49","1.02"
"186","Morgan Rielly","TOR","D","72","1709.3666666667","23.741203703704","0.25","1.79","1.02","0.77","2.04","46.03","6.07","4.05","0.32","12.64","8.49","3.86","0.98","0.42","1.12","0.95","0.28","0.21","0.04","0.04","0.21","2.14","0.95","3.44","5.16","4.81","0","0","-"
"196","Mike Matheson","MTL","D","82","2095.3333333333","25.552845528455","0.31","1.46","0.69","0.77","1.78","57.94","5.35","5.88","0.29","11.54","7.22","3.29","0.66","0.17","0.86","1.66","0.83","0.83","0","0","0.66","2.18","1.4","1.75","3.69","5.33","0","0","-"
"534","Neal Pionk","WPG","D","82","1707.9666666667","20.828861788618","0.18","0.98","0.21","0.77","1.16","37.93","5.13","3.42","0.22","10.78","7.45","2.21","0.28","0.28","0.81","2.21","1.05","1.02","0.04","0","0.63","1.93","1.19","7.76","5.76","4.15","0","0","-"
"587","Noah Dobson","NYI","D","79","1937.1166666667","24.520464135021","0.31","1.86","1.08","0.77","2.17","56.00","5.39","5.75","0.21","13.85","7.84","3.25","0.34","0.34","0.96","1.12","0.56","0.56","0","0","0.22","1.92","0.99","2.6","4.8","5.58","0","0","-"
"665","Alex Newhook","MTL","C","55","930.95","16.926363636364","0.97","1.22","0.45","0.77","2.19","61.82","5.48","17.65","0.77","11.67","8.44","7.48","3.48","0.32","0.84","1.16","0.58","0.58","0","0","0.64","1.93","1.35","2.32","4.12","2","14.76","16.95","3.00"
"75","John Tavares","TOR","C","80","1429.2","17.865","1.22","1.51","0.76","0.76","2.73","63.11","11.71","10.39","1.73","20.32","16.16","14.02","8.56","0.55","2.64","1.26","0.63","0.63","0","0","0.92","2.14","1.55","5.63","5.16","1.55","33.67","23.09","2.49"
"163","Ryan Nugent-Hopkins","EDM","C","80","1569.9333333333","19.624166666667","0.69","1.87","1.11","0.76","2.56","52.34","6.99","9.84","0.94","14.1","10.09","9.13","4.01","0.34","1.18","1.38","0.69","0.69","0","0","0.27","1.3","2.33","2.37","2.45","1.3","9.02","9.78","1.83"
"243","Jonny Brodzinski","NYR","C","57","634.26666666667","11.127485380117","0.57","1.23","0.47","0.76","1.8","65.52","8.42","6.74","0.75","16.55","12.01","7.95","3.22","1.04","1.8","0.76","0.38","0.38","0","0","0.76","1.61","1.8","3.22","5.2","2.27","15.32","15.23","4.74"
"425","Matthew Tkachuk","FLA","L","80","1491.2","18.64","1.05","2.49","1.73","0.76","3.54","68.75","11.31","9.25","1.52","20.16","15.89","11.43","7.16","0.2","2.29","3.54","1.33","1.17","0.08","0.08","2.01","2.49","1.57","6.08","3.18","1.13","0.12","0.24","1.34"
"459","Jesper Bratt","N.J","L","82","1583.2","19.307317073171","1.02","2.12","1.36","0.76","3.15","62.88","9.4","10.89","1.08","16.98","13.26","10.95","4.51","0.91","1.44","0.45","0.23","0.23","0","0","0.72","1.71","1.48","2.5","2.99","1.25","0.3","0.53","1.38"
"65","Gustav Nyquist","NSH","C","81","1437.1333333333","17.742386831276","0.96","2.17","1.42","0.75","3.13","70.09","6.39","15.03","0.86","11.31","8.85","5.97","3.05","0.46","1.17","0.33","0.17","0.17","0","0","0.5","1.67","1.54","1.5","3.8","1.59","0.63","1","1.61"
"271","Jonathan Drouin","COL","L","79","1436.6333333333","18.185232067511","0.79","1.55","0.79","0.75","2.34","45.90","5.3","14.96","0.65","10.4","7.73","7.31","3.68","0.33","0.71","1.17","0.58","0.58","0","0","0.46","1.25","1.59","1.71","3.34","1.38","1.84","1.71","2.16"
"524","Josh Norris","OTT","C","50","881.86666666667","17.637333333333","1.09","0.95","0.2","0.75","2.04","62.50","7.82","13.91","0.78","14.15","10.48","8.16","3.27","0.41","1.16","1.5","0.75","0.75","0","0","1.16","1.84","1.5","5.85","4.97","2.04","22.32","20.48","3.55"
"530","Filip Chytil","NYR","C","10","159.3","15.93","0","2.26","1.51","0.75","2.26","66.67","8.29","0.00","0.71","15.07","12.43","6.78","2.64","0","0.75","1.51","0.75","0.75","0","0","0.38","0.75","1.13","1.51","5.27","1.51","10.92","14.31","16.30"
"725","Ilya Solovyov","CGY","D","10","158.95","15.895","0","1.13","0.38","0.75","1.13","60.00","3.77","0.00","0.13","9.44","6.04","1.51","0.38","0","1.51","1.51","0.75","0.75","0","0","0","1.13","0","5.28","7.93","6.42","0","0","-"
"739","Luke Hughes","N.J","D","82","1760.8333333333","21.473577235772","0.31","1.29","0.55","0.75","1.6","43.93","4.6","6.67","0.24","13.66","6.78","4.16","0.37","0.2","1.12","0.95","0.48","0.48","0","0","0.75","2.35","1.43","0.82","4.77","1.87","0","0","-"
"209","Chandler Stephenson","VGK","C","75","1386.2666666667","18.483555555556","0.69","1.51","0.78","0.74","2.21","67.11","4.2","16.49","0.49","7.49","5.84","4.54","2.12","0.3","0.26","1.08","0.3","0.22","0.04","0.04","0.82","0.78","1.77","1.86","3.55","1.73","23.89","21.55","2.28"
"323","Brandon Montour","FLA","D","66","1547.5166666667","23.447222222222","0.31","0.97","0.23","0.74","1.28","34.74","6.51","4.76","0.41","16.01","9.58","4.81","1.09","0.27","1.16","1.78","0.58","0.5","0","0.08","0.35","1.55","0.7","4.03","3.37","2.6","0","0","-"
"360","Jack Eichel","VGK","C","63","1292.75","20.519841269841","1.44","1.72","0.97","0.74","3.16","75.56","12.9","11.15","1.12","20","16.15","9.28","3.57","0.88","1.62","1.25","0.37","0.28","0.05","0.05","1.07","1.95","2.78","1.21","3.95","2.83","19.17","22.97","2.11"
"369","Sebastian Aho","CAR","C","78","1530.95","19.627564102564","1.41","2.08","1.33","0.74","3.49","70.63","8.47","16.67","1.02","15.68","12.19","8.19","3.53","0.55","1.14","1.41","0.63","0.63","0","0","0.55","2.23","1.96","1.88","2.94","0.71","22.38","18.97","2.12"
"58","John Carlson","WSH","D","82","2123.1166666667","25.891666666667","0.28","1.19","0.45","0.73","1.47","46.85","4.97","5.68","0.35","12.41","7.74","4.07","0.76","0.28","1.41","1.13","0.45","0.42","0","0.03","0.45","2.32","1.64","1.95","2.91","5.48","0","0","-"
"349","Darren Raddysh","T.B","D","82","1566.6666666667","19.105691056911","0.23","1.03","0.31","0.73","1.26","39.76","3.87","5.94","0.17","9.27","6.05","2.6","0.42","0.23","0.84","0.8","0.34","0.31","0.04","0","0.54","1.07","0.54","2.87","5.51","4.02","0","0","-"
"553","Sean Durzi","ARI","D","76","1726.6833333333","22.71951754386","0.31","1.11","0.38","0.73","1.42","35.96","4.93","6.34","0.31","11.71","7.05","4.27","0.87","0.24","1.22","2.19","0.9","0.83","0.03","0.03","0.56","2.33","0.76","1.53","4.52","5.56","0","0","-"
"388","Daniel Sprong","DET","R","76","912.03333333333","12.000438596491","1.18","1.64","0.92","0.72","2.83","74.14","10.53","11.25","0.94","19.67","15.26","9.41","2.5","0.72","1.64","1.45","0.72","0.72","0","0","0.72","1.71","1.05","2.11","2.76","0.99","0.53","0.26","4.39"
"395","Joel Eriksson Ek","MIN","C","77","1580.6166666667","20.527489177489","1.14","1.29","0.57","0.72","2.43","51.20","10.17","11.19","1.53","16.13","13.7","10.1","6.76","0.3","1.82","2.28","0.99","0.95","0","0.04","1.21","0.65","1.4","6.38","3.76","2.09","30.22","30.6","1.89"
"44","Evgenii Dadonov","DAL","R","51","671.96666666667","13.175816993464","1.07","0.98","0.27","0.71","2.05","67.65","5.98","17.91","0.81","12.86","10.27","7.32","3.75","0.45","1.43","0.71","0.36","0.36","0","0","0.36","1.25","1.61","3.13","3.39","1.7","0","0.36","0.00"
"47","Max Pacioretty","WSH","L","47","678.38333333333","14.433687943262","0.35","1.68","0.97","0.71","2.03","63.89","8.4","4.21","0.84","16.45","12.56","8.31","3.45","0.62","1.5","2.21","0.97","0.88","0.09","0","0.8","1.42","1.24","6.72","6.01","1.95","0.44","1.06","2.60"
"59","Roman Josi","NSH","D","82","2019.75","24.631097560976","0.68","1.84","1.13","0.71","2.53","57.43","7.96","8.58","0.48","17.88","11.26","6.24","0.77","0.24","1.6","1.34","0.62","0.59","0.03","0","0.45","1.78","0.98","1.37","3.68","4.49","0","0","-"
"81","Nazem Kadri","CGY","C","82","1510.9166666667","18.42581300813","1.15","1.83","1.11","0.71","2.98","71.43","11","10.47","1.27","20.81","15.53","11","4.84","0.56","1.95","1.71","0.75","0.71","0.04","0","1.71","2.78","2.22","2.26","5.84","0.95","23.51","24.54","1.94"
"222","Jaccob Slavin","CAR","D","81","1695.4833333333","20.931893004115","0.21","1.1","0.39","0.71","1.31","45.12","5.34","3.97","0.23","12.03","8.21","3.5","0.6","0.46","1.34","0.28","0.14","0.14","0","0","0.35","1.13","2.51","1.95","3.4","4.25","0","0","-"
