"Player","Season","Team","Position","GP","TOI","TM #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60","RAPM_CF/60","RAPM_CA/60","RAPM_xGF/60","RAPM_xGA/60","Off_GAR/60","Def_GAR/60","Off_xGAR/60","Def_xGAR/60"
"Jack Eichel","23-24","VGK","C",63,883.48,30,15.23,30.44,-0.95,0.012,0.28,0.23,0.51,1.46,0.04,0.028,0.3,-0.02,0.28,-0.04
"Jack Hughes","23-24","N.J","C",62,1010.95,27,14.68,29.76,1.47,0.051,0.19,0.23,1.03,-0.44,0.065,0.014,0.23,-0.04,0.23,0
"Jack Johnson","23-24","COL","D",80,1106.88,33,12.79,26.1,1.96,0.045,0.24,0.23,1.26,-0.7,0.029,-0.017,0.22,0.02,0.19,0.05
"Jack McBain","23-24","ARI","C",67,718.65,32,14,28.33,-0.97,-0.015,0.18,0.18,-0.54,0.43,0.001,0.016,0.19,0,0.18,0
"Jack Quinn","23-24","BUF","R",27,331.65,25,15.11,30.3,0.98,-0.015,0.17,0.16,0.67,-0.31,-0.002,0.013,0.17,0.01,0.16,0.01
"Jack Roslovic","23-24","CBJ","C",40,557.53,26,15.32,30.53,0.03,-0.025,0.11,0.17,0.83,0.8,0.031,0.056,0.17,-0.06,0.22,-0.05
"Jack Roslovic","23-24","NYR","C",19,239.5,21,14.91,29.8,1.3,0.025,0.23,0.23,0.81,-0.49,0.014,-0.011,0.24,-0.02,0.19,0.04
"Jack St. Ivany","23-24","PIT","D",14,164.12,24,12.45,25.17,0.73,-0.002,0.11,0.15,0.56,-0.16,0.008,0.01,0.14,-0.03,0.17,-0.03
"Jack Studnicka","23-24","S.J","C",17,184.93,28,14.09,27.99,-2.25,-0.141,-0.11,-0.14,-0.66,1.59,-0.055,0.086,-0.03,-0.09,-0.02,-0.12
"Jackson Lacombe","23-24","ANA","D",71,1143.03,33,13.49,27.89,-0.82,-0.027,0.12,0.12,-0.57,0.24,-0.029,-0.002,0.1,0.02,0.11,0.01
"Jacob Bernard-Docker","23-24","OTT","D",72,1011.65,30,13.98,28.39,0.91,0.022,0.19,0.22,0.94,0.03,0.027,0.005,0.17,0.01,0.21,0.01
"Jacob Bryson","23-24","BUF","D",36,484.87,26,13.29,26.66,0.29,-0.05,0.13,0.1,0.09,-0.2,-0.018,0.032,0.18,-0.05,0.15,-0.05
"Jacob Lucchini","23-24","MIN","C",40,352.1,29,13.17,26.88,-1.02,-0.002,0.17,0.12,-0.87,0.15,-0.072,-0.07,0.04,0.13,0,0.12
"Jacob MacDonald","23-24","S.J","D",34,353.38,30,13.81,27.46,-2.29,-0.135,-0.07,-0.13,-0.88,1.41,-0.054,0.08,0.02,-0.08,-0.02,-0.11
"Jacob Middleton","23-24","MIN","D",80,1382.62,32,13.95,28.57,0.81,0.055,0.34,0.25,0.48,-0.33,-0.007,-0.062,0.21,0.12,0.15,0.1
"Jacob Moverare","23-24","L.A","D",24,234.23,22,13.85,28.08,2.6,0.121,0.29,0.26,1.48,-1.12,0.052,-0.069,0.18,0.11,0.15,0.1
"Jacob Peterson","23-24","S.J","C",6,68.05,20,14.73,29.42,-2.25,-0.136,-0.16,-0.11,-1.06,1.19,-0.05,0.086,-0.08,-0.08,-0.03,-0.08
"Jacob Trouba","23-24","NYR","D",69,1211.63,28,14.06,28.12,0.74,0.004,0.14,0.19,0.57,-0.17,0.001,-0.002,0.17,-0.03,0.18,0.01
"Jaden Schwartz","23-24","SEA","C",62,843.8,28,14.85,29.47,0.8,0.038,0.21,0.17,0.47,-0.33,-0.01,-0.049,0.11,0.1,0.09,0.08
"Jake Bean","23-24","CBJ","D",72,1085.63,33,13.5,26.85,-0.96,-0.053,0.09,0.11,-0.04,0.92,-0.02,0.034,0.14,-0.06,0.17,-0.06
"Jake Christiansen","23-24","CBJ","D",12,157.22,27,13.22,26.15,-1.27,-0.059,-0.02,0.05,-0.25,1.02,-0.025,0.034,0.07,-0.09,0.12,-0.07
"Jake Debrusk","23-24","BOS","L",80,1056.73,29,14.92,30.01,-0.11,0.015,0.26,0.23,-0.26,-0.15,0.013,-0.002,0.24,0.02,0.22,0.01
"Jake Evans","23-24","MTL","C",82,1025.08,31,14.13,28.44,-1.81,-0.08,0.02,0.07,-0.48,1.33,-0.016,0.065,0.11,-0.09,0.13,-0.06
"Jake Guentzel","23-24","CAR","C/L",17,251.22,21,15.17,30.49,3.29,0.107,0.39,0.29,1.64,-1.66,0.056,-0.051,0.33,0.06,0.22,0.07
"Jake Guentzel","23-24","PIT","L",50,806.57,28,16.43,33.24,2.27,0.095,0.27,0.31,2.73,0.46,0.171,0.076,0.34,-0.08,0.38,-0.06
"Jake McCabe","23-24","TOR","D",73,1294.27,29,13.69,27.13,1.25,0.068,0.28,0.29,1.09,-0.16,0.058,-0.01,0.27,0.01,0.27,0.02
"Jake Neighbours","23-24","STL","L",77,968.75,28,15.09,30.24,-1.49,-0.073,0.08,0.03,-0.8,0.7,-0.021,0.052,0.12,-0.04,0.09,-0.06
"Jake Sanderson","23-24","OTT","D",79,1325.85,30,14.22,28.88,1.18,0.025,0.22,0.2,1.01,-0.16,0.027,0.002,0.21,0.01,0.2,0
"Jake Walman","23-24","DET","D",63,1029.65,23,13.9,28.06,0.2,-0.043,0.2,0.23,0.36,0.16,-0.016,0.027,0.28,-0.07,0.26,-0.03
"Jakob Chychrun","23-24","OTT","D",82,1563.43,30,13.63,27.68,-0.06,-0.022,0.16,0.14,0.36,0.42,-0.001,0.021,0.18,-0.03,0.17,-0.03
"Jakob Pelletier","23-24","CGY","L",13,118.95,24,13.82,27.72,-0.03,-0.024,0.11,0.16,0.65,0.67,0.011,0.035,0.17,-0.06,0.23,-0.06
"Jakob Silfverberg","23-24","ANA","R",81,783.02,33,13.67,28.19,-2.3,-0.046,0.04,-0.02,-1.82,0.49,-0.057,-0.011,0.01,0.04,-0.03,0.01
"Jakub Lauko","23-24","BOS","C",60,573.12,31,13.61,27.36,-1.16,0.016,0.22,0.21,-0.97,0.19,-0.019,-0.035,0.11,0.11,0.14,0.07
"Jakub Vrana","23-24","STL","L",21,216.75,23,14.28,28.61,-1.71,-0.087,0.05,-0.01,-1.18,0.53,-0.043,0.043,0.08,-0.03,0.04,-0.04
"Jalen Chatfield","23-24","CAR","D",72,1041.43,28,13.25,26.68,3.7,0.095,0.2,0.23,1.97,-1.73,0.053,-0.043,0.17,0.04,0.17,0.06
"James Hamblin","23-24","EDM","L",31,239.87,22,12.77,25.49,1.18,0.072,0.03,0.13,0,-1.18,0.019,-0.053,-0.03,0.06,0.05,0.07
"James Malatesta","23-24","CBJ","L",11,107.52,25,13.82,27.31,-0.74,-0.036,-0.02,0.06,-0.11,0.63,-0.007,0.028,0.07,-0.1,0.11,-0.05
"James Van Riemsdyk","23-24","BOS","L",71,769.2,30,14.65,29.43,-0.91,0.009,0.23,0.2,-0.51,0.39,0.012,0.003,0.21,0.02,0.2,0
"Jamie Benn","23-24","DAL","L",82,918.47,24,14.83,29.53,1.98,0.118,0.42,0.34,0.97,-1.01,0.038,-0.08,0.25,0.17,0.21,0.13
"Jamie Drysdale","23-24","ANA","D",10,180.93,22,13.73,28.46,-1.58,-0.058,0.08,0.1,-1.1,0.49,-0.03,0.029,0.11,-0.04,0.12,-0.02
"Jamie Drysdale","23-24","PHI","D",24,377.58,24,13.66,27.69,1.21,0.083,0.22,0.22,1.48,0.26,0.046,-0.037,0.18,0.05,0.16,0.06
"Jamie Oleksiak","23-24","SEA","D",82,1335.12,31,13.66,27.12,0.33,0.02,0.21,0.08,0.05,-0.28,-0.021,-0.041,0.12,0.09,0.02,0.05
"Jan Rutta","23-24","S.J","D",69,1137.25,34,13.83,27.47,-2.18,-0.118,-0.06,-0.08,-0.65,1.52,-0.03,0.087,0.05,-0.11,0.05,-0.14
"Jani Hakanpaa","23-24","DAL","D",64,963.15,21,13.66,27.2,1.86,0.131,0.38,0.4,1.23,-0.63,0.061,-0.07,0.26,0.12,0.3,0.1
"Janis Moser","23-24","ARI","D",80,1362.95,34,13.84,28.06,0.38,0.021,0.21,0.22,0.13,-0.25,0.04,0.019,0.23,-0.03,0.23,-0.01
"Jansen Harkins","23-24","PIT","C",45,356.95,31,13.33,26.98,-0.39,-0.018,0.02,0.02,-0.24,0.15,-0.023,-0.005,0,0.02,0,0.01
"Jared McCann","23-24","SEA","L",80,973.73,29,15.13,30.04,1.18,0.034,0.16,0.12,0.39,-0.8,-0.014,-0.048,0.06,0.1,0.03,0.09
"Jared Spurgeon","23-24","MIN","D",16,250.6,23,13.71,28.06,0.72,0.036,0.25,0.24,0.31,-0.41,-0.026,-0.063,0.15,0.1,0.14,0.09
"Jaret Anderson-Dolan","23-24","L.A","C",30,309.1,23,13.56,27.49,1.47,0.049,0.12,0.08,0.79,-0.68,0.017,-0.032,0.06,0.06,0.02,0.06
"Jarred Tinordi","23-24","CHI","D",52,714.18,33,13.2,26.53,-2.47,-0.144,-0.13,-0.14,-1.16,1.31,-0.074,0.071,-0.01,-0.12,-0.03,-0.11
"Jason Dickinson","23-24","CHI","C",82,1076.68,34,14.73,29.53,-1.6,-0.074,0.03,-0.03,-1.41,0.19,-0.056,0.018,0.02,0.01,-0.03,0
"Jason Polin","23-24","COL","R",7,51.3,19,11.89,24.29,0,-0.033,0.13,0.08,-0.58,-0.58,-0.069,-0.035,0.09,0.04,0.03,0.05
"Jason Robertson","23-24","DAL","L",82,1221.18,24,15.03,29.92,1.86,0.119,0.46,0.37,1.34,-0.53,0.056,-0.063,0.32,0.14,0.28,0.09
"Jason Zucker","23-24","ARI","L",51,613.25,27,14.19,28.75,-0.92,-0.034,0.13,0.13,-0.39,0.53,-0.01,0.024,0.14,-0.02,0.15,-0.02
"Jason Zucker","23-24","NSH","L",18,212.03,22,13.98,28.52,1.12,0.073,0.13,0.17,0.93,-0.19,0.067,-0.006,0.12,0.01,0.14,0.02
"Jaycob Megna","23-24","CHI","D",44,689.77,31,13.61,27.27,-2.74,-0.15,-0.08,-0.08,-1.41,1.33,-0.065,0.085,0.02,-0.1,0.02,-0.11
"Jayden Struble","23-24","MTL","D",56,871.97,30,13.23,26.6,-0.48,-0.011,0.14,0.17,0.11,0.59,0.024,0.036,0.19,-0.05,0.21,-0.04
"Jean-Gabriel Pageau","23-24","NYI","C",82,1000.65,25,14.64,28.74,-0.98,0.012,0.11,0.11,-0.07,0.9,-0.002,-0.014,0.09,0.02,0.1,0.01
"Jeff Carter","23-24","PIT","C",72,666.67,32,13.42,27.17,0.04,-0.001,0.11,0.03,0.24,0.2,-0.008,-0.007,0.07,0.04,0,0.03
"Jeff Petry","23-24","DET","D",73,1221.27,23,13.78,27.78,-1.08,-0.023,0.27,0.24,-0.57,0.5,-0.027,-0.005,0.26,0.01,0.22,0.02
"Jeff Skinner","23-24","BUF","L",74,962.53,27,15.31,30.71,1.37,0.002,0.25,0.23,0.47,-0.9,-0.007,-0.009,0.21,0.04,0.19,0.05
"Jeremy Lauzon","23-24","NSH","D",79,1251.15,29,13.08,26.83,1.12,0.056,0.2,0.19,0.55,-0.57,0.038,-0.018,0.19,0.02,0.16,0.03
"Jesper Boqvist","23-24","BOS","C",47,510.65,28,13.88,27.82,-0.44,0.02,0.22,0.19,-0.55,-0.12,-0.003,-0.023,0.15,0.06,0.13,0.06
"Jesper Bratt","23-24","N.J","L",82,1164.85,32,15,30.41,1.75,0.068,0.2,0.27,1.07,-0.67,0.077,0.009,0.23,-0.03,0.26,0.01
"Jesper Fast","23-24","CAR","R",73,823.2,25,14.44,29.07,5.64,0.175,0.24,0.3,2.9,-2.74,0.081,-0.094,0.12,0.11,0.15,0.15
"Jesperi Kotkaniemi","23-24","CAR","C",79,917.45,28,14.2,28.6,4.22,0.107,0.21,0.26,2.3,-1.93,0.069,-0.038,0.18,0.03,0.19,0.07
"Jesse Puljujarvi","23-24","PIT","R",22,200.5,28,13.84,27.99,0.49,0.008,0.12,0.06,0.36,-0.13,0,-0.008,0.07,0.05,0.02,0.05
"Jesse Ylonen","23-24","MTL","R",59,520.25,30,13.62,27.4,-1.66,-0.087,0.07,0.02,-0.86,0.8,-0.046,0.04,0.12,-0.05,0.06,-0.04
"Jimmy Vesey","23-24","NYR","L",80,859.87,30,13.78,27.61,-2.24,-0.091,-0.01,-0.07,-1.25,0.99,-0.075,0.016,0.03,-0.05,-0.04,-0.03
"Jiri Smejkal","23-24","OTT","L",20,163.97,27,12.93,26.28,-0.43,-0.01,0.16,0.11,-0.3,0.12,-0.048,-0.039,0.06,0.1,0.03,0.08
"Jj Peterka","23-24","BUF","R",82,1153.93,29,14.99,30.05,0.8,-0.024,0.18,0.16,0.28,-0.52,-0.014,0.01,0.17,0.01,0.15,0.01
"Joe Pavelski","23-24","DAL","C",82,1102.95,24,15.23,30.33,4.08,0.199,0.54,0.52,2.2,-1.88,0.072,-0.127,0.33,0.21,0.32,0.19
"Joe Veleno","23-24","DET","C",80,957.67,22,14.13,28.55,-1.29,-0.048,0.19,0.19,-0.61,0.68,-0.034,0.014,0.2,-0.02,0.21,-0.02
"Joel Armia","23-24","MTL","R",66,788.7,30,14.15,28.47,-1.55,-0.05,0.11,0.15,-0.38,1.17,0.007,0.058,0.18,-0.07,0.22,-0.08
"Joel Edmundson","23-24","TOR","D",9,131.7,22,13.46,26.81,0.24,0.089,0.31,0.36,0.85,0.61,0.067,-0.022,0.26,0.05,0.33,0.03
"Joel Edmundson","23-24","WSH","D",44,650.43,27,13.6,26.92,-0.56,-0.008,0.16,0.13,-0.42,0.15,-0.011,-0.003,0.14,0.02,0.12,0.01
"Joel Eriksson Ek","23-24","MIN","C",77,1039.63,31,15.48,31.7,1.13,0.087,0.36,0.35,0.41,-0.72,-0.004,-0.091,0.21,0.16,0.21,0.14
"Joel Farabee","23-24","PHI","L",82,1106.17,29,14.21,28.79,0.19,0.025,0.12,0.13,0.43,0.24,0.01,-0.016,0.12,0.01,0.1,0.03
"Joel Hanley","23-24","CGY","D",10,133.7,22,13.07,26.25,0.61,-0.001,0.17,0.17,0.94,0.32,0.014,0.014,0.2,-0.03,0.2,-0.03
"Joel Hanley","23-24","DAL","D",32,426.35,22,13.7,27.27,1.94,0.088,0.36,0.36,1.19,-0.75,0.041,-0.047,0.29,0.08,0.3,0.06
"Joel Kiviranta","23-24","COL","L",56,481.23,33,12.72,25.99,0.57,-0.023,0.15,0.1,0.05,-0.52,-0.046,-0.022,0.13,0.01,0.08,0.02
"Joey Anderson","23-24","CHI","R",55,670.32,31,14.87,29.79,-1.16,-0.066,0.11,0.08,-1.18,-0.02,-0.073,-0.007,0.07,0.04,0.07,0
"John Beecher","23-24","BOS","C",52,453.85,28,13.53,27.22,-0.14,0.025,0.21,0.17,-0.81,-0.67,-0.031,-0.056,0.07,0.14,0.03,0.14
"John Carlson","23-24","WSH","D",82,1562.73,31,13.92,27.53,-0.2,-0.005,0.11,0.14,-0.38,-0.18,-0.006,-0.001,0.09,0.02,0.13,0.01
"John Klingberg","23-24","TOR","D",14,232.08,23,13.73,27.17,1.26,0.06,0.25,0.25,1.14,-0.12,0.074,0.015,0.27,-0.02,0.27,-0.02
"John Ludvig","23-24","PIT","D",33,358,33,12.52,25.33,0.56,0.015,0.12,0.11,0.45,-0.12,0.01,-0.005,0.12,0,0.1,0
"John Marino","23-24","N.J","D",75,1304.25,32,13.74,27.84,1.62,0.081,0.22,0.26,0.96,-0.66,0.082,0.001,0.24,-0.02,0.24,0.02
"John Tavares","23-24","TOR","C",80,1133.5,28,15.19,30.11,0.85,0.05,0.26,0.27,1.05,0.19,0.069,0.019,0.26,-0.01,0.27,0
"Johnathan Kovacevic","23-24","MTL","D",62,870.62,30,13.4,27,-0.63,-0.032,0.08,0.1,-0.09,0.55,0.011,0.043,0.15,-0.07,0.16,-0.06
"Johnny Gaudreau","23-24","CBJ","L",81,1225.7,34,15.12,30.13,-0.01,-0.035,0.15,0.21,0.87,0.88,0.007,0.043,0.21,-0.06,0.25,-0.05
"Jon Merrill","23-24","MIN","D",65,796.3,32,12.8,26.12,0.58,0.013,0.14,0.18,0.19,-0.4,-0.031,-0.045,0.06,0.07,0.11,0.07
"Jonah Gadjovich","23-24","FLA","L",39,283.48,24,12.85,26.77,0.81,-0.013,0,0.05,-0.23,-1.04,-0.059,-0.046,-0.06,0.05,-0.02,0.08
"Jonas Brodin","23-24","MIN","D",62,1191.35,32,14.03,28.68,0.84,0.063,0.34,0.26,0.53,-0.31,-0.005,-0.068,0.21,0.13,0.16,0.1
"Jonas Rondbjerg","23-24","VGK","R",20,204.52,28,13.97,27.87,-0.92,0,0.17,0.09,-0.24,0.69,-0.037,-0.037,0.11,0.06,0.04,0.05
"Jonas Siegenthaler","23-24","N.J","D",57,967.57,29,14.03,28.47,2.14,0.104,0.23,0.29,1.87,-0.27,0.11,0.006,0.26,-0.02,0.29,0
"Jonatan Berggren","23-24","DET","R",12,120.65,23,13.54,27.36,-1.74,-0.057,0.13,0.1,-0.9,0.84,-0.048,0.009,0.12,0.01,0.1,0
"Jonathan Drouin","23-24","COL","L",79,1114.5,33,15.87,32.37,1.93,0.062,0.4,0.42,1.68,-0.25,0.049,-0.014,0.35,0.05,0.39,0.03
"Jonathan Gruden","23-24","PIT","C",13,95.43,30,12.87,26.05,-0.2,-0.012,0.02,0.02,-0.06,0.14,-0.025,-0.013,-0.02,0.04,-0.01,0.03
"Jonathan Huberdeau","23-24","CGY","C",81,1147.03,34,15.04,30.26,0.9,-0.007,0.16,0.23,0.88,-0.02,0.009,0.015,0.17,-0.01,0.23,0
"Jonathan Marchessault","23-24","VGK","R",82,1130.73,33,15.04,30.04,-0.29,0.034,0.33,0.22,0.58,0.86,0.02,-0.014,0.28,0.05,0.19,0.03
"Jonny Brodzinski","23-24","NYR","C",57,581.3,30,13.99,27.99,-0.18,-0.023,0.06,0.16,-0.16,0.01,-0.049,-0.027,0.05,0.01,0.11,0.05
"Jordan Eberle","23-24","SEA","R",78,1115.85,29,15.02,29.85,0.3,-0.006,0.18,0.13,-0.23,-0.53,-0.052,-0.047,0.08,0.1,0.06,0.07
"Jordan Greenway","23-24","BUF","L",67,869.8,28,15.03,30.12,1.08,-0.011,0.21,0.19,0.23,-0.84,-0.012,-0.001,0.18,0.03,0.16,0.03
"Jordan Harris","23-24","MTL","D",56,873.15,30,13.26,26.72,-0.66,-0.043,0.1,0.12,0.1,0.76,0.014,0.057,0.18,-0.08,0.19,-0.07
"Jordan Kyrou","23-24","STL","C",82,1206.08,28,15.65,31.37,-0.27,-0.023,0.15,0.12,0.02,0.29,0.03,0.053,0.19,-0.04,0.18,-0.05
"Jordan Martinook","23-24","CAR","L",82,1057.15,28,14.63,29.47,6.48,0.199,0.22,0.39,3.26,-3.22,0.088,-0.112,0.08,0.14,0.19,0.2
"Jordan Oesterle","23-24","CGY","D",22,289.4,30,13.23,26.65,0.65,-0.003,0.1,0.13,0.9,0.25,0.002,0.006,0.15,-0.05,0.16,-0.04
"Jordan Spence","23-24","L.A","D",71,901.67,24,12.79,25.93,0.91,0.033,0.16,0.09,0.48,-0.43,0.01,-0.023,0.11,0.05,0.06,0.03
"Jordan Staal","23-24","CAR","C",80,1012.28,23,14.7,29.59,5.56,0.188,0.3,0.35,2.94,-2.62,0.074,-0.115,0.15,0.15,0.17,0.18
"Josh Anderson","23-24","MTL","R",78,1045.83,31,14.57,29.33,-1.19,-0.032,0.09,0.14,-0.33,0.87,0.014,0.046,0.15,-0.06,0.19,-0.06
"Josh Brown","23-24","ARI","D",51,642.45,32,13.21,26.71,-0.51,0,0.23,0.21,-0.33,0.19,0.004,0.004,0.23,0,0.2,0.01
"Josh Doan","23-24","ARI","R",11,133.6,21,13.82,27.92,-0.14,0.067,0.32,0.25,0.18,0.32,0.083,0.016,0.36,-0.04,0.26,-0.01
"Josh Mahura","23-24","FLA","D",30,355.45,27,12.51,26.01,2.56,0.034,0.1,0.13,1.25,-1.31,0.007,-0.027,0.06,0.04,0.08,0.05
"Josh Manson","23-24","COL","D",76,1185.17,33,13.38,27.3,2.14,0.048,0.27,0.25,1.81,-0.32,0.039,-0.009,0.26,0.01,0.23,0.02
"Josh Morrissey","23-24","WPG","D",81,1638.15,25,14.34,28.89,0.08,0.037,0.28,0.23,0.07,-0.01,0.039,0.003,0.26,0.02,0.23,0
"Josh Norris","23-24","OTT","C",50,664.67,27,15.27,31.02,1.56,0.05,0.22,0.29,1.62,0.07,0.063,0.013,0.23,-0.02,0.3,-0.01
"Joshua Roy","23-24","MTL","R",23,253.93,24,14.53,29.31,-1.47,-0.03,0.21,0.26,-0.5,0.97,0.008,0.038,0.24,-0.03,0.31,-0.06
"Julien Gauthier","23-24","NYI","R",27,270.5,24,14.3,28.04,-2.52,-0.04,0.1,0.11,-1.05,1.47,-0.043,-0.003,0.08,0.02,0.09,0.01
"Juraj Slafkovsky","23-24","MTL","L",82,1194.62,31,15.73,31.63,-0.66,-0.019,0.18,0.18,-0.02,0.64,0.014,0.032,0.21,-0.04,0.21,-0.03
"Justin Bailey","23-24","S.J","R",59,619.07,30,14.18,28.2,-2.52,-0.145,-0.11,-0.15,-1.02,1.5,-0.06,0.085,-0.02,-0.09,-0.03,-0.12
"Justin Barron","23-24","MTL","D",48,795.98,28,14.08,28.33,-0.82,-0.026,0.11,0.11,-0.15,0.67,0.014,0.04,0.18,-0.07,0.17,-0.05
"Justin Brazeau","23-24","BOS","R",19,199.02,22,13.69,27.42,-0.87,0.02,0.19,0.2,-1.08,-0.21,-0.023,-0.042,0.12,0.07,0.14,0.05
"Justin Danforth","23-24","CBJ","R",71,871.77,32,14.6,29.04,-0.43,-0.06,0.03,0.08,0.4,0.83,0.001,0.061,0.12,-0.09,0.15,-0.07
"Justin Faulk","23-24","STL","D",60,1095.55,27,13.74,27.55,-0.81,-0.042,0.07,0.1,-0.21,0.6,0.004,0.046,0.13,-0.06,0.17,-0.07
"Justin Holl","23-24","DET","D",38,529.63,22,13.26,26.77,-0.86,-0.022,0.21,0.23,-0.61,0.25,-0.022,0,0.21,0,0.23,0
"Justin Schultz","23-24","SEA","D",70,970.17,31,13.44,26.71,1.98,0.061,0.21,0.19,0.56,-1.43,-0.019,-0.081,0.07,0.14,0.07,0.12
"Juuso Parssinen","23-24","NSH","C",44,558.08,25,14.08,28.87,1.21,0.082,0.19,0.23,1.01,-0.2,0.063,-0.019,0.17,0.03,0.19,0.04
"Juuso Valimaki","23-24","ARI","D",68,1161.32,34,13.46,27.25,0.23,-0.012,0.22,0.19,0.06,-0.17,0.009,0.021,0.24,-0.02,0.21,-0.02
"K'Andre Miller","23-24","NYR","D",80,1512.3,31,13.76,27.56,-0.41,-0.017,0.09,0.11,0.47,0.88,0.005,0.022,0.15,-0.05,0.14,-0.03
"Kaapo Kakko","23-24","NYR","R",61,731.23,27,14.45,28.89,0.34,0,0.19,0.17,0.06,-0.28,-0.026,-0.026,0.17,0.02,0.1,0.06
"Kaedan Korczak","23-24","VGK","D",26,411.75,26,13.53,27.02,0.02,0.024,0.21,0.22,0.44,0.42,0.014,-0.01,0.18,0.03,0.19,0.02
"Kaiden Guhle","23-24","MTL","D",70,1282.68,29,13.88,27.88,-0.7,-0.025,0.09,0.13,0.05,0.76,0.027,0.052,0.16,-0.07,0.19,-0.06
"Kailer Yamamoto","23-24","SEA","R",59,570.4,28,14.1,27.97,0.63,0.011,0.23,0.15,0.03,-0.6,-0.04,-0.051,0.09,0.13,0.04,0.11
"Kasperi Kapanen","23-24","STL","R",73,909.55,27,14.81,29.68,-1.9,-0.08,0.05,0.02,-1.05,0.85,-0.025,0.055,0.1,-0.05,0.1,-0.07
"Keegan Kolesar","23-24","VGK","R",79,821.8,33,14.12,28.2,0.28,0.05,0.18,0.14,0.34,0.05,0.001,-0.049,0.08,0.11,0.03,0.11
"Kent Johnson","23-24","CBJ","C",42,472.48,26,14.38,28.63,-0.68,-0.064,0.11,0.06,0.16,0.83,-0.013,0.052,0.16,-0.05,0.1,-0.04
"Kevin Bahl","23-24","N.J","D",82,1250.93,32,13.62,27.62,1.55,0.065,0.22,0.25,0.91,-0.64,0.071,0.006,0.26,-0.04,0.25,0
"Kevin Fiala","23-24","L.A","L",82,1169.17,25,14.92,30.24,2.39,0.101,0.25,0.26,1.49,-0.9,0.054,-0.047,0.17,0.08,0.18,0.07
"Kevin Hayes","23-24","STL","R",79,991.17,28,14.36,28.77,-2.56,-0.1,0,-0.02,-1.42,1.14,-0.043,0.057,0.08,-0.08,0.07,-0.09
"Kevin Korchinski","23-24","CHI","D",76,1330.83,33,13.58,27.25,-2.52,-0.131,-0.06,-0.09,-1.24,1.27,-0.07,0.061,0.03,-0.09,0,-0.09
"Kevin Labanc","23-24","S.J","R",46,485.53,32,14.16,28.16,-2.14,-0.113,-0.05,-0.1,-0.65,1.49,-0.045,0.068,0.01,-0.06,0,-0.1
"Kevin Rooney","23-24","CGY","C",33,278,28,13.2,26.49,-0.68,-0.051,0.04,0.04,0.08,0.77,-0.021,0.03,0.11,-0.07,0.08,-0.04
"Kevin Shattenkirk","23-24","BOS","D",61,858.48,31,13.24,26.61,0.14,0.041,0.26,0.24,0.05,-0.09,0.025,-0.016,0.21,0.05,0.19,0.04
"Kevin Stenlund","23-24","FLA","C",81,780.25,27,12.94,26.94,1.99,0.034,0.03,0.07,0.8,-1.19,-0.006,-0.04,-0.02,0.05,-0.01,0.08
"Kiefer Sherwood","23-24","NSH","L",68,773.67,28,13.91,28.48,0.55,0.072,0.16,0.18,0.33,-0.22,0.047,-0.025,0.13,0.03,0.14,0.04
"Kirill Kaprizov","23-24","MIN","L",75,1253.28,31,15.18,31.07,0.42,0.052,0.34,0.25,-0.02,-0.44,-0.035,-0.087,0.18,0.16,0.12,0.13
"Kirill Marchenko","23-24","CBJ","R",78,1036.58,32,14.77,29.36,-0.01,-0.048,0.1,0.17,0.96,0.96,0.018,0.066,0.19,-0.08,0.25,-0.07
"Klim Kostin","23-24","DET","C",33,282.45,21,13.38,27.07,-1.88,-0.045,0.13,0.09,-0.81,1.07,-0.027,0.018,0.15,-0.02,0.12,-0.03
"Klim Kostin","23-24","S.J","C",19,247.32,24,15.19,30.14,-3.18,-0.174,-0.09,-0.15,-1.07,2.11,-0.052,0.123,0.08,-0.16,0.01,-0.16
"Kris Letang","23-24","PIT","D",82,1593.22,33,14.12,28.56,1.01,0.057,0.24,0.21,1.28,0.27,0.077,0.02,0.27,-0.03,0.24,-0.03
"Kurtis MacDermid","23-24","COL","D",29,147.07,26,12.49,25.53,-0.13,-0.042,0.16,0.1,-0.82,-0.69,-0.062,-0.02,0.11,0.05,0.05,0.06
"Kurtis MacDermid","23-24","N.J","L",16,69.17,24,12.84,26.02,-1.4,-0.042,0.08,0.11,-1.61,-0.2,-0.05,-0.008,0.09,-0.02,0.08,0.03
"Kyle Burroughs","23-24","S.J","D",73,1281.13,35,13.79,27.43,-2.17,-0.117,-0.05,-0.09,-0.4,1.77,-0.03,0.088,0.07,-0.11,0.06,-0.14
"Kyle Connor","23-24","WPG","L",65,1024.75,25,15.68,31.57,0.49,0,0.26,0.18,0.44,-0.05,0.035,0.035,0.27,-0.01,0.2,-0.03
"Kyle MacLean","23-24","NYI","C",32,318.07,24,13.64,26.78,-2.06,0.01,0.16,0.12,-1.34,0.72,-0.032,-0.043,0.08,0.08,0.06,0.06
"Kyle Okposo","23-24","BUF","R",61,687.3,29,14.11,28.29,0.28,-0.053,0.09,0.06,-0.31,-0.6,-0.052,0.002,0.07,0.01,0.05,0.01
"Kyle Okposo","23-24","FLA","R",6,60.67,21,13.35,27.77,1.94,0.011,-0.02,0.08,0.82,-1.12,-0.021,-0.032,-0.07,0.05,0.01,0.08
