"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"317","Pontus Holmberg","TOR","R","54","52.216666666667","0.96697530864198","6.89","134.44","4.88","6.89","97.67","6.59","6.89","65.5","9.52","1.15","4.6","20.00","0.56","8.51","6.15","3.45","71.24","4.62","1.15","28.73","3.85","0","1.15","0.00","3.06","56.69","5.13","1.53","4.6","25.00","3.32","116.18","2.78","0","0","-","16.67","92.98","1.096","2.3","1.15","19.53","68.94","10.53","2.3","2.3","27.58","7.69"
"70","Cam Fowler","ANA","D","81","262.65","3.2425925925926","11.19","134.32","7.69","9.37","98.91","8.65","8.68","68.08","11.31","1.37","12.11","10.17","0.7","10.6","6.23","3.66","73.33","4.75","1.83","31.3","5.52","0.69","5.03","12.00","2.44","56.04","4.17","0.61","4.57","11.76","6.27","136.94","4.38","0.33","4.95","6.25","15.79","82.21","0.980","0.46","5.71","37.69","27.18","1.20","1.37","9.14","62.36","2.15"
"226","Ivan Provorov","CBJ","D","82","231.85","2.8274390243902","12.42","134.31","8.47","10.61","98.6","9.72","8.02","69.1","10.40","0","9.83","0.00","0.61","9.73","5.93","4.92","69.36","6.62","2.07","26.66","7.21","0","3.36","0.00","3.8","56.93","6.25","0","3.8","0.00","5.61","142.79","3.78","0","5.23","0.00","0.00","85.77","0.858","0.52","3.88","39.34","17.34","1.30","1.55","5.95","65.21","2.33"
"110","Mathew Dumba","ARI, T.B","D","76","203.45","2.6769736842105","12.68","134.19","8.63","10.03","103.51","8.83","7.08","71.07","9.06","0.59","8.55","6.45","0.73","10.32","6.62","5.01","73.73","6.37","2.65","32.44","7.56","0.59","3.83","13.33","3.15","55.05","5.41","0","3.15","0.00","5.96","135.89","4.20","0","3.41","0.00","8.33","87.97","0.963","0.88","5.31","36.27","29.2","2.38","2.65","8.55","60.75","4.19"
"77","Sam Carrick","ANA, EDM","C","77","176.28333333333","2.2893939393939","14.64","133.76","9.86","12.93","98.02","11.66","11.57","72.84","13.71","1.02","11.23","8.33","0.6","10.17","5.55","4.08","70.8","5.45","2.04","30.63","6.25","0.68","3.74","15.38","2.72","53.55","4.84","0.45","5.45","7.69","8.85","144.54","5.77","0","4.92","0.00","8.82","84.58","0.934","0.68","5.11","61.95","25.87","1.09","1.7","6.13","75.9","2.19"
"113","Tanner Pearson","MTL","L","54","50.7","0.93888888888889","20.12","133.73","13.08","16.57","95.86","14.74","15.38","60.36","20.31","1.18","8.28","12.50","1.71","11.13","13.31","14.2","84.02","14.46","5.92","44.97","11.63","1.18","4.73","20.00","11.05","52.07","17.50","0","1.58","0.00","13.68","94.02","12.70","0","3.42","0.00","7.69","86.27","0.940","3.55","4.73","29.59","59.17","10.71","3.55","4.73","29.59","10.71"
"270","Mario Ferraro","S.J","D","78","243.28333333333","3.1190170940171","10.11","133.42","7.04","8.88","99.88","8.16","6.91","67.08","9.33","0.49","9.87","4.76","0.52","10.27","4.85","4.44","77.19","5.44","2.22","32.31","6.43","0","4.44","0.00","2.96","59.85","4.71","0.66","4.6","12.50","3.21","128.96","2.43","0","2.85","0.00","7.14","85.29","0.924","0.25","4.44","35.27","10.11","0.69","1.48","7.65","64.86","2.23"
"172","Ryan Carpenter","S.J","C","62","89.6","1.4451612903226","12.05","133.26","8.29","12.05","95.76","11.18","8.04","68.3","10.53","0.67","10.71","5.88","0.69","12.1","5.42","4.69","80.36","5.51","2.01","40.18","4.76","0","3.35","0.00","3.57","53.57","6.25","0.89","4.46","16.67","5.8","129.61","4.29","0","5.8","0.00","8.33","84.31","0.926","2.01","4.02","54.24","34.15","3.57","2.01","8.04","73.66","2.65"
"59","Nick Jensen","WSH","D","78","216.98333333333","2.7818376068376","8.57","130.79","6.15","8.3","95.95","7.96","6.08","67.75","8.24","0.28","7.74","3.45","0.46","10.08","4.39","2.77","67.75","3.92","0.83","30.69","2.63","0.28","4.15","6.25","2.58","49.4","4.96","0","2.95","0.00","3.2","146.59","2.13","0","2","0.00","4.55","88.57","0.931","0.83","4.7","35.67","22.4","2.27","2.49","7.19","66.92","3.59"
"36","Adam Henrique","ANA, EDM","C","82","174.4","2.1268292682927","16.17","130.73","11.01","14.79","92.89","13.74","12.04","63.65","15.91","1.72","7.57","18.52","1.18","8.95","11.63","5.5","68.81","7.41","3.1","25.11","10.98","1.03","2.41","30.00","3.21","58.26","5.22","0.46","2.75","14.29","8.45","138.15","5.76","0.5","3.98","11.11","14.29","88.11","1.024","0.69","6.88","46.79","36.81","1.45","2.41","9.63","65.37","3.55"
"139","Alex Kerfoot","ARI","C","82","214.46666666667","2.6154471544715","12.31","129.53","8.68","10.35","98.76","9.49","7.55","66.02","10.27","0.84","9.23","8.33","0.58","10.36","5.34","4.2","78.05","5.10","3.08","31.33","8.94","0.84","4.76","15.00","1.49","62.29","2.34","0","2.61","0.00","6.87","138.2","4.74","0","3.64","0.00","11.11","86.02","0.971","2.24","8.95","56.79","26.86","3.79","2.52","11.19","74.42","3.27"
"57","Ben Chiarot","DET","D","77","152.65","1.9824675324675","13.36","128.92","9.39","12.18","93.15","11.57","11.4","66.82","14.57","1.18","10.61","10.00","0.78","9.9","7.29","3.54","71.14","4.74","1.57","30.27","4.94","0.79","4.72","14.29","2.62","54.5","4.59","0","4.19","0.00","5.11","126.04","3.90","0","3.97","0.00","10.34","84.12","0.945","0.79","4.32","35.77","34.59","2.15","3.54","7.08","53.85","6.16"
"56","David Savard","MTL","D","60","196.93333333333","3.2822222222222","10.97","128.88","7.84","8.84","95.97","8.43","8.23","70.07","10.51","1.22","8.84","12.12","0.49","11.84","3.99","4.57","75.25","5.73","1.83","41.13","4.26","0.91","3.96","18.75","3.66","45.5","7.44","0.41","2.44","14.29","7.04","124.1","5.37","0","4.4","0.00","14.81","87.39","1.022","0.3","5.79","38.39","14.62","0.79","2.44","9.14","65.5","3.59"
"89","Scott Mayfield","NYI","D","41","105.5","2.5731707317073","9.67","128.53","7.00","8.53","92.7","8.43","6.26","65.97","8.66","1.14","9.67","10.53","0.59","10.06","5.50","4.55","73.93","5.80","1.71","35.83","4.55","0.57","6.26","8.33","3.79","50.81","6.94","0.76","0.76","50.00","3.29","130.62","2.45","0","4.11","0.00","18.18","85.34","1.035","0","7.96","42.65","13.65","0.00","1.71","10.81","70.52","2.36"
"95","Adam Larsson","SEA","D","81","235.46666666667","2.9069958847737","11.47","128.43","8.20","11.21","90.97","10.97","8.66","57.33","13.13","0.76","8.41","8.33","1.14","9.37","10.83","4.84","62.17","7.22","1.78","24.21","6.86","0.25","3.82","6.25","4.08","50.62","7.45","0.68","3.06","18.18","5.15","146.86","3.39","0","3.31","0.00","8.82","85.33","0.942","0.25","5.1","34.65","15.29","0.73","1.53","8.92","62.17","2.40"
"190","Jake Walman","DET","D","63","154.25","2.4484126984127","15.17","128.36","10.57","14","93.74","13.00","12.06","62.63","16.15","1.94","6.61","22.73","1.34","10.92","10.90","7.39","79.35","8.52","5.45","34.62","13.59","1.17","1.56","42.86","2.59","59.64","4.17","1.04","5.71","15.38","6.74","125.86","5.08","0","1.12","0.00","16.13","89.44","1.056","0.39","5.83","51.73","21.78","0.75","1.56","7.78","68.46","2.22"
"312","Bo Groulx","ANA","C","45","59.083333333333","1.312962962963","12.19","127.95","8.70","11.17","98.5","10.19","8.12","64.99","11.11","0","11.17","0.00","0.54","9.12","5.61","3.05","63.98","4.55","1.02","28.43","3.45","0","5.08","0.00","2.71","47.39","5.41","0","2.71","0.00","10.27","136.42","7.00","0","5.87","0.00","0.00","82.81","0.828","1.02","7.11","51.79","38.59","1.92","1.02","7.11","68.04","1.47"
"33","John Carlson","WSH","D","82","226.53333333333","2.7626016260163","8.74","127.4","6.42","8.48","94.03","8.27","6.09","65.95","8.46","0.53","8.74","5.71","0.51","9.99","4.87","3.18","68.33","4.44","1.59","29.4","5.13","0.26","3.44","7.14","2.12","51.91","3.92","0.35","3.18","10.00","3.06","144.61","2.07","0","4.21","0.00","8.70","86.75","0.954","0.79","4.24","35.49","16.95","2.19","2.12","8.21","69.92","2.94"
"41","Jakob Silfverberg","ANA","R","81","87.633333333333","1.0818930041152","8.22","127.35","6.06","8.22","92.43","8.16","6.85","66.41","9.35","1.37","14.38","8.70","1.08","10.55","9.30","4.79","74.63","6.03","2.05","33.55","5.77","0.68","6.85","9.09","3.65","54.77","6.25","0.91","4.56","16.67","1.98","126.59","1.54","0","5.93","0.00","20.00","78.35","0.984","1.37","9.59","41.76","43.13","3.17","1.37","13.01","52.03","2.56"
"327","Brett Leason","ANA","R","68","149.43333333333","2.1975490196078","14.86","126.88","10.48","12.05","88.33","12.00","9.64","61.03","13.64","1.2","10.44","10.34","0.64","9.59","6.28","4.82","69.46","6.49","2.01","31.32","6.02","0.4","5.62","6.67","3.75","50.86","6.86","1.07","2.68","28.57","6.38","122.95","4.93","0","4.06","0.00","12.50","82.89","0.954","0.4","4.82","45.37","40.15","0.88","1.2","6.02","54.61","2.16"
"202","Frank Vatrano","ANA","R","82","163.11666666667","1.9892276422764","15.45","126.54","10.88","14.35","96.37","12.96","11.4","65.11","14.90","1.47","10.67","12.12","0.89","9.01","8.96","4.41","65.47","6.32","2.57","26.48","8.86","0.74","3.68","16.67","2.45","51.99","4.50","0.49","3.92","11.11","8.5","128.58","6.20","0","5.84","0.00","12.90","83.62","0.965","0.74","7.36","41.2","44.88","1.75","1.84","9.56","53.7","3.31"
"240","Brandon Tanev","SEA","L","66","169.43333333333","2.5671717171717","10.62","126.42","7.75","10.62","87.82","10.79","8.85","54.18","14.04","0.71","7.08","9.09","1.3","8.78","12.92","4.6","58.78","7.26","1.77","24.43","6.76","0.35","4.6","7.14","3.78","45.8","7.62","0.47","1.42","25.00","5.12","149.36","3.31","0","2.05","0.00","8.00","86.93","0.949","1.42","5.31","43.91","25.14","3.13","2.12","8.5","64.8","3.17"
"199","Jake Middleton","MIN","D","80","182","2.275","7.25","126.26","5.43","6.59","91.98","6.69","6.26","69.89","8.23","0","7.25","0.00","0.36","9.11","3.75","2.31","75.16","2.98","1.65","28.02","5.56","0","3.96","0.00","0.88","62.86","1.38","0","2.64","0.00","1.9","111.9","1.67","0","1.9","0.00","0.00","89.62","0.896","0.33","6.26","29.01","38.24","1.12","0.99","8.57","50.77","1.91"
"318","Alexander Romanov","NYI","D","81","165","2.037037037037","12","126.18","8.68","10.55","90.55","10.43","8.36","69.45","10.75","2.18","12.73","14.63","1","9.81","9.25","8.36","73.09","10.27","3.27","31.27","9.47","1.09","5.45","16.67","6.79","55.76","10.85","1.45","4.36","25.00","3.15","101.37","3.02","0","5.78","0.00","26.09","81.68","1.078","0","6.18","21.82","40.36","0.00","1.82","10.91","38.91","4.46"
"74","Mikael Granlund","S.J","C","69","149.33333333333","2.1642512077295","8.04","126.16","5.99","7.23","94.02","7.14","5.22","63.48","7.60","0.4","9.64","4.00","0.59","9.95","5.59","4.82","68.71","6.56","3.21","30.13","9.64","0","4.42","0.00","2.14","51.43","4.00","0.54","3.75","12.50","2.32","136.38","1.67","0","3.48","0.00","7.69","84.81","0.925","0.8","6.83","49.82","34.96","1.59","0.8","8.84","69.51","1.14"
"333","Henry Thrun","S.J","D","51","86.116666666667","1.6885620915033","7.66","126.11","5.73","6.97","89.88","7.19","6.27","63.4","9.00","0.7","9.75","6.67","0.29","8.8","3.16","2.79","70.37","3.81","0.7","25.78","2.63","0","3.48","0.00","2.79","59.45","4.48","0.93","5.57","14.29","2.01","122.78","1.61","0","3.02","0.00","11.11","84.62","0.957","0.7","4.88","36.93","32.05","1.85","2.09","7.66","53.65","3.75"
"90","Boone Jenner","CBJ","C","58","100.93333333333","1.7402298850575","17.83","126.02","12.40","16.05","92.14","14.84","11.89","62.42","16.00","1.19","5.94","16.67","1.59","9.88","13.85","7.73","65.98","10.48","4.76","28.53","14.29","0.59","1.78","25.00","3.96","49.93","7.35","0.79","3.17","20.00","8.59","132.23","6.10","0","2.58","0.00","10.00","90.48","1.005","1.19","7.73","48.75","43.99","2.38","2.38","11.29","62.42","3.67"
"356","Janis Moser","ARI","D","80","193.23333333333","2.4154166666667","13.35","125.75","9.60","11.8","98.74","10.67","9.32","69.86","11.76","1.24","7.76","13.79","0.68","10.3","6.17","4.66","73.9","5.93","3.11","32.6","8.70","0.93","3.11","23.08","2.07","55.06","3.62","0","2.48","0.00","6.28","122.89","4.86","0.45","4.04","10.00","13.33","88.89","1.022","0.93","7.76","40.99","32.29","2.22","1.86","11.49","60.55","2.99"
"359","Cole Sillinger","CBJ","C","77","157.13333333333","2.0406926406926","16.42","125.24","11.59","13.36","94.7","12.37","9.93","67.97","12.75","0.38","9.93","3.70","0.89","9.09","8.89","6.49","63","9.34","3.05","24.06","11.27","0.38","4.58","7.69","4.58","51.93","8.11","0","2.04","0.00","9.38","135.68","6.46","0","5.52","0.00","3.85","85.39","0.892","0.76","3.82","41.24","48.88","1.82","1.53","6.49","54.6","2.72"
"116","Mike Matheson","MTL","D","82","244.06666666667","2.9764227642276","12.78","125.13","9.27","10.82","93.42","10.38","10.08","69.33","12.69","1.23","9.59","11.36","0.56","10.97","4.89","5.16","75.47","6.40","2.46","37.61","6.13","0.74","4.18","15.00","3.61","50.48","6.67","0.66","3.28","16.67","6.39","115.41","5.25","0","3.91","0.00","12.20","86.17","0.984","0.25","6.39","39.58","15","0.62","1.72","8.85","65.39","2.56"
"99","Jamie Oleksiak","SEA","D","82","244.25","2.9786585365854","12.53","125.04","9.11","12.28","87.21","12.35","9.33","55.03","14.50","0.74","7.86","8.57","1.34","8.66","13.43","6.14","62.15","8.99","2.7","23.09","10.48","0.25","3.68","6.25","4.59","52.08","8.09","0.66","3.28","16.67","5.32","142.64","3.60","0","2.48","0.00","7.89","85.71","0.936","0.25","3.93","35.86","13.27","0.68","1.97","8.6","62.4","3.05"
"93","William Karlsson","VGK","C","70","132.13333333333","1.887619047619","19.07","124.87","13.25","17.71","89.46","16.53","13.17","59.49","18.13","0.91","7.72","10.53","1.31","8.71","13.07","10.9","68.57","13.71","5.45","26.34","17.14","0","3.18","0.00","7.27","56.31","11.43","1.21","3.63","25.00","7.87","129.21","5.74","0","2.62","0.00","6.90","87.02","0.939","0.45","5.9","45.41","27.7","0.99","1.36","7.27","62.66","2.13"
"14","Trevor Lewis","L.A","C","82","145.76666666667","1.7776422764228","11.94","124.72","8.73","11.53","88.09","11.57","10.7","58.86","15.38","1.23","3.7","25.00","1.31","8.28","13.63","5.35","58.04","8.44","3.29","23.87","12.12","0.41","1.23","25.00","2.74","45.55","5.68","0","3.29","0.00","2.97","142.69","2.04","0","0","-","11.54","93.71","1.052","2.88","7.41","44.45","46.51","6.09","3.7","9.06","52.69","6.57"
"129","Adam Pelech","NYI","D","58","146.65","2.5284482758621","9","124.38","6.75","8.59","88.37","8.86","7.36","61.37","10.71","0.82","9.82","7.69","0.81","8.86","8.35","2.86","65.87","4.17","1.23","27.41","4.29","0","4.5","0.00","2.18","51.28","4.08","0","4.36","0.00","4.14","135.33","2.97","1.18","2.95","28.57","11.11","84.00","0.951","0","5.73","40.91","15.96","0.00","0","9.41","76.92","0.00"
"198","Jake Evans","MTL","C","82","261.3","3.1865853658537","8.96","124.23","6.72","8.27","91.85","8.26","7.58","67.74","10.06","0.92","9.41","8.89","0.36","11.01","3.19","3.44","74.17","4.44","1.61","39.49","3.91","0.69","5.28","11.54","2.45","46.23","5.03","0.31","2.76","10.00","2.99","118.41","2.46","0","2.99","0.00","12.12","86.10","0.982","1.15","7.12","41.79","25.49","2.67","1.61","10.56","63.83","2.46"
"62","Radko Gudas","ANA","D","66","199.61666666667","3.0244949494949","16.53","124.14","11.75","15.03","89.27","14.41","12.02","64.02","15.81","2.1","9.32","18.42","1.16","9.23","11.13","5.41","68.83","7.29","2.4","30.06","7.41","0.9","4.51","16.67","4.01","51.7","7.19","1.2","2.81","30.00","9.55","124.61","7.12","0","3.91","0.00","17.50","85.45","1.029","0.6","4.51","38.47","30.06","1.54","2.4","6.91","57.41","4.02"
"168","Ryan Pulock","NYI","D","58","121.31666666667","2.0916666666667","12.36","124.14","9.06","11.38","90.01","11.22","9.4","66.27","12.42","1.98","10.88","15.38","1.22","9.13","11.81","4.95","68.25","6.76","2.97","26.21","10.17","1.48","3.46","30.00","2.64","56.05","4.49","0","6.59","0.00","5","120.02","4.00","0.71","3.57","16.67","21.05","83.58","1.046","0","5.44","35.11","26.21","0.00","0.49","8.41","62.32","0.79"
"12","Erik Johnson","BUF, PHI","D","67","162.55","2.4261194029851","13.66","123.65","9.95","11.07","92.28","10.71","9.97","68.66","12.68","1.11","9.6","10.34","0.74","8.92","7.70","5.17","67.92","7.07","1.85","28.79","6.02","0.37","2.95","11.11","4.43","52.17","7.83","0.49","4.43","10.00","6.93","139.16","4.74","0","4.8","0.00","11.11","86.02","0.971","1.11","7.01","46.88","19.19","2.31","3.69","11.81","71.61","4.90"
"175","Pierre-Edouard Bellemare","SEA","L","40","74.25","1.85625","8.08","123.64","6.13","8.08","81.62","9.01","7.27","57.37","11.25","0.81","8.89","8.33","0.36","8.6","3.97","2.42","61.41","3.80","0.81","24.24","3.23","0.81","4.04","16.67","2.15","49.56","4.17","0","1.08","0.00","4.67","135.4","3.33","0","5.84","0.00","11.11","84.51","0.956","1.62","7.27","47.68","28.28","3.28","1.62","8.89","61.41","2.56"
"326","Blake Lizotte","L.A","C","62","105.5","1.7016129032258","12.51","123.41","9.21","11.94","89.86","11.73","10.24","60.85","14.40","2.27","3.41","40.00","1.24","8.23","13.13","5.12","58.01","8.11","2.27","23.32","8.89","0.57","1.14","33.33","3.79","46.26","7.58","0","3.03","0.00","4.11","145.4","2.75","0.82","0","100.00","22.22","94.39","1.166","2.27","7.96","52.89","39.24","4.12","3.98","9.67","60.85","6.14"
"15","Cal Clutterbuck","NYI","R","82","151.83333333333","1.8516260162602","6.72","123.29","5.17","5.53","86.94","5.98","3.95","60.07","6.17","0","11.06","0.00","0.41","8.6","4.54","3.16","68.36","4.42","0.4","29.24","1.33","0","4.74","0.00","3.69","52.16","6.60","0","4.74","0.00","3.42","112.45","2.96","0","4","0.00","0.00","81.58","0.816","0.4","8.69","41.89","44.26","0.93","1.98","11.06","50.98","3.73"
"289","Jan Rutta","S.J","D","69","204.46666666667","2.9632850241546","10.27","122.66","7.73","9.39","95.66","8.94","7.04","64.56","9.84","0.59","7.63","7.14","0.4","9.65","4.00","4.11","70.43","5.51","1.76","30.52","5.45","0","3.52","0.00","3.13","53.21","5.56","0.78","3.52","18.18","2.97","123.35","2.35","0","2.12","0.00","8.33","88.18","0.965","0","5.58","40.79","10.86","0.00","1.47","9.1","65.15","2.20"
"88","Jean-Gabriel Pageau","NYI","C","82","157.18333333333","1.9168699186992","15.27","122.53","11.08","14.51","88.94","14.02","11.45","66.8","14.63","2.67","9.16","22.58","1.17","8.66","11.86","8.4","66.42","11.22","4.2","27.48","13.25","1.15","3.82","23.08","5.6","51.91","9.73","1.53","3.56","30.00","5.51","125.16","4.22","0.55","3.86","12.50","23.33","86.29","1.096","0","6.49","50.39","43.52","0.00","0.38","8.78","67.18","0.56"
"29","Alex Pietrangelo","VGK","D","64","177.08333333333","2.7669270833333","17.28","122.32","12.38","15.25","88.43","14.71","11.86","54.55","17.86","2.37","6.1","28.00","1.25","8.74","12.49","7.12","63.7","10.05","4.4","24.06","15.48","1.69","3.05","35.71","3.61","52.86","6.40","0.9","2.71","25.00","8.32","137.04","5.72","0","1.47","0.00","20.00","88.82","1.088","0.34","5.42","37.27","17.62","0.90","1.02","8.13","61.33","1.63"
"100","J.T. Miller","VAN","C","81","94.783333333333","1.1701646090535","13.93","122.17","10.23","12.03","87.99","12.03","9.5","62.67","13.16","1.27","11.39","10.00","1","10.32","8.83","6.96","69.63","9.09","3.8","31.02","10.91","0.63","7.6","7.69","4.22","51.49","7.58","0.84","2.53","25.00","1.83","146.3","1.23","0","2.74","0.00","13.33","81.82","0.952","0.63","5.7","81.66","40.51","0.77","1.27","7.6","92.42","1.35"
"54","Marcus Foligno","MIN","L","55","116.61666666667","2.120303030303","11.83","121.94","8.85","10.29","92.61","10.00","9.26","68.43","11.92","0.51","8.75","5.56","0.48","9.71","4.73","3.09","66.37","4.44","1.54","31.38","4.69","0","4.63","0.00","2.06","46.65","4.23","0.69","1.37","33.33","5.2","131.54","3.80","0","4.46","0.00","5.56","87.22","0.928","1.54","9.26","48.36","32.93","3.09","2.57","10.8","69.46","3.57"
